dataset,kind,r
ctrpv2,within,0.9732176250836551
ctrpv2,within,0.9745464429219804
ctrpv2,within,0.9684518103166523
ctrpv2,within,0.9677271198723943
ctrpv2,within,0.9698061423197287
ctrpv2,within,0.8740672016068471
ctrpv2,within,0.9670984703341127
ctrpv2,within,0.990324343068805
ctrpv2,within,0.9919403231543751
ctrpv2,within,0.9923167355103908
ctrpv2,within,0.9902198391657616
ctrpv2,within,0.9901905778159298
ctrpv2,within,0.9924620664433781
ctrpv2,within,0.9927474690271704
ctrpv2,within,0.9885365758039993
ctrpv2,within,0.9915601695251104
ctrpv2,within,0.9927472591453683
ctrpv2,within,0.990837441821381
ctrpv2,within,0.9928608233831905
ctrpv2,within,0.991014029237338
ctrpv2,within,0.9900534658993414
ctrpv2,within,0.9885866932721911
ctrpv2,within,0.9919868419929563
ctrpv2,within,0.9928071305003817
ctrpv2,within,0.989866439279207
ctrpv2,within,0.9923014056238884
ctrpv2,within,0.9915353774642126
ctrpv2,within,0.9865062806465652
ctrpv2,within,0.9878096488177743
ctrpv2,within,0.9910226392012602
ctrpv2,within,0.9844210589489973
ctrpv2,within,0.9775853289786561
ctrpv2,within,0.9878880615772028
ctrpv2,within,0.984997720974611
ctrpv2,within,0.9856426995770593
ctrpv2,within,0.9908477219733378
ctrpv2,within,0.9884070326518777
ctrpv2,within,0.9800789161702482
ctrpv2,within,0.9841820674216234
ctrpv2,within,0.985158380470964
ctrpv2,within,0.9898158814394143
ctrpv2,within,0.9821489473550309
ctrpv2,within,0.9899703918010668
ctrpv2,within,0.9819372504176939
ctrpv2,within,0.9794407111726934
ctrpv2,within,0.9830147623877218
ctrpv2,within,0.9869602953877935
ctrpv2,within,0.9916118437158659
ctrpv2,within,0.9927822600575944
ctrpv2,within,0.9935480484919504
ctrpv2,within,0.9924034545263103
ctrpv2,within,0.9944721857402011
ctrpv2,within,0.9876763585701946
ctrpv2,within,0.990448980806409
ctrpv2,within,0.9875642792025302
ctrpv2,within,0.9914697213319675
ctrpv2,within,0.9925463694308037
ctrpv2,within,0.9913981983350354
ctrpv2,within,0.9897364276445135
ctrpv2,within,0.9915257065822768
ctrpv2,within,0.9929847658355055
ctrpv2,within,0.9888232003811602
ctrpv2,within,0.9916026749850102
ctrpv2,within,0.9900448302994241
ctrpv2,within,0.9905314517251566
ctrpv2,within,0.9923936350007854
ctrpv2,within,0.9921794783431549
ctrpv2,within,0.979261820891512
ctrpv2,within,0.9812335653420337
ctrpv2,within,0.9696832926327791
ctrpv2,within,0.9827028680015117
ctrpv2,within,0.9811795869363054
ctrpv2,within,0.9784488497910936
ctrpv2,within,0.9827349250190699
ctrpv2,within,0.9824765335872901
ctrpv2,within,0.9759822608551496
ctrpv2,within,0.9783540154391822
ctrpv2,within,0.9792389509746874
ctrpv2,within,0.9831715114556713
ctrpv2,within,0.9826715709646524
ctrpv2,within,0.980223382468171
ctrpv2,within,0.980453393435117
ctrpv2,within,0.9702271491531846
ctrpv2,within,0.9813327257358639
ctrpv2,within,0.9800088113981532
ctrpv2,within,0.9803480053278997
ctrpv2,within,0.9736952703743016
ctrpv2,within,0.9869239434325003
ctrpv2,within,0.9916305546553676
ctrpv2,within,0.9891249208209174
ctrpv2,within,0.9893419437208272
ctrpv2,within,0.9904350233461784
ctrpv2,within,0.9869563808619759
ctrpv2,within,0.9881110463125653
ctrpv2,within,0.9872653239292064
ctrpv2,within,0.991472136266133
