dataset,sample_id,tissue,PC1,PC2
ctrpv2,CVCL_1377,Lung,-6.717358774371461,0.3609169757158509
ctrpv2,CVCL_2961,Stomach,3.6014293932628143,24.04494466024612
ctrpv2,CVCL_0346,Nervous System,-16.291640743369385,-15.182718074564262
ctrpv2,CVCL_2076,Skin,13.570330745490585,-15.6600740540599
ctrpv2,CVCL_1304,Ovary,7.924092666041089,0.8486126815557152
ctrpv2,CVCL_1303,Skin,3.2924137011104286,-14.557403189212557
ctrpv2,CVCL_2075,Skin,-0.12780316124291752,-15.076888739149402
ctrpv2,CVCL_1302,Lung,8.473103706623391,-3.6057110407544806
ctrpv2,CVCL_0337,Lymph,-26.99648415729863,-5.720525120309781
ctrpv2,CVCL_1706,Brain,19.27991773112309,-20.947246165129318
ctrpv2,CVCL_0632,Colon,1.7564972729674257,20.15426615866328
ctrpv2,CVCL_8067,Lung,13.26817988604771,6.810746959755998
ctrpv2,CVCL_0554,Bladder,13.17716907784045,-7.072745575953726
ctrpv2,CVCL_0533,Soft Tissue,2.3900695287684406,-13.305739505495577
ctrpv2,CVCL_1624,Brain,11.835112386003518,-1.9561071455508177
ctrpv2,CVCL_2447,Thyroid,11.65314436002369,-15.239341552307877
ctrpv2,CVCL_1219,Thyroid,12.027330332602007,-11.103967649864101
ctrpv2,CVCL_1627,Ovary,9.96224193721372,5.874961241709704
ctrpv2,CVCL_1629,Ovary,9.683135271672672,-8.179001406715264
ctrpv2,CVCL_2675,Ovary,15.702945286652758,-9.852618497032104
ctrpv2,CVCL_3768,Ovary,1.9648097500657349,9.592708388636915
ctrpv2,CVCL_3088,Colon,6.209946939330057,9.57907072708808
ctrpv2,CVCL_2673,Ovary,14.494059777418274,-2.2564679855854273
ctrpv2,CVCL_1625,Blood,-30.636286655959225,2.4533933950071956
ctrpv2,CVCL_1626,Kidney,19.016576886343408,-8.342892621000368
ctrpv2,CVCL_3116,Ovary,9.91402293354907,11.910632341382456
ctrpv2,CVCL_3770,Ovary,-4.548595359374491,-6.6060405170388234
ctrpv2,CVCL_0950,Skin,8.12354059409,-15.037285011604789
ctrpv2,CVCL_0979,Soft Tissue,21.172545267866052,-21.843344987226505
ctrpv2,CVCL_1031,Soft Tissue,20.075533314221605,-22.18834343037488
ctrpv2,CVCL_0993,Soft Tissue,14.993967964028146,-19.212643306489827
ctrpv2,CVCL_1033,Skin,3.0670003178886076,-9.757783614967195
ctrpv2,CVCL_1040,Skin,10.34443527801869,-15.10767449766016
ctrpv2,CVCL_1038,Soft Tissue,19.827998726790856,-18.69985489246423
ctrpv2,CVCL_3603,Thyroid,15.323228224538255,-20.308527715277332
ctrpv2,CVCL_1178,Lung,-8.706862977890534,-3.607444875936887
ctrpv2,CVCL_5957,Kidney,18.51843164343139,-8.142808172139146
ctrpv2,CVCL_1776,Ovary,1.0902412190885002,-11.653912126177243
ctrpv2,CVCL_0566,Blood,-26.496153476611923,-4.5203220332675595
ctrpv2,CVCL_0060,Lung,1.6318852896162133,-9.597655356210733
ctrpv2,CVCL_A472,Lung,11.906330729501754,-10.64543789070347
ctrpv2,CVCL_2058,Lung,-14.624090260621985,-5.614672820997186
ctrpv2,CVCL_1458,Lung,-12.924695494863165,-12.150967287623704
ctrpv2,CVCL_2983,Kidney,10.295368661359124,-6.176713436218683
ctrpv2,CVCL_2981,Blood,-22.312949974760617,-0.6814888003557958
ctrpv2,CVCL_1463,Lung,0.2846270713002383,-4.843093473625208
ctrpv2,CVCL_1464,Lung,10.282600430659842,-0.533013115243689
ctrpv2,CVCL_1331,Colon,-4.521505612489866,19.719773357906952
ctrpv2,CVCL_1329,Uterus,8.965029346454578,1.0403162521467466
ctrpv2,CVCL_2977,Bladder,15.041468099750524,16.78490507435441
ctrpv2,CVCL_2971,Brain,19.108556654040584,-19.66507961096547
ctrpv2,CVCL_2093,Lymph,-26.21233977737053,-2.047426704218095
ctrpv2,CVCL_2972,Blood,-38.732441810920434,7.604655265540075
ctrpv2,CVCL_4640,Ovary,12.699622323855973,-1.2029685643366106
ctrpv2,CVCL_4644,Ovary,19.159633205037533,-7.612238247308469
ctrpv2,CVCL_2786,Liver,22.097902353708182,-6.594321422356434
ctrpv2,CVCL_2787,Liver,11.680831076572446,-3.320554379571803
ctrpv2,CVCL_0364,Liver,2.4717802580968704,9.512652771187406
ctrpv2,CVCL_2788,Liver,15.710591821837873,-7.749662504202958
ctrpv2,CVCL_4647,Ovary,9.145123608141427,7.984657385449531
ctrpv2,CVCL_0544,Colon,2.5542442123988796,22.099414593533805
ctrpv2,CVCL_1715,Brain,16.322394445172392,-20.993716501245775
ctrpv2,CVCL_1714,Blood,-36.78102064131883,-6.421922196756553
ctrpv2,CVCL_2210,Blood,-31.761797059522216,-6.931801384629821
ctrpv2,CVCL_2209,Lymph,-23.306674946583417,-2.6540528696212813
ctrpv2,CVCL_0103,Blood,-34.646908027631476,-5.658149868293684
ctrpv2,CVCL_5033,Brain,15.036228344649787,-21.022388496400538
ctrpv2,CVCL_5034,Pancreas,16.88031568603032,13.638847748619924
ctrpv2,CVCL_0090,Liver,14.192804225762684,-10.851057495046573
ctrpv2,CVCL_0099,Stomach,-8.512870957231353,-2.7018243392444012
ctrpv2,CVCL_0076,Stomach,-1.2481414755517126,19.852943016645707
ctrpv2,CVCL_5031,Colon,-2.1611587982435707,16.97457917014295
ctrpv2,CVCL_5017,Head And Neck,13.931364263792219,11.345035876583488
ctrpv2,CVCL_8788,Kidney,15.620289920888256,-4.918247187258041
ctrpv2,CVCL_5014,Ovary,10.752780017910563,10.549842410674415
ctrpv2,CVCL_1702,Nervous System,-8.593291210635876,-16.723787791095443
ctrpv2,CVCL_2996,Blood,-29.218089962771373,0.6577791559505797
ctrpv2,CVCL_2994,Blood,-27.80741943057704,1.1636772417998573
ctrpv2,CVCL_2095,Blood,-22.58639801097741,7.2964672862614615
ctrpv2,CVCL_1467,Lung,-1.167658129421771,15.787820280158758
ctrpv2,CVCL_2207,Lymph,-46.52582919150867,-1.6492820667545813
ctrpv2,CVCL_2420,Ovary,11.220028971399655,0.4504313831583077
ctrpv2,CVCL_3005,Pancreas,10.69180721169103,6.041797733221016
ctrpv2,CVCL_3004,Pancreas,8.272511033896238,13.022605687958494
ctrpv2,CVCL_1168,Lymph,-44.34715347585293,-5.257018431940899
ctrpv2,CVCL_1169,Brain,14.90711755140621,-17.494897632355286
ctrpv2,CVCL_2425,Ovary,11.89642381059267,10.609832397574277
ctrpv2,CVCL_2010,Ovary,-10.676822983815631,-6.923923135485692
ctrpv2,CVCL_1155,Brain,-14.183392958793151,-4.5718937062493366
ctrpv2,CVCL_1151,Colon,2.9619499576495736,16.87997509992112
ctrpv2,CVCL_0243,Pancreas,10.705390740155288,8.369889415122952
ctrpv2,CVCL_0008,Lymph,-44.118461707560364,0.327592713850101
ctrpv2,CVCL_1167,Brain,13.068328553770623,-17.46132361924716
ctrpv2,CVCL_1138,Lung,9.681202974211214,5.224722000470969
ctrpv2,CVCL_1647,Kidney,18.517954185583175,-1.375869472370152
ctrpv2,CVCL_1851,Blood,-30.800112379584444,-6.839036056912063
ctrpv2,CVCL_0823,Lymph,-33.06043132480589,-2.223951030961238
ctrpv2,CVCL_0485,Liver,8.766324323344502,-0.42553811813445624
ctrpv2,CVCL_4897,Pancreas,15.560057887196919,15.315974410883326
ctrpv2,CVCL_2161,Blood,-37.578159797442815,1.7734428990504096
ctrpv2,CVCL_3143,Pancreas,-4.573340339599419,4.465233685883651
ctrpv2,CVCL_0511,Lymph,-44.38644966518423,-1.017863834820656
ctrpv2,CVCL_1644,Pancreas,8.938461344729507,-0.42170054700136644
ctrpv2,CVCL_1595,Lung,-2.5214171910892635,-8.741000397971593
ctrpv2,CVCL_1594,Lung,-0.2038869315117537,-4.172628815096297
ctrpv2,CVCL_1598,Lung,-17.271058151567427,-3.844812980060634
ctrpv2,CVCL_1495,Lung,14.189602990958331,-10.995975326294472
ctrpv2,CVCL_1590,Lung,-11.001208110935826,3.070489248859476
ctrpv2,CVCL_1489,Lung,-12.51566058929479,-13.688844310764965
ctrpv2,CVCL_1490,Lung,2.1832897329674723,-11.059890687336537
ctrpv2,CVCL_1491,Lung,12.24352053776555,-0.5871535196029783
ctrpv2,CVCL_1492,Lung,12.61680188448485,-6.193548450395414
ctrpv2,CVCL_1483,Lung,15.011997250749602,4.630388019608861
ctrpv2,CVCL_1484,Lung,12.339208013074238,-3.6753108295261385
ctrpv2,CVCL_1485,Lung,12.230771989795105,13.600768301095021
ctrpv2,CVCL_1488,Lung,3.572328215045277,3.930989522640749
ctrpv2,CVCL_1131,Esophagus,19.27267254927722,10.935516864341198
ctrpv2,CVCL_5083,Uterus,10.577138160516187,-14.530373861695873
ctrpv2,CVCL_1655,Lung,17.258667602583095,-7.664060670860122
ctrpv2,CVCL_1265,Lung,14.185669966098162,14.840834215053375
ctrpv2,CVCL_1177,Lung,-2.421214951770662,4.262768771208041
ctrpv2,CVCL_A352,Lung,13.527964282132634,-9.388391431088605
ctrpv2,CVCL_5131,Lung,17.332248463263802,-5.283678409023163
ctrpv2,CVCL_1263,Breast,-3.3496645053790393,21.241730808015628
ctrpv2,CVCL_1174,Lung,-3.5360738762609034,-14.10898976270725
ctrpv2,CVCL_1176,Lung,-9.813688296404283,-9.03885181905925
ctrpv2,CVCL_2438,Lung,-7.139813115354153,6.372658793391592
ctrpv2,CVCL_1170,Lymph,-15.730850640096232,0.2892952792225968
ctrpv2,CVCL_1171,Head And Neck,13.41119838745428,12.112557410275254
ctrpv2,CVCL_1173,Brain,16.23393721401735,-24.375293619745413
ctrpv2,CVCL_3172,Pancreas,9.715922146406351,1.8769519760487186
ctrpv2,CVCL_0080,Bone,-6.050858979969748,-10.605197116454452
ctrpv2,CVCL_1056,Kidney,13.605113495979131,-3.029479271327819
ctrpv2,CVCL_1064,Blood,-24.642634094266633,2.0334543173900723
ctrpv2,CVCL_0023,Lung,11.554731984853357,-4.2922842899709455
ctrpv2,CVCL_1060,Head And Neck,14.042277438320639,10.973664506794071
ctrpv2,CVCL_0134,Ovary,-10.229049246492698,-10.506195215927358
ctrpv2,CVCL_0132,Skin,9.474773492144841,-17.045633956153694
ctrpv2,CVCL_1062,Lymph,-21.493731045375373,3.9427883258649543
ctrpv2,CVCL_5098,Colon,8.173095422028089,17.517271812308994
ctrpv2,CVCL_5089,Liver,15.48825239395154,1.2314374429948483
ctrpv2,CVCL_5078,Colon,3.4101983372164852,21.437553768522797
ctrpv2,CVCL_0101,Stomach,8.193190726786835,19.188449002725026
ctrpv2,CVCL_5080,Brain,8.706521512063322,-15.177181344229151
ctrpv2,CVCL_5079,Stomach,5.042463802923943,21.749404475591327
ctrpv2,CVCL_0014,Blood,-24.620803965558277,6.860523032958665
ctrpv2,CVCL_5081,Stomach,5.857806018607195,2.1746011652727577
ctrpv2,CVCL_5087,Brain,13.367679580925392,-8.320879476915565
ctrpv2,CVCL_5086,Stomach,4.80412799760158,20.907955625380165
ctrpv2,CVCL_0320,Colon,1.705481187304983,20.72456386528561
ctrpv2,CVCL_1294,Colon,0.10955332642793154,21.763225972698258
ctrpv2,CVCL_1348,Esophagus,11.028905178162521,12.017267431146042
ctrpv2,CVCL_1347,Esophagus,5.24980444894152,9.07920590887885
ctrpv2,CVCL_1349,Esophagus,8.286666735550732,9.501027349737628
ctrpv2,CVCL_1352,Esophagus,9.590420219347704,9.592511337869773
ctrpv2,CVCL_1351,Esophagus,12.676755438102637,18.82593385952191
ctrpv2,CVCL_1287,Head And Neck,6.995189726472246,15.182828065412147
ctrpv2,CVCL_1288,Head And Neck,13.960026071270601,6.3638007621611425
ctrpv2,CVCL_1289,Head And Neck,12.350458065078612,13.59250208044873
ctrpv2,CVCL_0317,Soft Tissue,11.510136706394409,-15.712484931835204
ctrpv2,CVCL_2520,Colon,3.9768490069685916,21.042974965355302
ctrpv2,CVCL_1291,Bladder,13.018531776356932,8.035336044615988
ctrpv2,CVCL_1292,Bladder,9.427430621646527,14.148315351946838
ctrpv2,CVCL_0318,Skin,11.611475284534405,-17.662528985551518
ctrpv2,CVCL_0068,Skin,5.333048205565371,-10.621199001927963
ctrpv2,CVCL_0599,Skin,16.182635162403997,-17.890941459340258
ctrpv2,CVCL_0629,Lung,-1.9859096658059476,0.941815863795709
ctrpv2,CVCL_0098,Blood,-24.359925696803415,-2.8817527430970338
ctrpv2,CVCL_0600,Skin,14.709555066924253,-18.390330543420305
ctrpv2,CVCL_0550,Skin,2.5675568187573306,-13.132662381188712
ctrpv2,CVCL_0526,Skin,8.364061693826994,-10.806077100989718
ctrpv2,CVCL_0039,Skin,7.440973289462751,-14.656511002171209
ctrpv2,CVCL_0527,Skin,3.461788569730933,-11.672310271653913
ctrpv2,CVCL_0630,Lung,19.456410721382763,-6.042333205732132
ctrpv2,CVCL_1424,Blood,-39.29537078647078,-2.626905344436683
ctrpv2,CVCL_1422,Blood,-35.215132237846625,-4.736707732844418
ctrpv2,CVCL_1481,Lung,7.356770596565339,10.390157982415326
ctrpv2,CVCL_2122,Blood,-30.117230625210713,1.957509440653786
ctrpv2,CVCL_2120,Blood,-28.046806677300452,-1.4389013218919453
ctrpv2,CVCL_2124,Blood,-20.459228237707464,1.157205374415186
ctrpv2,CVCL_2123,Blood,-32.69332902475275,11.199898545795172
ctrpv2,CVCL_H525,Thyroid,15.495292889403455,-9.781038341880414
ctrpv2,CVCL_1417,Stomach,14.502742964740595,7.999807374888434
ctrpv2,CVCL_2119,Blood,-36.1762590001175,3.3406443875756446
ctrpv2,CVCL_8792,Blood,-28.070781178685067,1.1793212470145267
ctrpv2,CVCL_1340,Nervous System,9.54119152772354,-17.433858361548964
ctrpv2,CVCL_1341,Nervous System,-15.938932226876993,-15.83437347678929
ctrpv2,CVCL_1344,Bladder,11.542648607942533,4.914427070544714
ctrpv2,CVCL_1338,Pancreas,4.5205522126998385,-5.250584915158118
ctrpv2,CVCL_2094,Breast,2.003346522588381,14.547016571464944
ctrpv2,CVCL_1121,Lung,2.971637942850797,12.24020663522547
ctrpv2,CVCL_0379,Blood,-28.0653650785306,0.6692409773259232
ctrpv2,CVCL_1345,Ovary,6.479573844859893,1.35066090847576
ctrpv2,CVCL_1125,Nervous System,5.771755371442151,-19.209392151626687
ctrpv2,CVCL_3611,Lymph,-41.303104162680405,-6.572716337748731
ctrpv2,CVCL_3612,Ovary,-6.96731803037567,-12.745516525813525
ctrpv2,CVCL_8001,Muscle,-0.4277144854294808,-12.310475949443815
ctrpv2,CVCL_6735,Brain,10.35040829538023,-16.49902644694848
ctrpv2,CVCL_1692,Skin,8.246258602510553,-12.928847314865475
ctrpv2,CVCL_0006,Blood,-22.929491193744706,-3.148309647352866
ctrpv2,CVCL_0559,Blood,-22.58208666473577,-2.5329842580047504
ctrpv2,CVCL_3156,Soft Tissue,13.519878759947739,-14.489064643789577
ctrpv2,CVCL_1685,Head And Neck,14.687364237819253,10.95570203121515
ctrpv2,CVCL_0024,Lung,-12.819710132889785,-0.5445717038282822
ctrpv2,CVCL_1682,Head And Neck,12.33710326158033,10.724538036390058
ctrpv2,CVCL_1684,Head And Neck,16.057967154552312,11.209221015751293
ctrpv2,CVCL_3599,Bladder,10.664019759769353,12.331083094073097
ctrpv2,CVCL_0548,Bone,9.35605281211682,-17.87602928810627
ctrpv2,CVCL_1679,Lung,-5.205524555489591,-5.263819743739171
ctrpv2,CVCL_1372,Lung,3.414424855490173,4.470211865703223
ctrpv2,CVCL_1549,Lung,5.010832957353328,13.402700621156242
ctrpv2,CVCL_1546,Lung,14.065812720582834,10.373867713255768
ctrpv2,CVCL_1536,Lung,-15.738965329339232,-2.762548646540431
ctrpv2,CVCL_1535,Lung,-1.318939446532051,15.657443303741799
ctrpv2,CVCL_1539,Lung,-1.4123810254048061,-1.5798058876060745
ctrpv2,CVCL_1537,Lung,5.146087188427141,-1.5118767556430632
ctrpv2,CVCL_1543,Lung,18.489107556722207,-0.13501136025935814
ctrpv2,CVCL_1545,Lung,10.142884755581973,-12.236929547593393
ctrpv2,CVCL_1544,Lung,15.563169367365044,-6.287905129709704
ctrpv2,CVCL_1375,Lung,15.478712612162935,-8.446865009574376
ctrpv2,CVCL_2314,Head And Neck,4.12602122147448,22.404684132429303
ctrpv2,CVCL_2313,Head And Neck,12.33550295423233,25.05630973312357
ctrpv2,CVCL_1088,Lymph,-48.146984266319485,0.4972547752691925
ctrpv2,CVCL_1087,Lymph,-44.699426761468274,-1.509341503730178
ctrpv2,CVCL_2309,Head And Neck,13.390898519807912,2.583970832981293
ctrpv2,CVCL_2308,Head And Neck,12.468211948873275,10.659261270910491
ctrpv2,CVCL_2312,Head And Neck,20.486950205569457,11.343919406680026
ctrpv2,CVCL_2310,Head And Neck,10.025063297793823,26.159088172604104
ctrpv2,CVCL_0178,Breast,10.507175614564071,11.816438538635637
ctrpv2,CVCL_M155,Muscle,-6.805371732307181,-1.553334587551644
ctrpv2,CVCL_3317,Skin,0.24050183811497386,-12.133501732800843
ctrpv2,CVCL_2949,Breast,-2.41987599975832,-2.996231592116147
ctrpv2,CVCL_1767,Esophagus,11.038788222792304,15.457965801540619
ctrpv2,CVCL_0027,Liver,-1.5394562373492358,7.231783668547302
ctrpv2,CVCL_0326,Liver,5.332322945619678,5.272759977638128
ctrpv2,CVCL_1279,Stomach,-7.990245452459789,-6.17598118681552
ctrpv2,CVCL_8878,Ovary,7.076909275791742,-7.972303904881545
ctrpv2,CVCL_0002,Blood,-38.24335206748179,7.264990053318483
ctrpv2,CVCL_1280,Lymph,-35.25050507562832,-5.294395572227863
ctrpv2,CVCL_2947,Liver,12.50320073174456,-16.81831566921358
ctrpv2,CVCL_1861,Lymph,-42.26166380914944,-1.10894866316461
ctrpv2,CVCL_U797,Skin,17.057536042757683,11.793071198324014
ctrpv2,CVCL_1978,Colon,10.352080222244854,12.909170240496838
ctrpv2,CVCL_1980,Colon,1.4299316090689997,21.712781405812553
ctrpv2,CVCL_0216,Blood,-29.58834393656776,-2.1486677819439763
ctrpv2,CVCL_1126,Blood,-30.120247442634668,-4.431140968363414
ctrpv2,CVCL_1987,Colon,7.232131855512434,15.55251626459019
ctrpv2,CVCL_1989,Colon,-12.148018326378015,-5.607711988615209
ctrpv2,CVCL_1701,Nervous System,-13.767486275419728,-15.840760249559535
ctrpv2,CVCL_1632,Blood,-31.55926613785459,-5.3795436273233985
ctrpv2,CVCL_1630,Blood,-40.504075822752355,-5.163048534846721
ctrpv2,CVCL_1633,Pancreas,6.737235850476278,14.497176675803933
ctrpv2,CVCL_2676,Lymph,-46.504736755306595,-0.4149829728654005
ctrpv2,CVCL_1579,Lung,-11.501016812067965,-2.9013489801722385
ctrpv2,CVCL_1581,Colon,-3.7615134727227777,1.7980840215266967
ctrpv2,CVCL_3117,Ovary,4.790680536689693,1.6763848700372304
ctrpv2,CVCL_3114,Ovary,0.7367280948983334,3.444386166521111
ctrpv2,CVCL_1575,Lung,8.207252754165777,-5.866830787010843
ctrpv2,CVCL_1576,Prostate,-4.506868662039172,4.939739409062389
ctrpv2,CVCL_1577,Lung,6.449055531714447,-13.20978863676195
ctrpv2,CVCL_1568,Lung,-15.534380398173331,-8.322851092214623
ctrpv2,CVCL_1569,Lung,-11.545316117497741,-1.008309403312223
ctrpv2,CVCL_1574,Lung,13.273881790435626,-0.6491501928976225
ctrpv2,CVCL_0079,Blood,-33.10058460947888,-6.645599212602232
ctrpv2,CVCL_1049,Bladder,10.969971757123766,7.982429250218113
ctrpv2,CVCL_7935,Bladder,7.501219689711112,1.1820902138267588
ctrpv2,CVCL_7937,Bladder,7.169586511920926,-0.9000475198553423
ctrpv2,CVCL_1046,Stomach,4.454692205058853,22.721664562436313
ctrpv2,CVCL_1045,Prostate,-6.936142196641865,9.228699301472906
ctrpv2,CVCL_1048,Bladder,3.652838603759022,-6.517115904193951
ctrpv2,CVCL_0126,Bladder,15.785276483192941,1.9553326803498836
ctrpv2,CVCL_1798,Brain,15.018733372180353,-19.394874776915163
ctrpv2,CVCL_1259,Breast,15.310249589192159,14.579814137336873
ctrpv2,CVCL_2062,Breast,0.5725860854107931,16.426866033033082
ctrpv2,CVCL_2057,Lung,9.750431331493981,-0.302336553989666
ctrpv2,CVCL_1258,Breast,7.499375598063195,17.02640293423237
ctrpv2,CVCL_5129,Lung,-3.346413520699686,8.861256571116032
ctrpv2,CVCL_0290,Breast,12.558588450857624,12.994210348617605
ctrpv2,CVCL_1254,Breast,-0.40648004077683964,9.023888168531405
ctrpv2,CVCL_1255,Breast,6.12863323298168,-0.9020366764878498
ctrpv2,CVCL_A351,Lung,2.6077204938814056,27.780901256260798
ctrpv2,CVCL_4900,Lung,12.05633063450355,11.236597522510722
ctrpv2,CVCL_0399,Colon,2.9528870426068434,13.686560909435787
ctrpv2,CVCL_1381,Skin,6.218301192248367,-12.892108846858559
ctrpv2,CVCL_1475,Lung,12.73403320220963,-5.893721236435501
ctrpv2,CVCL_1473,Lung,-16.9924862901561,-2.2223097847641125
ctrpv2,CVCL_1478,Lung,8.513294693364061,14.25532505799203
ctrpv2,CVCL_1476,Lung,11.090722440287832,6.385572546399012
ctrpv2,CVCL_1479,Lung,-7.559386023397603,-5.6126263882162775
ctrpv2,CVCL_1101,Lymph,-42.64482577323333,-0.6535235462060338
ctrpv2,CVCL_0179,Breast,-2.6335484067662125,14.762089166053713
ctrpv2,CVCL_1092,Breast,10.434648312455746,-13.554838205018749
ctrpv2,CVCL_0181,Blood,-36.23778773533016,-1.9164833654907492
ctrpv2,CVCL_0186,Pancreas,14.594753202448874,17.13247046587709
ctrpv2,CVCL_1096,Colon,8.19340700533922,9.780722873835483
ctrpv2,CVCL_1285,Lung,15.705887359128607,-13.762403854767394
ctrpv2,CVCL_1286,Lung,12.495936306592565,-6.166915365147789
ctrpv2,CVCL_0313,Pancreas,12.924407580904779,19.667469464728587
ctrpv2,CVCL_1820,Blood,-35.684447206677206,-4.41276599529041
ctrpv2,CVCL_0312,Bone,4.501119752889092,-12.584255354989303
ctrpv2,CVCL_3517,Pancreas,4.7284986307987955,20.280366552924477
ctrpv2,CVCL_1218,Head And Neck,6.6635853517846675,13.64579285234193
ctrpv2,CVCL_2037,Blood,-25.79494965227677,-0.6349448174128108
ctrpv2,CVCL_1197,Lung,16.23432551279244,5.475977906168934
ctrpv2,CVCL_0258,Blood,-37.71697161111367,-0.34656934904652736
ctrpv2,CVCL_1205,Uterus,16.598076066339498,-11.377734589676903
ctrpv2,CVCL_3509,Ovary,9.218487805067173,-15.206093416099398
ctrpv2,CVCL_1786,Bladder,13.542556199113731,12.909661789663492
ctrpv2,CVCL_0588,Breast,-0.8080680732954011,13.00638185210229
ctrpv2,CVCL_6809,Skin,7.276672949198678,-17.33643429708913
ctrpv2,CVCL_6805,Skin,9.332540870934205,-15.662675170453323
ctrpv2,CVCL_1661,Breast,2.0455309468371845,18.539509029914008
ctrpv2,CVCL_2235,Prostate,-6.657998196645251,7.578241568510695
ctrpv2,CVCL_1794,Pancreas,13.465762227927279,9.031744314170801
ctrpv2,CVCL_1902,Lymph,-40.026023508645906,-0.17633548974849253
ctrpv2,CVCL_8930,Head And Neck,10.423225537796483,5.52401607888763
ctrpv2,CVCL_8929,Head And Neck,10.755644665007267,10.583613806627111
ctrpv2,CVCL_L079,Head And Neck,23.716980237558854,-9.425759017077246
ctrpv2,CVCL_L083,Head And Neck,13.560681205373326,11.051563726267103
ctrpv2,CVCL_1796,Brain,10.85548476322057,-20.91801607863299
ctrpv2,CVCL_1795,Brain,20.857641458662794,-21.8579867604963
ctrpv2,CVCL_2765,Skin,9.421845535943328,-17.458404513958495
ctrpv2,CVCL_1791,Kidney,12.461240742566856,-3.3061281651374546
ctrpv2,CVCL_A341,Skin,14.553021559472086,-19.549946190865555
ctrpv2,CVCL_1790,Kidney,14.306768658834809,0.7230101201761091
ctrpv2,CVCL_0040,Skin,15.886755047173796,-21.157913048005767
ctrpv2,CVCL_8787,Skin,19.33625273039448,-20.22859359675382
