dataset,sample_id,tissue,PC1,PC2
depmap,ACH-001419,Breast,-3.9432942554508497,17.528113974339856
depmap,ACH-001421,Eye,-16.911524255567908,-15.197209831831012
depmap,ACH-001422,Prostate,7.4319225949087615,23.71825176407791
depmap,ACH-001430,Bone,-16.66025853424312,-13.421174247724643
depmap,ACH-001431,Bone,-25.847108718230796,-6.036190848797725
depmap,ACH-001442,Skin,9.118779325500768,20.705149604848607
depmap,ACH-001443,Thyroid,5.855082875813209,-10.125421836335853
depmap,ACH-001450,Lymphoid,-46.93494896027809,1.6730610275208238
depmap,ACH-001451,Cervix,8.047624329347578,5.720013297650678
depmap,ACH-001453,Prostate,10.430394494892457,11.225810653888534
depmap,ACH-001454,Bowel,6.888621074651186,14.054538857669963
depmap,ACH-001458,Bowel,-13.926605819035254,23.610184964363143
depmap,ACH-001459,Bowel,-16.6542246489897,25.993766436569874
depmap,ACH-001460,Bowel,-7.437749320859635,20.74135647724208
depmap,ACH-001461,Bowel,-17.15271242567791,27.040797288049117
depmap,ACH-001481,Peripheral Nervous System,-3.334611861295992,-9.741090784888971
depmap,ACH-001484,Lymphoid,-30.465379734918596,7.850781556958456
depmap,ACH-001494,Biliary Tract,3.7647200984386773,29.56743774759615
depmap,ACH-001495,Uterus,-0.47187704747529635,5.133930414159821
depmap,ACH-001496,Esophagus/Stomach,3.01192635484391,15.234794923101497
depmap,ACH-001497,Esophagus/Stomach,-0.45645592780295813,20.31528997990633
depmap,ACH-001498,Lymphoid,-39.88292602494047,2.5237066214063097
depmap,ACH-001500,Esophagus/Stomach,5.272985881237699,-8.54228612153881
depmap,ACH-001508,Head and Neck,9.389984930319747,3.7022358013848513
depmap,ACH-001509,Head and Neck,-1.9234547802429047,33.76921318535654
depmap,ACH-001510,Head and Neck,-8.733203363928146,32.22495632624056
depmap,ACH-001511,Head and Neck,10.61038559471325,20.041952388945656
depmap,ACH-001513,Cervix,-5.326476823874737,17.58774547020855
depmap,ACH-001515,Cervix,9.002419972164622,6.427950394266134
depmap,ACH-001517,Uterus,-8.880577410843307,8.538054884238193
depmap,ACH-001518,Uterus,2.1442515493769907,8.844402351784959
depmap,ACH-001520,Lymphoid,-39.85372002487141,20.006803440664243
depmap,ACH-001521,Skin,6.624147803276835,8.425569863002083
depmap,ACH-001522,Skin,-0.05419853717599474,-1.5267030962338501
depmap,ACH-001523,Skin,10.82728209217716,19.298425917185497
depmap,ACH-001524,Skin,11.576365795116143,23.883284877057847
depmap,ACH-001525,Cervix,-0.9140798733787624,26.441801664742677
depmap,ACH-001526,Bone,-8.307843751799526,-5.930418426200413
depmap,ACH-001528,Thyroid,-1.7210108463263134,-1.5304435537130427
depmap,ACH-001529,Uterus,-9.449188470123067,5.097757627882386
depmap,ACH-001530,Uterus,-10.712767979251009,4.773271968396656
depmap,ACH-001532,Kidney,-10.209677465594085,-5.972097024948725
depmap,ACH-001533,Lymphoid,-42.85964682925549,9.479402049402477
depmap,ACH-001536,Biliary Tract,0.061541774835379676,15.30990141727465
depmap,ACH-001538,Biliary Tract,6.190493273466978,15.549445222504543
depmap,ACH-001539,Lymphoid,-40.40191600718302,10.297268891185693
depmap,ACH-001542,Head and Neck,1.6485251308444477,22.97061968483271
depmap,ACH-001543,Head and Neck,3.347364894706395,24.361782684442872
depmap,ACH-001547,Pleura,3.026580053202521,-0.17993859280038915
depmap,ACH-001548,Peripheral Nervous System,-13.95675128263201,-16.095917347391225
depmap,ACH-001549,Lung,-12.244064676915997,-15.582365640473865
depmap,ACH-001550,Skin,15.208170274295565,-13.618844186646792
depmap,ACH-001551,Skin,4.3297320968489865,-5.475180556712031
depmap,ACH-001552,Skin,8.296404287234123,-10.198221883984608
depmap,ACH-001554,Eye,-7.229666518109498,-6.476841684939483
depmap,ACH-001555,Pleura,9.844580124948022,3.4659674964720444
depmap,ACH-001556,Pleura,5.595491134441167,-6.685387107031244
depmap,ACH-001557,Pleura,14.078352996998918,-5.215658645606362
depmap,ACH-001558,Pleura,13.888792802898212,-4.476477706155126
depmap,ACH-001559,Pleura,6.2022827865993415,-8.069009363364454
depmap,ACH-001560,Pleura,10.648567584117945,-2.1069131694092715
depmap,ACH-001562,Pleura,11.834845560339694,-0.8943694374518983
depmap,ACH-001563,Skin,-0.5518044501044342,-7.570995633033431
depmap,ACH-001566,Skin,-2.868044218076128,0.7550154730217719
depmap,ACH-001567,Skin,2.5861059782701505,-4.690310570485025
depmap,ACH-001568,Skin,-15.420715479430198,14.495300583958567
depmap,ACH-001570,Skin,-2.955974755667828,-4.7522972072974
depmap,ACH-001574,Myeloid,-42.083659988297214,16.672390525766566
depmap,ACH-001577,Myeloid,-34.977426805350795,13.147128563525774
depmap,ACH-001578,Testis,-15.082335111065344,-6.801658616306291
depmap,ACH-001603,Peripheral Nervous System,-24.669112877956916,-3.810499626512973
depmap,ACH-001605,CNS/Brain,11.24375559795302,-12.256630503463791
depmap,ACH-001607,Biliary Tract,9.828052685348057,2.1937770235160245
depmap,ACH-001608,CNS/Brain,3.725518340079399,-10.324051089805627
depmap,ACH-001609,CNS/Brain,10.327975282200711,-9.750272958303889
depmap,ACH-001610,CNS/Brain,8.963373053190118,-16.27988549535935
depmap,ACH-001611,CNS/Brain,16.386608238278836,-16.57558499960325
depmap,ACH-001613,Myeloid,-35.41870395855034,5.562088952340765
depmap,ACH-001616,Lymphoid,-41.44917399596612,13.69956141977376
depmap,ACH-001618,Myeloid,-25.913944393593386,1.4851978022253942
depmap,ACH-001619,Biliary Tract,3.3283104731007076,8.838555703774409
depmap,ACH-001622,CNS/Brain,5.138605463050842,-3.128284354838911
depmap,ACH-001623,CNS/Brain,14.162270061372096,-14.364747004980584
depmap,ACH-001624,CNS/Brain,-1.160477989135719,-6.623225222159691
depmap,ACH-001625,Head and Neck,14.434175547452393,15.370172933564556
depmap,ACH-001626,Head and Neck,16.349907943103553,13.76545335895291
depmap,ACH-001627,Prostate,5.531640441054082,21.74881107294081
depmap,ACH-001628,Ovary/Fallopian Tube,10.93589852735948,-7.867023905254649
depmap,ACH-001630,Ovary/Fallopian Tube,-1.540480148875591,17.1857778991211
depmap,ACH-001632,Ovary/Fallopian Tube,-11.43864042788934,22.877957748561045
depmap,ACH-001634,Lymphoid,-39.26087953430987,13.227955953934064
depmap,ACH-001641,Head and Neck,7.546270620917045,14.968085550614237
depmap,ACH-001642,Lymphoid,-28.991465824287122,23.846844608794527
depmap,ACH-001645,Skin,0.1445556991079414,-3.7651545445167347
depmap,ACH-001647,Myeloid,-35.54170689220633,7.501480783475871
depmap,ACH-001648,Prostate,13.003716403048287,24.21025035371379
depmap,ACH-001649,Prostate,16.00765723738155,21.904183322505993
depmap,ACH-001650,Cervix,8.558417434610698,6.28788625449227
depmap,ACH-001651,Cervix,2.7535783909297953,10.156900205862623
depmap,ACH-001652,Cervix,9.37231289848692,10.129120314138675
depmap,ACH-001653,Esophagus/Stomach,-2.1591574575541324,24.902911153055598
depmap,ACH-001654,Esophagus/Stomach,13.858972711053127,4.79044437991976
depmap,ACH-001655,Uterus,2.483269737493006,0.36196988769588856
depmap,ACH-001656,Myeloid,-29.761233115928153,-6.24994822843469
depmap,ACH-001662,Breast,-27.93621999262657,36.242866474092835
depmap,ACH-001664,Esophagus/Stomach,-1.5175335017452338,5.639876973772092
depmap,ACH-001668,Testis,-19.7070670778795,11.681382845165821
depmap,ACH-001669,Lymphoid,-39.30990887482696,1.6754781327205122
depmap,ACH-001670,CNS/Brain,-18.62574619932826,-6.246827787321122
depmap,ACH-001673,Biliary Tract,8.44287788453394,12.932854232991383
depmap,ACH-001674,Peripheral Nervous System,-20.14968666972004,-16.273782098935413
depmap,ACH-001677,Lymphoid,-39.75693546094944,-8.118772462993066
depmap,ACH-001683,Breast,-5.339982251453634,15.631781458240608
depmap,ACH-001685,Lymphoid,-24.72669901970498,-1.6449826467512787
depmap,ACH-001687,Kidney,-11.639349851971646,32.85333126917045
depmap,ACH-001688,Kidney,-7.451282287558979,22.443189082550667
depmap,ACH-001690,Head and Neck,-2.1601621125234596,30.64411120554346
depmap,ACH-001691,Head and Neck,15.523184013102158,-2.8126830556183138
depmap,ACH-001692,Head and Neck,8.796088416535943,24.618761046453344
depmap,ACH-001694,Head and Neck,12.698050628882982,26.859987227408354
depmap,ACH-001695,Head and Neck,8.621178541769865,22.051781875381135
depmap,ACH-001696,Head and Neck,-6.026995123767153,45.46136152743735
depmap,ACH-001698,Head and Neck,-19.085239608831937,39.43400561633704
depmap,ACH-001699,Head and Neck,6.8486796808967005,24.404930138140223
depmap,ACH-001701,Head and Neck,1.9636544864148524,36.19256982850494
depmap,ACH-001702,Soft Tissue,5.182738896563028,-1.788603561748798
depmap,ACH-001707,Lymphoid,-38.12289061654304,19.60282363194286
depmap,ACH-001709,Lymphoid,-42.15664053626797,-0.4444423861282958
depmap,ACH-001711,CNS/Brain,-12.369001225890107,-7.026087299873163
depmap,ACH-001715,Bone,9.219435197328385,-14.978103323320536
depmap,ACH-001719,Ovary/Fallopian Tube,3.439057158229596,1.5099209703399554
depmap,ACH-001735,Lymphoid,-33.51759884795896,0.8685200165779293
depmap,ACH-001736,Lymphoid,-32.79423984669339,0.03750445190006734
depmap,ACH-001737,Lymphoid,-26.394378784444953,-7.307223848874647
depmap,ACH-001740,Soft Tissue,-16.103806343207822,-14.62224560294023
depmap,ACH-001745,Soft Tissue,-20.945531037256103,-4.676371890516015
depmap,ACH-001750,Soft Tissue,5.392138547068466,-12.174419196749753
depmap,ACH-001765,Soft Tissue,-15.965070080614336,-7.880744806631134
depmap,ACH-001786,Bowel,0.4490142862239005,16.88942647304668
depmap,ACH-001791,Soft Tissue,-7.517739319891492,15.013889754156041
depmap,ACH-001793,Soft Tissue,15.245449118950493,-8.497329994940982
depmap,ACH-001794,Soft Tissue,15.452388920212416,-9.157303117750379
depmap,ACH-001795,Soft Tissue,16.268993791728093,-10.071916375474684
depmap,ACH-001796,Soft Tissue,4.859937696353252,-9.809328997020108
depmap,ACH-001799,Soft Tissue,9.531676328680483,-9.388230473719853
depmap,ACH-001802,Soft Tissue,1.7160173367314575,-6.420156050053748
depmap,ACH-001804,Soft Tissue,9.791015266240699,-8.931520997857058
depmap,ACH-001814,Bone,13.451651488314624,-13.069383554043554
depmap,ACH-001819,Breast,-4.9464995190722325,5.847101863052938
depmap,ACH-001820,Breast,-6.44143019478592,-5.124410688133927
depmap,ACH-001834,Biliary Tract,19.275544559595684,2.108554182450525
depmap,ACH-001835,Biliary Tract,7.94316441028838,14.30061827454252
depmap,ACH-001836,Biliary Tract,19.863964303796518,6.55451645676798
depmap,ACH-001838,Biliary Tract,3.0041155580089263,23.295610059258298
depmap,ACH-001839,Biliary Tract,3.181941073512884,9.563285480753297
depmap,ACH-001841,Biliary Tract,5.241261831291483,20.11807867400091
depmap,ACH-001842,Biliary Tract,7.804628751143379,18.777922085893515
depmap,ACH-001843,Biliary Tract,1.67176034681393,-0.806885715307824
depmap,ACH-001844,Biliary Tract,13.190248839511899,12.394982986476165
depmap,ACH-001848,Biliary Tract,9.705954191657831,19.882863734266824
depmap,ACH-001849,Biliary Tract,-8.940603572912549,26.40176404331459
depmap,ACH-001850,Biliary Tract,5.875441906719585,-1.4822918762461075
depmap,ACH-001852,Biliary Tract,6.349132705148321,21.377510788924056
depmap,ACH-001853,Liver,-1.210138696263679,15.812956411548857
depmap,ACH-001856,Biliary Tract,3.143301850299109,4.187227955888636
depmap,ACH-001857,Biliary Tract,-4.755648091234573,7.714869207422514
depmap,ACH-001858,Biliary Tract,16.73543806105441,-0.9847326052018968
depmap,ACH-001861,Biliary Tract,12.318334755047289,14.033883072488317
depmap,ACH-001862,Ampulla of Vater,16.19236102413215,8.012108714930509
depmap,ACH-001863,Biliary Tract,5.651231910185927,13.812708544670198
depmap,ACH-001864,Biliary Tract,7.834757190184204,13.82981115796341
depmap,ACH-001959,Biliary Tract,-4.923180158967053,-9.292250373567649
depmap,ACH-001960,Biliary Tract,7.078433882665562,10.749729361542583
depmap,ACH-001961,Biliary Tract,8.102430733751941,12.87122337643472
depmap,ACH-001970,Skin,-6.555784110749766,-0.6103257759062585
depmap,ACH-001972,Skin,-2.1195888973948813,-10.77417556618574
depmap,ACH-001973,Skin,-4.644159142694502,-2.491392814571627
depmap,ACH-001975,Skin,-6.046811318010281,-10.689691559549496
depmap,ACH-001977,Pleura,4.319509025791796,-5.089108181706584
depmap,ACH-001982,Skin,-3.6268206072947935,-1.6457674059693752
depmap,ACH-001986,Skin,-1.7004092982917813,-0.031360715281245434
depmap,ACH-001990,Skin,-7.289504344518977,-4.012415656005601
depmap,ACH-001991,Ovary/Fallopian Tube,-14.978383588227862,-1.97867958243468
depmap,ACH-001992,Pleura,15.260425974470946,-9.343946324029188
depmap,ACH-001993,Lymphoid,-27.788504020217548,-4.808112276181658
depmap,ACH-001997,Biliary Tract,7.624599235675335,15.31418061689284
depmap,ACH-001999,Pancreas,11.29083503780628,24.62191343042499
depmap,ACH-002001,Skin,-0.6408954701292128,-4.0330931155389305
depmap,ACH-002002,Skin,7.825599095787947,-5.835317120736566
depmap,ACH-002003,Skin,-1.0693815911586113,-3.5399467694899753
depmap,ACH-002004,Skin,2.178804974687593,-5.027134660656629
depmap,ACH-002005,Skin,-0.21008088244864337,-8.925400764837088
depmap,ACH-002014,Eye,-8.807247204121655,7.603689125065859
depmap,ACH-002015,Eye,7.267622301405623,-6.063287810624709
depmap,ACH-002016,Eye,11.622558432111227,-8.390273552974943
depmap,ACH-002018,Eye,-6.8924079635232465,-2.4802061830317066
depmap,ACH-002019,Cervix,8.28189988930126,12.83744331572804
depmap,ACH-002020,Cervix,1.6649846497441412,11.855409152771434
depmap,ACH-002021,Uterus,-5.648419464444634,3.3464618976798066
depmap,ACH-002023,Ampulla of Vater,11.680505754976242,12.372114370865908
depmap,ACH-002024,Bowel,-14.675825911206799,5.72340245913194
depmap,ACH-002025,Bowel,-3.260793214310383,19.135833879377355
depmap,ACH-002026,Uterus,4.078918539460249,6.981113739983491
depmap,ACH-002027,Uterus,1.0510206624412457,28.89412487281394
depmap,ACH-002029,Head and Neck,4.351907324126049,12.043464032455175
depmap,ACH-002033,Pleura,1.826344766028164,2.0749401599518715
depmap,ACH-002035,Lung,8.161457632946426,-8.206823942951269
depmap,ACH-002039,Pancreas,8.617582202705895,13.697774887781511
depmap,ACH-002040,Vulva/Vagina,-8.148743466672235,3.2794867267694414
depmap,ACH-002041,Thyroid,10.429267349984613,1.0602567753411423
depmap,ACH-002042,Head and Neck,6.232891339256688,15.343856847994227
depmap,ACH-002043,Head and Neck,-5.91822844910874,30.553017294092044
depmap,ACH-002044,Head and Neck,-10.463506905425811,-2.470352818000606
depmap,ACH-002045,Head and Neck,3.5729653748319103,11.967143078891095
depmap,ACH-002046,Uterus,12.591567190073487,-14.43512773368671
depmap,ACH-002048,Soft Tissue,-13.595117558606217,-4.8199626935450075
depmap,ACH-002051,Lung,-16.505147304941737,-5.13868122814537
depmap,ACH-002055,Lymphoid,-48.15538612859396,17.384538045013162
depmap,ACH-002059,Lymphoid,-32.21380784142322,-10.058026431785915
depmap,ACH-002061,Myeloid,-25.286079942780912,2.9673395002093508
depmap,ACH-002062,Lymphoid,-32.079946764947266,2.989249199194066
depmap,ACH-002066,Peripheral Nervous System,8.766996231432902,-12.45271678429064
depmap,ACH-002067,Bone,-7.782828506645161,-8.202985686793394
depmap,ACH-002069,Bone,-4.462566137788886,-12.271268821870137
depmap,ACH-002070,CNS/Brain,18.045986668058195,-0.022680069831609872
depmap,ACH-002077,Lung,-7.3823443344832675,-13.952111407804965
depmap,ACH-002080,Peripheral Nervous System,-24.86166904101497,0.7382631968466677
depmap,ACH-002084,Skin,2.7194241439481583,-9.39338004269724
depmap,ACH-002291,Testis,-6.293832355569227,1.7356437780302796
depmap,ACH-002446,Esophagus/Stomach,-1.8693929589563485,10.682899054867315
depmap,ACH-002458,Skin,10.310103180560958,-5.788135707968245
depmap,ACH-002460,Skin,12.299456782706361,-5.2957536462946635
depmap,ACH-002461,Skin,9.418327825068157,-2.854118604012619
depmap,ACH-002462,Eye,16.023472290985026,-15.250286956327619
depmap,ACH-002463,Eye,14.815689409990208,-7.591000716496451
depmap,ACH-002464,Eye,15.966708220637464,-12.698926443911214
depmap,ACH-002465,Eye,14.745250307168869,-10.915023486853563
depmap,ACH-002467,Eye,14.996092298979717,-11.518441316232353
depmap,ACH-002471,Bone,-10.345191475393019,-15.030378890388144
depmap,ACH-002475,Myeloid,-15.48731406122594,-9.220311049539832
depmap,ACH-002485,Lymphoid,-38.33865602631622,1.6673470614837007
depmap,ACH-002486,Ovary/Fallopian Tube,9.640962452052241,-6.704696765491337
depmap,ACH-002500,Lymphoid,-38.97956874310897,-2.607090048751577
depmap,ACH-002508,Skin,5.2679056235027995,-3.1852053651852894
depmap,ACH-002510,Skin,-4.568031589149643,5.562825810866583
depmap,ACH-002511,Skin,10.59466406043705,-9.393855775813586
depmap,ACH-002512,Skin,2.150237764060713,-9.371555470827701
depmap,ACH-002522,Lung,9.0604103567728,-5.124484681520818
depmap,ACH-002523,Liver,7.986045975707889,-15.291478755681718
depmap,ACH-002524,Ovary/Fallopian Tube,3.60045255497291,7.091254662490968
depmap,ACH-002526,Lung,-6.53193464035328,11.253465382945656
depmap,ACH-002531,Lung,6.6484331531235785,17.805485774126836
depmap,ACH-002533,Kidney,8.435310070589534,1.2787015395389905
depmap,ACH-002535,Bowel,2.570051085702257,18.678871739371917
depmap,ACH-002647,Biliary Tract,5.908585727529506,12.82789831914429
depmap,ACH-002650,Lung,8.391592171640074,8.396359947845864
depmap,ACH-002654,Bowel,4.630244760246434,10.769684061319552
depmap,ACH-002659,Bowel,-9.19300907653158,19.99795084809895
depmap,ACH-002660,Bowel,-3.376056610366538,21.384759208376888
depmap,ACH-002662,Bowel,-5.381090296782531,19.270665205817192
depmap,ACH-002664,Bowel,2.269043229050888,9.626616183218687
depmap,ACH-002669,Bowel,2.568320730585399,12.579271519801507
depmap,ACH-002672,Pancreas,7.84609610387148,14.902492722643482
depmap,ACH-002680,CNS/Brain,13.037195378012411,-10.134886381998857
depmap,ACH-002687,Eye,-12.091229970850343,7.203657582823995
depmap,ACH-002693,Peripheral Nervous System,-9.091626010320553,-0.5057500290975034
depmap,ACH-002705,Esophagus/Stomach,11.657337659721842,10.77850523757875
depmap,ACH-002706,Esophagus/Stomach,7.352227975338498,-5.049211763670946
depmap,ACH-002710,Peripheral Nervous System,8.583906795674155,-11.115240974720068
depmap,ACH-002711,Head and Neck,14.08443155328259,-8.808788905145994
depmap,ACH-002780,Bone,-21.800882176808408,-8.810030034186937
depmap,ACH-002784,Soft Tissue,16.761895698115474,-18.21135660277334
depmap,ACH-002785,Soft Tissue,10.471857829270128,-13.171316916294586
depmap,ACH-002799,Peripheral Nervous System,5.492653161863321,-5.2316039308955595
depmap,ACH-002800,Peripheral Nervous System,13.066983901029236,-4.091098437247705
depmap,ACH-002806,CNS/Brain,6.533598894760282,-10.490552349017188
depmap,ACH-002834,Bone,10.945585258756916,-13.02882281731259
depmap,ACH-002847,Skin,13.795240766763698,-6.945282050445777
depmap,ACH-002922,Peripheral Nervous System,-10.259267535907547,-1.4957869319656643
depmap,ACH-002925,Eye,-13.233962560023794,7.555211570616086
depmap,ACH-002926,Eye,-3.223326959574178,-4.784973399415656
depmap,ACH-002928,Skin,9.828476307110602,-11.385606500560998
depmap,ACH-003012,Lung,4.774996405096361,3.7935528220015176
ctrpv2,CVCL_1763,Esophagus,15.077765764973547,13.609666952677845
ctrpv2,CVCL_3084,Stomach,4.577207299200837,21.831784168355178
ctrpv2,CVCL_1622,Esophagus,3.316100322369612,27.014373092941742
ctrpv2,CVCL_2661,Esophagus,2.0468055619731866,16.264682195850906
ctrpv2,CVCL_0471,Esophagus,13.752185405942106,16.275386598371487
ctrpv2,CVCL_1882,Ovary,5.515318462123973,4.2901573555998835
ctrpv2,CVCL_1404,Uterus,-6.415704971198127,-6.48269832405156
ctrpv2,CVCL_1403,Skin,6.073362657677139,-14.221353696866148
ctrpv2,CVCL_1402,Skin,1.5328123058064893,-10.054637271600084
ctrpv2,CVCL_2112,Uterus,10.607921412637594,3.9307145363311564
ctrpv2,CVCL_1406,Uterus,-0.024919058775966608,-7.756255502343752
ctrpv2,CVCL_0445,Skin,6.386734949076807,-12.249704209209757
ctrpv2,CVCL_0426,Bone,6.462518685027466,-14.518578787165323
ctrpv2,CVCL_1844,Blood,-27.884702006933356,0.3488510220404223
ctrpv2,CVCL_1614,Ovary,6.097906849324176,7.851150735312029
ctrpv2,CVCL_3082,Stomach,6.394434722374827,23.95044833154576
ctrpv2,CVCL_1716,Lung,10.432795179914795,-13.216179925667221
ctrpv2,CVCL_0026,Pancreas,12.966314659219734,14.171222571294967
ctrpv2,CVCL_0237,Pancreas,9.26680679378163,17.816404675069954
ctrpv2,CVCL_1118,Brain,13.57780884246463,-23.35939826614918
ctrpv2,CVCL_1117,Brain,12.735121368773003,-20.681978693415285
ctrpv2,CVCL_1119,Pancreas,15.955998017006927,13.336801725785698
ctrpv2,CVCL_2873,Colon,-6.122818877346983,19.675249653748455
ctrpv2,CVCL_1518,Lung,15.143670936176521,-16.570994344684745
ctrpv2,CVCL_1517,Lung,11.597534252454919,-4.799733030980719
ctrpv2,CVCL_1516,Lung,-10.966432111685043,4.677436534178476
ctrpv2,CVCL_1515,Lung,11.562952919597985,-0.38384771588768657
ctrpv2,CVCL_1514,Lung,10.869990609949756,6.181270652490728
ctrpv2,CVCL_1511,Lung,12.568373227786397,-0.36988964208362535
ctrpv2,CVCL_1509,Lung,11.020936048305044,-19.40362339338978
ctrpv2,CVCL_2149,Blood,-28.402203917521053,-0.7915345658707894
ctrpv2,CVCL_8800,Lymph,-34.96722826008909,-0.479897443728487
ctrpv2,CVCL_1110,Breast,7.133692784280266,-2.5012990479314645
ctrpv2,CVCL_1108,Head And Neck,15.59118604739542,16.057577663109477
ctrpv2,CVCL_1808,Bladder,18.450873764561187,13.58558993835586
ctrpv2,CVCL_1107,Head And Neck,14.146783154003499,14.477886649366173
ctrpv2,CVCL_1106,Breast,-7.783981800246371,13.829981768661275
ctrpv2,CVCL_1105,Lung,11.486501625466977,10.525455460376026
ctrpv2,CVCL_1104,Breast,9.13836299029349,-5.857742781873803
ctrpv2,CVCL_0235,Kidney,12.491140057033663,-0.9634812515912772
ctrpv2,CVCL_0234,Kidney,11.078039059547637,-5.953455370599114
ctrpv2,CVCL_1103,Bone,-12.051661803470017,-7.688678473330052
ctrpv2,CVCL_1187,Esophagus,16.57576831194223,16.349611448312785
ctrpv2,CVCL_0293,Uterus,8.449693025627575,5.639153574947191
ctrpv2,CVCL_2925,Uterus,3.693261082698248,6.270864390454264
ctrpv2,CVCL_2923,Uterus,9.741502514157766,4.737343945910619
ctrpv2,CVCL_2067,Breast,10.773241269155598,12.254461569228976
ctrpv2,CVCL_1273,Lymph,8.119231220735944,-18.23186675343742
ctrpv2,CVCL_0009,Lymph,-23.35900887668831,-2.320081432927402
ctrpv2,CVCL_0292,Colon,1.3238683922264818,9.277497685880242
ctrpv2,CVCL_0291,Colon,4.68924362580156,4.483399207921888
ctrpv2,CVCL_5137,Lung,11.173511735247148,7.433800051686073
ctrpv2,CVCL_2063,Lung,12.44947142975488,6.6061836609077895
ctrpv2,CVCL_2030,Blood,-27.62799865980308,6.9893893705486025
ctrpv2,CVCL_1195,Lung,16.527330482843652,-1.4586186796798066
ctrpv2,CVCL_1192,Ovary,12.580841045777296,2.4983083524654055
ctrpv2,CVCL_1194,Lymph,-25.223560806795756,4.894276357137113
ctrpv2,CVCL_0029,Ovary,11.548411567662292,-1.6383102603811412
ctrpv2,CVCL_1191,Uterus,4.967353438273501,8.59426512153884
ctrpv2,CVCL_1812,Breast,1.749373183371093,17.01067723439086
ctrpv2,CVCL_1196,Blood,-32.32578831430606,1.3322771205618853
ctrpv2,CVCL_2034,Uterus,-3.193966001933402,-6.117183196229816
ctrpv2,CVCL_6748,Pancreas,14.365661138271973,-1.4307405990301671
ctrpv2,CVCL_4717,Pancreas,14.362809563776386,12.663528916449494
ctrpv2,CVCL_1183,Breast,-9.225415277818854,9.150784204911059
ctrpv2,CVCL_2680,Head And Neck,13.352064015804098,15.43683872681899
ctrpv2,CVCL_2679,Head And Neck,14.158139900764578,13.526677482560453
ctrpv2,CVCL_0105,Prostate,10.976954307557222,0.029092460500412514
ctrpv2,CVCL_3326,Lymph,-33.97636355126685,0.92923550598898
ctrpv2,CVCL_1641,Blood,-32.25813092497572,-6.800227922781848
ctrpv2,CVCL_1913,Blood,-36.07883663742917,-4.838091220285172
ctrpv2,CVCL_2681,Head And Neck,16.35222520158235,8.71242109475296
ctrpv2,CVCL_5048,Liver,15.125014559444798,13.390494172683187
ctrpv2,CVCL_5038,Liver,3.091620002618424,23.74448081149405
ctrpv2,CVCL_3946,Stomach,12.85372569977033,11.659442302846585
ctrpv2,CVCL_0077,Liver,-6.344011744917575,-9.095430797459086
ctrpv2,CVCL_0250,Liver,19.274997641322,-14.134808990978968
ctrpv2,CVCL_1111,Kidney,13.66424721540101,0.6043865092446981
ctrpv2,CVCL_5059,Pancreas,12.91146833054259,-1.9261591442608703
ctrpv2,CVCL_5058,Colon,4.4538251559375235,19.160976169485274
ctrpv2,CVCL_0334,Pancreas,15.686213610590368,1.2641624936327005
ctrpv2,CVCL_0333,Stomach,15.861645185602985,-14.435672544623937
ctrpv2,CVCL_0933,Soft Tissue,22.531427987220248,-17.046170842439963
ctrpv2,CVCL_0941,Soft Tissue,19.633505927910196,-21.910008612133936
ctrpv2,CVCL_1455,Lung,-15.259550822169919,-4.958604208475059
ctrpv2,CVCL_1454,Lung,-17.534639275969386,-6.513190520205495
ctrpv2,CVCL_1911,Kidney,17.887645970276353,-8.010746797572173
ctrpv2,CVCL_1783,Bladder,6.548627530955208,-14.4908659064173
ctrpv2,CVCL_2743,Bladder,13.72801409138427,15.404538344177597
ctrpv2,CVCL_2738,Bladder,10.590405133274903,6.1104363321852615
ctrpv2,CVCL_1781,Breast,-2.3210119150648114,17.611795274645957
ctrpv2,CVCL_1780,Skin,7.303202251750748,-13.5582219665041
ctrpv2,CVCL_1779,Skin,4.048190779749426,-9.467023775160362
ctrpv2,CVCL_3055,Stomach,13.60897180178481,10.910970276616265
ctrpv2,CVCL_0005,Blood,-32.91731356347313,-3.695338593433027
ctrpv2,CVCL_0067,Lymph,-40.08714525988959,-1.756662996640499
ctrpv2,CVCL_0092,Blood,-36.91880204751767,-5.81649146649875
ctrpv2,CVCL_2992,Blood,-30.57129786610996,-3.098256331588069
ctrpv2,CVCL_2993,Blood,-34.04163249081917,5.095235521740983
ctrpv2,CVCL_2990,Blood,-24.988232919703815,-2.055424543031867
ctrpv2,CVCL_2991,Blood,-27.225368262050246,4.280543525684972
ctrpv2,CVCL_1334,Blood,-33.54737990806045,1.14054626270042
ctrpv2,CVCL_A637,Blood,-32.94720139697409,8.694441595621663
ctrpv2,CVCL_2985,Kidney,23.362723225978137,-7.581871291348156
ctrpv2,CVCL_2989,Blood,-21.770735027132236,-3.68627318343871
ctrpv2,CVCL_2986,Kidney,11.263338125529382,-4.82246320912557
ctrpv2,CVCL_2984,Kidney,9.023318012738855,-4.5649522990058795
ctrpv2,CVCL_2092,Nervous System,-12.843925452360956,-11.960504643012927
ctrpv2,CVCL_3386,Blood,-36.862606993615,2.175521745685673
ctrpv2,CVCL_1847,Pancreas,5.196289752437528,-5.91106954351328
ctrpv2,CVCL_0590,Blood,-33.086321276890615,-7.718346553755135
ctrpv2,CVCL_0589,Blood,-30.43946541910782,-1.3732296251895864
ctrpv2,CVCL_0371,Stomach,8.10997005748248,21.20848238254
