dataset,item,method,n_cells,r1_pearson,rhalf_pearson,rhalf_spearman,sb_pred_rhalf,full_reliability_sb,in_a61,in_marginal,in_all4,r_wt
ctrpv2,CD-437,marginal,625,0.05446339214040212,0.9660223644531298,0.9600384545643064,0.9472889648551959,0.9827175742447256,True,True,True,0.2798876855109541
ctrpv2,CD-437,residualized,625,0.15747807881537756,0.9706380292267228,0.9639509374568975,0.9831413623818073,0.9851002719232009,True,True,True,0.3086818717871595
ctrpv2,CD-437,within_tissue,625,0.11686944300720303,0.9560954801301778,0.9505878002041325,0.9763529916337661,0.977555022075456,True,True,True,0.2798876855109541
ctrpv2,CHEMBL4788167,adae,757,0.14317151061008687,0.9766521880122143,0.9738617220596364,0.9844144027159898,0.9881882042124644,True,True,True,0.2950505211343884
ctrpv2,CHEMBL4788167,between_tissue,757,0.4065769845200453,0.9936057366596442,0.9934906260168279,0.9961535853669388,0.9967926138941245,True,True,True,
ctrpv2,CHEMBL4788167,dann,757,0.1458610849028431,0.9851641274960772,0.9817933538264938,0.9847446941473851,0.9925266267416208,True,True,True,0.3840449211296207
ctrpv2,CHEMBL4788167,irm,757,0.04103661530186038,0.9800086383321119,0.974539059689239,0.9417779856700021,0.9899033967423859,True,True,True,0.2890050456122337
ctrpv2,CHEMBL4788167,marginal,757,0.13122938705053752,0.9802825533484825,0.9768108006050602,0.9827875820812751,0.9900431144948598,True,True,True,0.3510655544291482
ctrpv2,CHEMBL4788167,residualized,757,0.12216251934207667,0.981534955072829,0.9776310050958621,0.9813445447334815,0.9906814437565689,True,True,True,0.3685030066555388
ctrpv2,CHEMBL4788167,within_tissue,757,0.07441487351914944,0.9792893826043926,0.9753294640634846,0.9681430388033342,0.9895363368400653,True,True,True,0.3510655544291482
