,eta2
TGFBR2,0.22035378494507074
THAP1,0.13454542700003466
THAP11,0.17179881934370636
TIAM1,0.2128863193633931
TICAM1,0.1231922712913207
TIMELESS,0.21470516957236474
TIMM10,0.08558339208223166
TIMM22,0.1929227780054377
TIMM9,0.11628259527757255
TIMP2,0.47361452433008255
TINF2,0.17199225729607465
TIPARP,0.21175712842568142
TJP1,0.7461294560058594
TLCD3A,0.4058038680553693
TLE1,0.39265564531389563
TLK2,0.14174575748287446
TLR4,0.1902966400898878
TM9SF2,0.16333914058376744
TM9SF3,0.21449238388033712
TMCO1,0.13665724493265777
TMED10,0.3073595225194065
TMEM109,0.11055218216334352
TMEM45B,0.47175401093491814
TMEM50A,0.1973828479479898
TMEM97,0.18267476668194188
TNFRSF21,0.4364734683025454
TNIP1,0.16864196831401268
TOMM34,0.16721875302383568
TOP2A,0.13306953313758924
TOPBP1,0.21101101482831003
TOR1A,0.16502266827044318
TP53,0.06898148931239224
TP53BP1,0.1754290548577108
TP53BP2,0.16012221133506543
TPD52L2,0.28605915407355526
TPM1,0.5667928334219979
TRAK2,0.37037035731464585
TRAM2,0.29989999588040755
TRAP1,0.1732453026208067
TRAPPC3,0.1882342726626168
TRAPPC6A,0.30489859194985763
TRIB1,0.15963549045383912
TRIB3,0.11628849328926258
TRIM13,0.15168649040038798
TRIM2,0.46926417297180445
TRPM7,0.1313513513085758
TSC2,0.11963266010842571
TSEN2,0.1658676681351336
TSKU,0.47093169819267366
TSPAN3,0.30039787494451653
TSPAN4,0.45181602046554764
TUBB,0.24281162078591248
TUBB6,0.37398680605902884
TXLNA,0.1576371947111976
TXNDC9,0.19273023666275113
TXNL4A,0.16963295074159768
TXNL4B,0.1400509957049395
TXNRD1,0.3563864542076572
TYMS,0.21274777831895797
UBE2C,0.11810826413033858
UBE2D3,0.12123352368704814
UBE2J1,0.30055417959344943
UBE2L6,0.18603179210381077
UBE2M,0.1275703244764584
UBE2N,0.11095932613142988
UBE2T,0.14757761081440773
UBE3B,0.10552141536005695
UBE3C,0.18777974493618071
UBR4,0.11194874434318455
UBR7,0.1979524452731448
UFM1,0.09548635699611642
UGDH,0.29274972788784026
UMPS,0.1499481343198916
UROD,0.3522115067940556
USP1,0.1789433160938241
USP14,0.12649401997903373
USP22,0.1422206100275593
USP6NL,0.10741432333532684
USP7,0.17862769029238532
UTP4,0.10644685806259567
VAPB,0.2869551110807548
VAT1,0.3934712070497677
VAV3,0.1783364434853889
VGLL4,0.12056886858041477
VPS25,0.1355785252941622
VPS28,0.102165752079109
VPS72,0.17038954221683741
WASF3,0.27134459278824863
WDR1,0.2508515846863215
WDR7,0.2733261388955456
WDR73,0.11831949034671821
WDR77,0.08578282263935802
WDR82,0.18474983165047648
WDTC1,0.15740517030573697
WEE1,0.12401138308184384
WFS1,0.39245295316985584
WIPF2,0.16083365690121032
WNK1,0.13399636356976974
XBP1,0.11849719743259039
XPNPEP1,0.11463510908329995
XPO7,0.1689206548904037
YARS2,0.11252217629812818
YKT6,0.25733703678494607
YME1L1,0.11026983183520513
YPEL5,0.17585777667396937
YRDC,0.15588664510725367
YTHDF1,0.17806657983495341
ZDHHC6,0.1290171366335776
ZFP36,0.2937410249076016
ZMIZ1,0.1669438986667172
ZMYM2,0.1139565217102551
ZNF131,0.13620311652996825
ZNF274,0.14556620766362072
ZNF318,0.12805111957784274
ZNF395,0.10105606412918759
ZNF451,0.1444707595994165
ZNF586,0.14764794559623917
ZNF589,0.3030533880620291
