item,method,K,contamination
leptomycin_B,adae,10,0.2
leptomycin_B,adae,50,0.14
leptomycin_B,adae,100,0.15
lomeguatrib,marginal,10,0.4
lomeguatrib,marginal,50,0.4
lomeguatrib,marginal,100,0.44
lomeguatrib,residualized,10,0.1
lomeguatrib,residualized,50,0.08
lomeguatrib,residualized,100,0.13
lomeguatrib,irm,10,0.2
lomeguatrib,irm,50,0.34
lomeguatrib,irm,100,0.36
lomeguatrib,within_tissue,10,0.3
lomeguatrib,within_tissue,50,0.34
lomeguatrib,within_tissue,100,0.36
lomeguatrib,dann,10,0.4
lomeguatrib,dann,50,0.46
lomeguatrib,dann,100,0.43
lomeguatrib,adae,10,0.6
lomeguatrib,adae,50,0.46
lomeguatrib,adae,100,0.47
lovastatin,marginal,10,0.0
lovastatin,marginal,50,0.1
lovastatin,marginal,100,0.12
lovastatin,residualized,10,0.0
lovastatin,residualized,50,0.08
lovastatin,residualized,100,0.09
lovastatin,irm,10,0.1
lovastatin,irm,50,0.12
lovastatin,irm,100,0.17
lovastatin,within_tissue,10,0.0
lovastatin,within_tissue,50,0.04
lovastatin,within_tissue,100,0.07
lovastatin,dann,10,0.1
lovastatin,dann,50,0.06
lovastatin,dann,100,0.13
lovastatin,adae,10,0.0
lovastatin,adae,50,0.08
lovastatin,adae,100,0.13
manumycin_A,marginal,10,0.1
manumycin_A,marginal,50,0.28
manumycin_A,marginal,100,0.24
manumycin_A,residualized,10,0.1
manumycin_A,residualized,50,0.14
manumycin_A,residualized,100,0.16
manumycin_A,irm,10,0.3
manumycin_A,irm,50,0.24
manumycin_A,irm,100,0.24
manumycin_A,within_tissue,10,0.0
manumycin_A,within_tissue,50,0.14
manumycin_A,within_tissue,100,0.15
manumycin_A,dann,10,0.0
manumycin_A,dann,50,0.16
manumycin_A,dann,100,0.23
manumycin_A,adae,10,0.3
manumycin_A,adae,50,0.48
manumycin_A,adae,100,0.43
marinopyrrole_A,marginal,10,0.3
marinopyrrole_A,marginal,50,0.24
marinopyrrole_A,marginal,100,0.24
marinopyrrole_A,residualized,10,0.0
marinopyrrole_A,residualized,50,0.04
marinopyrrole_A,residualized,100,0.07
marinopyrrole_A,irm,10,0.3
marinopyrrole_A,irm,50,0.24
marinopyrrole_A,irm,100,0.27
marinopyrrole_A,within_tissue,10,0.2
marinopyrrole_A,within_tissue,50,0.12
marinopyrrole_A,within_tissue,100,0.14
marinopyrrole_A,dann,10,0.3
marinopyrrole_A,dann,50,0.2
marinopyrrole_A,dann,100,0.22
marinopyrrole_A,adae,10,0.3
marinopyrrole_A,adae,50,0.24
marinopyrrole_A,adae,100,0.26
methylstat,marginal,10,0.6
methylstat,marginal,50,0.38
methylstat,marginal,100,0.35
methylstat,residualized,10,0.4
methylstat,residualized,50,0.18
methylstat,residualized,100,0.11
methylstat,irm,10,0.3
methylstat,irm,50,0.34
methylstat,irm,100,0.3
methylstat,within_tissue,10,0.5
methylstat,within_tissue,50,0.3
methylstat,within_tissue,100,0.31
methylstat,dann,10,0.7
methylstat,dann,50,0.26
methylstat,dann,100,0.31
methylstat,adae,10,0.4
methylstat,adae,50,0.28
methylstat,adae,100,0.21
mim1,marginal,10,0.2
mim1,marginal,50,0.32
mim1,marginal,100,0.35
mim1,residualized,10,0.1
mim1,residualized,50,0.06
mim1,residualized,100,0.08
mim1,irm,10,0.3
mim1,irm,50,0.36
mim1,irm,100,0.36
mim1,within_tissue,10,0.2
mim1,within_tissue,50,0.24
mim1,within_tissue,100,0.26
mim1,dann,10,0.2
mim1,dann,50,0.24
mim1,dann,100,0.21
mim1,adae,10,0.2
mim1,adae,50,0.36
mim1,adae,100,0.32
momelotinib,marginal,10,0.4
momelotinib,marginal,50,0.22
momelotinib,marginal,100,0.27
momelotinib,residualized,10,0.0
momelotinib,residualized,50,0.12
momelotinib,residualized,100,0.15
momelotinib,irm,10,0.4
momelotinib,irm,50,0.32
momelotinib,irm,100,0.28
momelotinib,within_tissue,10,0.0
momelotinib,within_tissue,50,0.12
momelotinib,within_tissue,100,0.12
momelotinib,dann,10,0.2
momelotinib,dann,50,0.26
momelotinib,dann,100,0.25
momelotinib,adae,10,0.3
momelotinib,adae,50,0.26
momelotinib,adae,100,0.32
myricetin,marginal,10,0.1
myricetin,marginal,50,0.36
myricetin,marginal,100,0.33
myricetin,residualized,10,0.0
myricetin,residualized,50,0.04
myricetin,residualized,100,0.09
myricetin,irm,10,0.4
myricetin,irm,50,0.32
myricetin,irm,100,0.38
myricetin,within_tissue,10,0.2
myricetin,within_tissue,50,0.2
myricetin,within_tissue,100,0.28
myricetin,dann,10,0.3
myricetin,dann,50,0.28
myricetin,dann,100,0.29
myricetin,adae,10,0.3
myricetin,adae,50,0.38
myricetin,adae,100,0.31
nakiterpiosin,marginal,10,0.5
nakiterpiosin,marginal,50,0.18
nakiterpiosin,marginal,100,0.18
nakiterpiosin,residualized,10,0.0
nakiterpiosin,residualized,50,0.06
nakiterpiosin,residualized,100,0.12
nakiterpiosin,irm,10,0.3
nakiterpiosin,irm,50,0.18
nakiterpiosin,irm,100,0.19
nakiterpiosin,within_tissue,10,0.2
nakiterpiosin,within_tissue,50,0.12
nakiterpiosin,within_tissue,100,0.08
nakiterpiosin,dann,10,0.3
nakiterpiosin,dann,50,0.2
nakiterpiosin,dann,100,0.17
nakiterpiosin,adae,10,0.3
nakiterpiosin,adae,50,0.28
nakiterpiosin,adae,100,0.27
narciclasine,marginal,10,0.0
narciclasine,marginal,50,0.24
narciclasine,marginal,100,0.2
narciclasine,residualized,10,0.1
narciclasine,residualized,50,0.3
narciclasine,residualized,100,0.23
narciclasine,irm,10,0.1
narciclasine,irm,50,0.2
narciclasine,irm,100,0.23
narciclasine,within_tissue,10,0.0
narciclasine,within_tissue,50,0.06
narciclasine,within_tissue,100,0.1
narciclasine,dann,10,0.2
narciclasine,dann,50,0.3
narciclasine,dann,100,0.21
narciclasine,adae,10,0.2
narciclasine,adae,50,0.3
narciclasine,adae,100,0.37
navitoclax-MST-312_(1-1_mol-mol),marginal,10,0.2
navitoclax-MST-312_(1-1_mol-mol),marginal,50,0.18
navitoclax-MST-312_(1-1_mol-mol),marginal,100,0.22
navitoclax-MST-312_(1-1_mol-mol),residualized,10,0.1
navitoclax-MST-312_(1-1_mol-mol),residualized,50,0.12
navitoclax-MST-312_(1-1_mol-mol),residualized,100,0.17
navitoclax-MST-312_(1-1_mol-mol),irm,10,0.2
navitoclax-MST-312_(1-1_mol-mol),irm,50,0.24
navitoclax-MST-312_(1-1_mol-mol),irm,100,0.2
navitoclax-MST-312_(1-1_mol-mol),within_tissue,10,0.0
navitoclax-MST-312_(1-1_mol-mol),within_tissue,50,0.12
navitoclax-MST-312_(1-1_mol-mol),within_tissue,100,0.15
navitoclax-MST-312_(1-1_mol-mol),dann,10,0.1
navitoclax-MST-312_(1-1_mol-mol),dann,50,0.24
navitoclax-MST-312_(1-1_mol-mol),dann,100,0.2
navitoclax-MST-312_(1-1_mol-mol),adae,10,0.1
navitoclax-MST-312_(1-1_mol-mol),adae,50,0.1
navitoclax-MST-312_(1-1_mol-mol),adae,100,0.15
navitoclax-PLX-4032_(1-1_mol-mol),marginal,10,0.1
navitoclax-PLX-4032_(1-1_mol-mol),marginal,50,0.1
navitoclax-PLX-4032_(1-1_mol-mol),marginal,100,0.19
navitoclax-PLX-4032_(1-1_mol-mol),residualized,10,0.0
navitoclax-PLX-4032_(1-1_mol-mol),residualized,50,0.1
navitoclax-PLX-4032_(1-1_mol-mol),residualized,100,0.16
navitoclax-PLX-4032_(1-1_mol-mol),irm,10,0.1
navitoclax-PLX-4032_(1-1_mol-mol),irm,50,0.16
navitoclax-PLX-4032_(1-1_mol-mol),irm,100,0.19
navitoclax-PLX-4032_(1-1_mol-mol),within_tissue,10,0.0
navitoclax-PLX-4032_(1-1_mol-mol),within_tissue,50,0.06
navitoclax-PLX-4032_(1-1_mol-mol),within_tissue,100,0.09
navitoclax-PLX-4032_(1-1_mol-mol),dann,10,0.3
navitoclax-PLX-4032_(1-1_mol-mol),dann,50,0.2
navitoclax-PLX-4032_(1-1_mol-mol),dann,100,0.22
navitoclax-PLX-4032_(1-1_mol-mol),adae,10,0.1
navitoclax-PLX-4032_(1-1_mol-mol),adae,50,0.18
navitoclax-PLX-4032_(1-1_mol-mol),adae,100,0.16
navitoclax-birinapant_(1-1_mol-mol),marginal,10,0.0
navitoclax-birinapant_(1-1_mol-mol),marginal,50,0.16
navitoclax-birinapant_(1-1_mol-mol),marginal,100,0.22
navitoclax-birinapant_(1-1_mol-mol),residualized,10,0.0
navitoclax-birinapant_(1-1_mol-mol),residualized,50,0.12
navitoclax-birinapant_(1-1_mol-mol),residualized,100,0.13
navitoclax-birinapant_(1-1_mol-mol),irm,10,0.0
navitoclax-birinapant_(1-1_mol-mol),irm,50,0.1
navitoclax-birinapant_(1-1_mol-mol),irm,100,0.18
navitoclax-birinapant_(1-1_mol-mol),within_tissue,10,0.0
navitoclax-birinapant_(1-1_mol-mol),within_tissue,50,0.04
navitoclax-birinapant_(1-1_mol-mol),within_tissue,100,0.09
navitoclax-birinapant_(1-1_mol-mol),dann,10,0.2
navitoclax-birinapant_(1-1_mol-mol),dann,50,0.28
navitoclax-birinapant_(1-1_mol-mol),dann,100,0.21
navitoclax-birinapant_(1-1_mol-mol),adae,10,0.0
navitoclax-birinapant_(1-1_mol-mol),adae,50,0.06
navitoclax-birinapant_(1-1_mol-mol),adae,100,0.08
navitoclax-gemcitabine_(1-1_mol-mol),marginal,10,0.1
navitoclax-gemcitabine_(1-1_mol-mol),marginal,50,0.14
navitoclax-gemcitabine_(1-1_mol-mol),marginal,100,0.14
navitoclax-gemcitabine_(1-1_mol-mol),residualized,10,0.0
navitoclax-gemcitabine_(1-1_mol-mol),residualized,50,0.1
navitoclax-gemcitabine_(1-1_mol-mol),residualized,100,0.19
navitoclax-gemcitabine_(1-1_mol-mol),irm,10,0.0
navitoclax-gemcitabine_(1-1_mol-mol),irm,50,0.12
navitoclax-gemcitabine_(1-1_mol-mol),irm,100,0.14
navitoclax-gemcitabine_(1-1_mol-mol),within_tissue,10,0.0
navitoclax-gemcitabine_(1-1_mol-mol),within_tissue,50,0.06
navitoclax-gemcitabine_(1-1_mol-mol),within_tissue,100,0.08
navitoclax-gemcitabine_(1-1_mol-mol),dann,10,0.0
navitoclax-gemcitabine_(1-1_mol-mol),dann,50,0.18
navitoclax-gemcitabine_(1-1_mol-mol),dann,100,0.16
navitoclax-gemcitabine_(1-1_mol-mol),adae,10,0.3
navitoclax-gemcitabine_(1-1_mol-mol),adae,50,0.28
navitoclax-gemcitabine_(1-1_mol-mol),adae,100,0.3
navitoclax-piperlongumine_(1-1_mol-mol),marginal,10,0.2
navitoclax-piperlongumine_(1-1_mol-mol),marginal,50,0.18
navitoclax-piperlongumine_(1-1_mol-mol),marginal,100,0.21
navitoclax-piperlongumine_(1-1_mol-mol),residualized,10,0.0
navitoclax-piperlongumine_(1-1_mol-mol),residualized,50,0.04
navitoclax-piperlongumine_(1-1_mol-mol),residualized,100,0.11
navitoclax-piperlongumine_(1-1_mol-mol),irm,10,0.3
navitoclax-piperlongumine_(1-1_mol-mol),irm,50,0.18
navitoclax-piperlongumine_(1-1_mol-mol),irm,100,0.19
navitoclax-piperlongumine_(1-1_mol-mol),within_tissue,10,0.1
navitoclax-piperlongumine_(1-1_mol-mol),within_tissue,50,0.12
navitoclax-piperlongumine_(1-1_mol-mol),within_tissue,100,0.11
navitoclax-piperlongumine_(1-1_mol-mol),dann,10,0.3
navitoclax-piperlongumine_(1-1_mol-mol),dann,50,0.2
navitoclax-piperlongumine_(1-1_mol-mol),dann,100,0.2
navitoclax-piperlongumine_(1-1_mol-mol),adae,10,0.1
navitoclax-piperlongumine_(1-1_mol-mol),adae,50,0.04
navitoclax-piperlongumine_(1-1_mol-mol),adae,100,0.13
navitoclax-pluripotin_(1-1_mol-mol),marginal,10,0.1
navitoclax-pluripotin_(1-1_mol-mol),marginal,50,0.14
navitoclax-pluripotin_(1-1_mol-mol),marginal,100,0.16
navitoclax-pluripotin_(1-1_mol-mol),residualized,10,0.1
navitoclax-pluripotin_(1-1_mol-mol),residualized,50,0.1
navitoclax-pluripotin_(1-1_mol-mol),residualized,100,0.14
navitoclax-pluripotin_(1-1_mol-mol),irm,10,0.1
navitoclax-pluripotin_(1-1_mol-mol),irm,50,0.12
navitoclax-pluripotin_(1-1_mol-mol),irm,100,0.16
navitoclax-pluripotin_(1-1_mol-mol),within_tissue,10,0.1
navitoclax-pluripotin_(1-1_mol-mol),within_tissue,50,0.06
navitoclax-pluripotin_(1-1_mol-mol),within_tissue,100,0.08
navitoclax-pluripotin_(1-1_mol-mol),dann,10,0.0
navitoclax-pluripotin_(1-1_mol-mol),dann,50,0.14
navitoclax-pluripotin_(1-1_mol-mol),dann,100,0.16
navitoclax-pluripotin_(1-1_mol-mol),adae,10,0.2
navitoclax-pluripotin_(1-1_mol-mol),adae,50,0.1
navitoclax-pluripotin_(1-1_mol-mol),adae,100,0.18
navitoclax-sorafenib_(1-1_mol-mol),marginal,10,0.4
navitoclax-sorafenib_(1-1_mol-mol),marginal,50,0.26
navitoclax-sorafenib_(1-1_mol-mol),marginal,100,0.22
navitoclax-sorafenib_(1-1_mol-mol),residualized,10,0.0
navitoclax-sorafenib_(1-1_mol-mol),residualized,50,0.08
navitoclax-sorafenib_(1-1_mol-mol),residualized,100,0.15
navitoclax-sorafenib_(1-1_mol-mol),irm,10,0.2
navitoclax-sorafenib_(1-1_mol-mol),irm,50,0.16
navitoclax-sorafenib_(1-1_mol-mol),irm,100,0.24
navitoclax-sorafenib_(1-1_mol-mol),within_tissue,10,0.1
navitoclax-sorafenib_(1-1_mol-mol),within_tissue,50,0.12
navitoclax-sorafenib_(1-1_mol-mol),within_tissue,100,0.15
navitoclax-sorafenib_(1-1_mol-mol),dann,10,0.3
navitoclax-sorafenib_(1-1_mol-mol),dann,50,0.22
navitoclax-sorafenib_(1-1_mol-mol),dann,100,0.22
navitoclax-sorafenib_(1-1_mol-mol),adae,10,0.1
navitoclax-sorafenib_(1-1_mol-mol),adae,50,0.16
navitoclax-sorafenib_(1-1_mol-mol),adae,100,0.2
necrostatin-1,marginal,10,0.7
necrostatin-1,marginal,50,0.58
necrostatin-1,marginal,100,0.49
necrostatin-1,residualized,10,0.1
necrostatin-1,residualized,50,0.08
necrostatin-1,residualized,100,0.11
necrostatin-1,irm,10,0.6
necrostatin-1,irm,50,0.56
necrostatin-1,irm,100,0.53
necrostatin-1,within_tissue,10,0.5
necrostatin-1,within_tissue,50,0.46
necrostatin-1,within_tissue,100,0.44
necrostatin-1,dann,10,0.8
necrostatin-1,dann,50,0.5
necrostatin-1,dann,100,0.5
necrostatin-1,adae,10,0.3
necrostatin-1,adae,50,0.38
necrostatin-1,adae,100,0.36
necrostatin-7,marginal,10,0.3
necrostatin-7,marginal,50,0.36
necrostatin-7,marginal,100,0.34
necrostatin-7,residualized,10,0.0
necrostatin-7,residualized,50,0.06
necrostatin-7,residualized,100,0.1
necrostatin-7,irm,10,0.2
necrostatin-7,irm,50,0.38
necrostatin-7,irm,100,0.34
necrostatin-7,within_tissue,10,0.0
necrostatin-7,within_tissue,50,0.16
necrostatin-7,within_tissue,100,0.26
necrostatin-7,dann,10,0.3
necrostatin-7,dann,50,0.3
necrostatin-7,dann,100,0.32
necrostatin-7,adae,10,0.3
necrostatin-7,adae,50,0.28
necrostatin-7,adae,100,0.3
necrosulfonamide,marginal,10,0.5
necrosulfonamide,marginal,50,0.34
necrosulfonamide,marginal,100,0.31
necrosulfonamide,residualized,10,0.3
necrosulfonamide,residualized,50,0.3
necrosulfonamide,residualized,100,0.24
necrosulfonamide,irm,10,0.5
necrosulfonamide,irm,50,0.3
necrosulfonamide,irm,100,0.28
necrosulfonamide,within_tissue,10,0.3
necrosulfonamide,within_tissue,50,0.26
necrosulfonamide,within_tissue,100,0.2
necrosulfonamide,dann,10,0.4
necrosulfonamide,dann,50,0.34
necrosulfonamide,dann,100,0.27
necrosulfonamide,adae,10,0.4
necrosulfonamide,adae,50,0.24
necrosulfonamide,adae,100,0.26
neopeltolide,marginal,10,0.5
neopeltolide,marginal,50,0.46
neopeltolide,marginal,100,0.38
neopeltolide,residualized,10,0.0
neopeltolide,residualized,50,0.12
neopeltolide,residualized,100,0.11
neopeltolide,irm,10,0.2
neopeltolide,irm,50,0.38
neopeltolide,irm,100,0.37
neopeltolide,within_tissue,10,0.4
neopeltolide,within_tissue,50,0.28
neopeltolide,within_tissue,100,0.3
neopeltolide,dann,10,0.3
neopeltolide,dann,50,0.28
neopeltolide,dann,100,0.23
neopeltolide,adae,10,0.4
neopeltolide,adae,50,0.32
neopeltolide,adae,100,0.3
neratinib,marginal,10,0.2
neratinib,marginal,50,0.22
neratinib,marginal,100,0.23
neratinib,residualized,10,0.0
neratinib,residualized,50,0.18
neratinib,residualized,100,0.17
neratinib,irm,10,0.3
neratinib,irm,50,0.16
neratinib,irm,100,0.25
neratinib,within_tissue,10,0.0
neratinib,within_tissue,50,0.04
neratinib,within_tissue,100,0.12
neratinib,dann,10,0.2
neratinib,dann,50,0.2
neratinib,dann,100,0.18
neratinib,adae,10,0.3
neratinib,adae,50,0.22
neratinib,adae,100,0.2
niclosamide,marginal,10,0.2
niclosamide,marginal,50,0.12
niclosamide,marginal,100,0.18
niclosamide,residualized,10,0.1
niclosamide,residualized,50,0.14
niclosamide,residualized,100,0.12
niclosamide,irm,10,0.2
niclosamide,irm,50,0.14
niclosamide,irm,100,0.17
niclosamide,within_tissue,10,0.0
niclosamide,within_tissue,50,0.06
niclosamide,within_tissue,100,0.09
niclosamide,dann,10,0.1
niclosamide,dann,50,0.16
niclosamide,dann,100,0.14
niclosamide,adae,10,0.1
niclosamide,adae,50,0.16
niclosamide,adae,100,0.17
obatoclax,marginal,10,0.1
obatoclax,marginal,50,0.16
obatoclax,marginal,100,0.16
obatoclax,residualized,10,0.3
obatoclax,residualized,50,0.22
obatoclax,residualized,100,0.16
obatoclax,irm,10,0.3
obatoclax,irm,50,0.24
obatoclax,irm,100,0.19
obatoclax,within_tissue,10,0.0
obatoclax,within_tissue,50,0.06
obatoclax,within_tissue,100,0.07
obatoclax,dann,10,0.2
obatoclax,dann,50,0.2
obatoclax,dann,100,0.18
obatoclax,adae,10,0.2
obatoclax,adae,50,0.28
obatoclax,adae,100,0.31
oligomycin_A,marginal,10,0.2
oligomycin_A,marginal,50,0.2
oligomycin_A,marginal,100,0.25
oligomycin_A,residualized,10,0.1
oligomycin_A,residualized,50,0.14
oligomycin_A,residualized,100,0.17
oligomycin_A,irm,10,0.2
oligomycin_A,irm,50,0.24
oligomycin_A,irm,100,0.17
oligomycin_A,within_tissue,10,0.0
oligomycin_A,within_tissue,50,0.06
oligomycin_A,within_tissue,100,0.11
oligomycin_A,dann,10,0.0
oligomycin_A,dann,50,0.18
oligomycin_A,dann,100,0.2
oligomycin_A,adae,10,0.7
oligomycin_A,adae,50,0.48
oligomycin_A,adae,100,0.43
omacetaxine_mepesuccinate,marginal,10,0.2
omacetaxine_mepesuccinate,marginal,50,0.18
omacetaxine_mepesuccinate,marginal,100,0.2
omacetaxine_mepesuccinate,residualized,10,0.1
omacetaxine_mepesuccinate,residualized,50,0.22
omacetaxine_mepesuccinate,residualized,100,0.21
omacetaxine_mepesuccinate,irm,10,0.1
omacetaxine_mepesuccinate,irm,50,0.2
omacetaxine_mepesuccinate,irm,100,0.17
omacetaxine_mepesuccinate,within_tissue,10,0.1
omacetaxine_mepesuccinate,within_tissue,50,0.06
omacetaxine_mepesuccinate,within_tissue,100,0.1
omacetaxine_mepesuccinate,dann,10,0.1
omacetaxine_mepesuccinate,dann,50,0.2
omacetaxine_mepesuccinate,dann,100,0.23
omacetaxine_mepesuccinate,adae,10,0.5
omacetaxine_mepesuccinate,adae,50,0.5
omacetaxine_mepesuccinate,adae,100,0.47
ouabain,marginal,10,0.4
ouabain,marginal,50,0.24
ouabain,marginal,100,0.2
ouabain,residualized,10,0.2
ouabain,residualized,50,0.12
ouabain,residualized,100,0.13
ouabain,irm,10,0.1
ouabain,irm,50,0.24
ouabain,irm,100,0.22
ouabain,within_tissue,10,0.2
ouabain,within_tissue,50,0.12
ouabain,within_tissue,100,0.15
ouabain,dann,10,0.1
ouabain,dann,50,0.22
ouabain,dann,100,0.23
ouabain,adae,10,0.4
ouabain,adae,50,0.38
ouabain,adae,100,0.39
pandacostat,marginal,10,0.0
pandacostat,marginal,50,0.2
pandacostat,marginal,100,0.23
pandacostat,residualized,10,0.0
pandacostat,residualized,50,0.08
pandacostat,residualized,100,0.1
pandacostat,irm,10,0.0
pandacostat,irm,50,0.3
pandacostat,irm,100,0.26
pandacostat,within_tissue,10,0.0
pandacostat,within_tissue,50,0.14
pandacostat,within_tissue,100,0.19
pandacostat,dann,10,0.1
pandacostat,dann,50,0.14
pandacostat,dann,100,0.2
pandacostat,adae,10,0.2
pandacostat,adae,50,0.1
pandacostat,adae,100,0.15
parbendazole,marginal,10,0.2
parbendazole,marginal,50,0.16
parbendazole,marginal,100,0.16
parbendazole,residualized,10,0.1
parbendazole,residualized,50,0.16
parbendazole,residualized,100,0.12
parbendazole,irm,10,0.1
parbendazole,irm,50,0.08
parbendazole,irm,100,0.13
parbendazole,within_tissue,10,0.0
parbendazole,within_tissue,50,0.06
parbendazole,within_tissue,100,0.08
parbendazole,dann,10,0.0
parbendazole,dann,50,0.14
parbendazole,dann,100,0.17
parbendazole,adae,10,0.3
parbendazole,adae,50,0.38
parbendazole,adae,100,0.35
phloretin,marginal,10,0.6
phloretin,marginal,50,0.48
phloretin,marginal,100,0.49
phloretin,residualized,10,0.0
phloretin,residualized,50,0.16
phloretin,residualized,100,0.2
phloretin,irm,10,0.4
phloretin,irm,50,0.5
phloretin,irm,100,0.45
phloretin,within_tissue,10,0.4
phloretin,within_tissue,50,0.42
phloretin,within_tissue,100,0.41
phloretin,dann,10,0.4
phloretin,dann,50,0.52
phloretin,dann,100,0.47
phloretin,adae,10,0.7
phloretin,adae,50,0.8
phloretin,adae,100,0.74
pifithrin-alpha,marginal,10,0.3
pifithrin-alpha,marginal,50,0.34
pifithrin-alpha,marginal,100,0.36
pifithrin-alpha,residualized,10,0.2
pifithrin-alpha,residualized,50,0.14
pifithrin-alpha,residualized,100,0.14
pifithrin-alpha,irm,10,0.5
pifithrin-alpha,irm,50,0.54
pifithrin-alpha,irm,100,0.49
pifithrin-alpha,within_tissue,10,0.1
pifithrin-alpha,within_tissue,50,0.2
pifithrin-alpha,within_tissue,100,0.29
pifithrin-alpha,dann,10,0.2
pifithrin-alpha,dann,50,0.22
pifithrin-alpha,dann,100,0.29
pifithrin-alpha,adae,10,0.1
pifithrin-alpha,adae,50,0.2
pifithrin-alpha,adae,100,0.16
pifithrin-mu,marginal,10,0.3
pifithrin-mu,marginal,50,0.44
pifithrin-mu,marginal,100,0.41
pifithrin-mu,residualized,10,0.2
pifithrin-mu,residualized,50,0.12
pifithrin-mu,residualized,100,0.17
pifithrin-mu,irm,10,0.3
pifithrin-mu,irm,50,0.4
pifithrin-mu,irm,100,0.35
pifithrin-mu,within_tissue,10,0.3
pifithrin-mu,within_tissue,50,0.32
pifithrin-mu,within_tissue,100,0.36
pifithrin-mu,dann,10,0.4
pifithrin-mu,dann,50,0.4
pifithrin-mu,dann,100,0.37
pifithrin-mu,adae,10,0.2
pifithrin-mu,adae,50,0.24
pifithrin-mu,adae,100,0.25
piperlongumine-MST-312_(1-1_mol-mol),marginal,10,0.4
piperlongumine-MST-312_(1-1_mol-mol),marginal,50,0.26
piperlongumine-MST-312_(1-1_mol-mol),marginal,100,0.29
piperlongumine-MST-312_(1-1_mol-mol),residualized,10,0.1
piperlongumine-MST-312_(1-1_mol-mol),residualized,50,0.06
piperlongumine-MST-312_(1-1_mol-mol),residualized,100,0.09
piperlongumine-MST-312_(1-1_mol-mol),irm,10,0.2
piperlongumine-MST-312_(1-1_mol-mol),irm,50,0.3
piperlongumine-MST-312_(1-1_mol-mol),irm,100,0.32
piperlongumine-MST-312_(1-1_mol-mol),within_tissue,10,0.1
piperlongumine-MST-312_(1-1_mol-mol),within_tissue,50,0.18
piperlongumine-MST-312_(1-1_mol-mol),within_tissue,100,0.2
piperlongumine-MST-312_(1-1_mol-mol),dann,10,0.2
piperlongumine-MST-312_(1-1_mol-mol),dann,50,0.22
piperlongumine-MST-312_(1-1_mol-mol),dann,100,0.19
piperlongumine-MST-312_(1-1_mol-mol),adae,10,0.2
piperlongumine-MST-312_(1-1_mol-mol),adae,50,0.26
piperlongumine-MST-312_(1-1_mol-mol),adae,100,0.25
pitstop2,marginal,10,0.4
pitstop2,marginal,50,0.32
pitstop2,marginal,100,0.42
pitstop2,residualized,10,0.0
pitstop2,residualized,50,0.1
pitstop2,residualized,100,0.1
pitstop2,irm,10,0.4
pitstop2,irm,50,0.32
pitstop2,irm,100,0.38
pitstop2,within_tissue,10,0.6
pitstop2,within_tissue,50,0.42
pitstop2,within_tissue,100,0.31
pitstop2,dann,10,0.4
pitstop2,dann,50,0.38
pitstop2,dann,100,0.35
pitstop2,adae,10,0.0
pitstop2,adae,50,0.08
pitstop2,adae,100,0.11
pluripotin,marginal,10,0.1
pluripotin,marginal,50,0.28
pluripotin,marginal,100,0.21
pluripotin,residualized,10,0.0
pluripotin,residualized,50,0.1
pluripotin,residualized,100,0.17
pluripotin,irm,10,0.1
pluripotin,irm,50,0.2
pluripotin,irm,100,0.2
pluripotin,within_tissue,10,0.0
pluripotin,within_tissue,50,0.18
pluripotin,within_tissue,100,0.14
pluripotin,dann,10,0.1
pluripotin,dann,50,0.22
pluripotin,dann,100,0.2
pluripotin,adae,10,0.3
pluripotin,adae,50,0.3
pluripotin,adae,100,0.23
prochlorperazine,marginal,10,0.4
prochlorperazine,marginal,50,0.38
prochlorperazine,marginal,100,0.34
prochlorperazine,residualized,10,0.0
prochlorperazine,residualized,50,0.08
prochlorperazine,residualized,100,0.12
prochlorperazine,irm,10,0.4
prochlorperazine,irm,50,0.4
prochlorperazine,irm,100,0.36
prochlorperazine,within_tissue,10,0.2
prochlorperazine,within_tissue,50,0.22
prochlorperazine,within_tissue,100,0.28
prochlorperazine,dann,10,0.3
prochlorperazine,dann,50,0.28
prochlorperazine,dann,100,0.23
prochlorperazine,adae,10,0.2
prochlorperazine,adae,50,0.32
prochlorperazine,adae,100,0.26
purmorphamine,marginal,10,0.2
purmorphamine,marginal,50,0.42
purmorphamine,marginal,100,0.38
purmorphamine,residualized,10,0.1
purmorphamine,residualized,50,0.06
purmorphamine,residualized,100,0.06
purmorphamine,irm,10,0.2
purmorphamine,irm,50,0.28
purmorphamine,irm,100,0.28
purmorphamine,within_tissue,10,0.1
purmorphamine,within_tissue,50,0.18
purmorphamine,within_tissue,100,0.22
purmorphamine,dann,10,0.1
purmorphamine,dann,50,0.16
purmorphamine,dann,100,0.18
purmorphamine,adae,10,0.3
purmorphamine,adae,50,0.22
purmorphamine,adae,100,0.22
pyrazolanthrone,marginal,10,0.4
pyrazolanthrone,marginal,50,0.3
pyrazolanthrone,marginal,100,0.32
pyrazolanthrone,residualized,10,0.1
pyrazolanthrone,residualized,50,0.16
pyrazolanthrone,residualized,100,0.15
pyrazolanthrone,irm,10,0.6
pyrazolanthrone,irm,50,0.34
pyrazolanthrone,irm,100,0.3
pyrazolanthrone,within_tissue,10,0.2
pyrazolanthrone,within_tissue,50,0.18
pyrazolanthrone,within_tissue,100,0.25
pyrazolanthrone,dann,10,0.3
pyrazolanthrone,dann,50,0.32
pyrazolanthrone,dann,100,0.32
pyrazolanthrone,adae,10,0.2
pyrazolanthrone,adae,50,0.24
