item,method,K,contamination
GSK-3_inhibitor_IX,dann,50,0.2
GSK-3_inhibitor_IX,dann,100,0.21
GSK-3_inhibitor_IX,adae,10,0.3
GSK-3_inhibitor_IX,adae,50,0.42
GSK-3_inhibitor_IX,adae,100,0.36
GSK1059615,marginal,10,0.4
GSK1059615,marginal,50,0.1
GSK1059615,marginal,100,0.17
GSK1059615,residualized,10,0.2
GSK1059615,residualized,50,0.14
GSK1059615,residualized,100,0.14
GSK1059615,irm,10,0.1
GSK1059615,irm,50,0.16
GSK1059615,irm,100,0.21
GSK1059615,within_tissue,10,0.1
GSK1059615,within_tissue,50,0.08
GSK1059615,within_tissue,100,0.08
GSK1059615,dann,10,0.2
GSK1059615,dann,50,0.16
GSK1059615,dann,100,0.2
GSK1059615,adae,10,0.2
GSK1059615,adae,50,0.12
GSK1059615,adae,100,0.17
GSK2636771,marginal,10,0.3
GSK2636771,marginal,50,0.38
GSK2636771,marginal,100,0.37
GSK2636771,residualized,10,0.1
GSK2636771,residualized,50,0.12
GSK2636771,residualized,100,0.12
GSK2636771,irm,10,0.7
GSK2636771,irm,50,0.38
GSK2636771,irm,100,0.34
GSK2636771,within_tissue,10,0.1
GSK2636771,within_tissue,50,0.24
GSK2636771,within_tissue,100,0.26
GSK2636771,dann,10,0.3
GSK2636771,dann,50,0.28
GSK2636771,dann,100,0.24
GSK2636771,adae,10,0.1
GSK2636771,adae,50,0.2
GSK2636771,adae,100,0.19
GSK4112,marginal,10,0.7
GSK4112,marginal,50,0.56
GSK4112,marginal,100,0.49
GSK4112,residualized,10,0.0
GSK4112,residualized,50,0.14
GSK4112,residualized,100,0.1
GSK4112,irm,10,0.3
GSK4112,irm,50,0.48
GSK4112,irm,100,0.48
GSK4112,within_tissue,10,0.5
GSK4112,within_tissue,50,0.36
GSK4112,within_tissue,100,0.32
GSK4112,dann,10,0.5
GSK4112,dann,50,0.42
GSK4112,dann,100,0.36
GSK4112,adae,10,0.2
GSK4112,adae,50,0.24
GSK4112,adae,100,0.27
GSK461364,marginal,10,0.0
GSK461364,marginal,50,0.12
GSK461364,marginal,100,0.17
GSK461364,residualized,10,0.0
GSK461364,residualized,50,0.1
GSK461364,residualized,100,0.14
GSK461364,irm,10,0.0
GSK461364,irm,50,0.14
GSK461364,irm,100,0.17
GSK461364,within_tissue,10,0.0
GSK461364,within_tissue,50,0.1
GSK461364,within_tissue,100,0.09
GSK461364,dann,10,0.0
GSK461364,dann,50,0.2
GSK461364,dann,100,0.19
GSK461364,adae,10,0.1
GSK461364,adae,50,0.2
GSK461364,adae,100,0.22
GW-405833,marginal,10,0.4
GW-405833,marginal,50,0.38
GW-405833,marginal,100,0.39
GW-405833,residualized,10,0.1
GW-405833,residualized,50,0.14
GW-405833,residualized,100,0.12
GW-405833,irm,10,0.5
GW-405833,irm,50,0.42
GW-405833,irm,100,0.36
GW-405833,within_tissue,10,0.3
GW-405833,within_tissue,50,0.26
GW-405833,within_tissue,100,0.32
GW-405833,dann,10,0.4
GW-405833,dann,50,0.46
GW-405833,dann,100,0.35
GW-405833,adae,10,0.4
GW-405833,adae,50,0.54
GW-405833,adae,100,0.52
GW-843682X,marginal,10,0.1
GW-843682X,marginal,50,0.3
GW-843682X,marginal,100,0.27
GW-843682X,residualized,10,0.0
GW-843682X,residualized,50,0.06
GW-843682X,residualized,100,0.07
GW-843682X,irm,10,0.2
GW-843682X,irm,50,0.28
GW-843682X,irm,100,0.31
GW-843682X,within_tissue,10,0.0
GW-843682X,within_tissue,50,0.1
GW-843682X,within_tissue,100,0.07
GW-843682X,dann,10,0.2
GW-843682X,dann,50,0.12
GW-843682X,dann,100,0.16
GW-843682X,adae,10,0.0
GW-843682X,adae,50,0.32
GW-843682X,adae,100,0.28
Gefitinib,marginal,10,0.2
Gefitinib,marginal,50,0.18
Gefitinib,marginal,100,0.21
Gefitinib,residualized,10,0.1
Gefitinib,residualized,50,0.26
Gefitinib,residualized,100,0.21
Gefitinib,irm,10,0.2
Gefitinib,irm,50,0.22
Gefitinib,irm,100,0.24
Gefitinib,within_tissue,10,0.1
Gefitinib,within_tissue,50,0.12
Gefitinib,within_tissue,100,0.09
Gefitinib,dann,10,0.1
Gefitinib,dann,50,0.12
Gefitinib,dann,100,0.21
Gefitinib,adae,10,0.1
Gefitinib,adae,50,0.18
Gefitinib,adae,100,0.21
Gemcitabine,marginal,10,0.2
Gemcitabine,marginal,50,0.14
Gemcitabine,marginal,100,0.15
Gemcitabine,residualized,10,0.1
Gemcitabine,residualized,50,0.16
Gemcitabine,residualized,100,0.15
Gemcitabine,irm,10,0.1
Gemcitabine,irm,50,0.14
Gemcitabine,irm,100,0.14
Gemcitabine,within_tissue,10,0.1
Gemcitabine,within_tissue,50,0.04
Gemcitabine,within_tissue,100,0.07
Gemcitabine,dann,10,0.1
Gemcitabine,dann,50,0.18
Gemcitabine,dann,100,0.16
Gemcitabine,adae,10,0.3
Gemcitabine,adae,50,0.36
Gemcitabine,adae,100,0.32
HBX-41108,marginal,10,0.6
HBX-41108,marginal,50,0.36
HBX-41108,marginal,100,0.3
HBX-41108,residualized,10,0.2
HBX-41108,residualized,50,0.1
HBX-41108,residualized,100,0.09
HBX-41108,irm,10,0.1
HBX-41108,irm,50,0.38
HBX-41108,irm,100,0.37
HBX-41108,within_tissue,10,0.3
HBX-41108,within_tissue,50,0.24
HBX-41108,within_tissue,100,0.22
HBX-41108,dann,10,0.4
HBX-41108,dann,50,0.28
HBX-41108,dann,100,0.29
HBX-41108,adae,10,0.5
HBX-41108,adae,50,0.3
HBX-41108,adae,100,0.26
HC-067047,marginal,10,0.4
HC-067047,marginal,50,0.32
HC-067047,marginal,100,0.32
HC-067047,residualized,10,0.2
HC-067047,residualized,50,0.18
HC-067047,residualized,100,0.14
HC-067047,irm,10,0.4
HC-067047,irm,50,0.38
HC-067047,irm,100,0.27
HC-067047,within_tissue,10,0.3
HC-067047,within_tissue,50,0.2
HC-067047,within_tissue,100,0.23
HC-067047,dann,10,0.1
HC-067047,dann,50,0.28
HC-067047,dann,100,0.3
HC-067047,adae,10,0.2
HC-067047,adae,50,0.28
HC-067047,adae,100,0.28
HLI_373,marginal,10,0.2
HLI_373,marginal,50,0.26
HLI_373,marginal,100,0.31
HLI_373,residualized,10,0.1
HLI_373,residualized,50,0.12
HLI_373,residualized,100,0.16
HLI_373,irm,10,0.5
HLI_373,irm,50,0.32
HLI_373,irm,100,0.34
HLI_373,within_tissue,10,0.1
HLI_373,within_tissue,50,0.18
HLI_373,within_tissue,100,0.26
HLI_373,dann,10,0.4
HLI_373,dann,50,0.2
HLI_373,dann,100,0.21
HLI_373,adae,10,0.3
HLI_373,adae,50,0.32
HLI_373,adae,100,0.38
HMS3654N14,marginal,10,0.4
HMS3654N14,marginal,50,0.32
HMS3654N14,marginal,100,0.33
HMS3654N14,residualized,10,0.2
HMS3654N14,residualized,50,0.24
HMS3654N14,residualized,100,0.21
HMS3654N14,irm,10,0.2
HMS3654N14,irm,50,0.2
HMS3654N14,irm,100,0.23
HMS3654N14,within_tissue,10,0.2
HMS3654N14,within_tissue,50,0.12
HMS3654N14,within_tissue,100,0.11
HMS3654N14,dann,10,0.3
HMS3654N14,dann,50,0.28
HMS3654N14,dann,100,0.23
HMS3654N14,adae,10,0.2
HMS3654N14,adae,50,0.22
HMS3654N14,adae,100,0.23
I-BET-151,marginal,10,0.3
I-BET-151,marginal,50,0.42
I-BET-151,marginal,100,0.36
I-BET-151,residualized,10,0.1
I-BET-151,residualized,50,0.16
I-BET-151,residualized,100,0.16
I-BET-151,irm,10,0.4
I-BET-151,irm,50,0.44
I-BET-151,irm,100,0.42
I-BET-151,within_tissue,10,0.1
I-BET-151,within_tissue,50,0.14
I-BET-151,within_tissue,100,0.2
I-BET-151,dann,10,0.1
I-BET-151,dann,50,0.14
I-BET-151,dann,100,0.17
I-BET-151,adae,10,0.5
I-BET-151,adae,50,0.6
I-BET-151,adae,100,0.61
I-BET-762,marginal,10,0.3
I-BET-762,marginal,50,0.34
I-BET-762,marginal,100,0.35
I-BET-762,residualized,10,0.0
I-BET-762,residualized,50,0.12
I-BET-762,residualized,100,0.11
I-BET-762,irm,10,0.2
I-BET-762,irm,50,0.32
I-BET-762,irm,100,0.25
I-BET-762,within_tissue,10,0.0
I-BET-762,within_tissue,50,0.02
I-BET-762,within_tissue,100,0.13
I-BET-762,dann,10,0.3
I-BET-762,dann,50,0.24
I-BET-762,dann,100,0.17
I-BET-762,adae,10,0.5
I-BET-762,adae,50,0.36
I-BET-762,adae,100,0.35
IC-87114,marginal,10,0.6
IC-87114,marginal,50,0.54
IC-87114,marginal,100,0.51
IC-87114,residualized,10,0.0
IC-87114,residualized,50,0.04
IC-87114,residualized,100,0.05
IC-87114,irm,10,0.2
IC-87114,irm,50,0.36
IC-87114,irm,100,0.4
IC-87114,within_tissue,10,0.3
IC-87114,within_tissue,50,0.36
IC-87114,within_tissue,100,0.37
IC-87114,dann,10,0.3
IC-87114,dann,50,0.36
IC-87114,dann,100,0.41
IC-87114,adae,10,0.1
IC-87114,adae,50,0.1
IC-87114,adae,100,0.16
ICG-001,marginal,10,0.2
ICG-001,marginal,50,0.2
ICG-001,marginal,100,0.23
ICG-001,residualized,10,0.1
ICG-001,residualized,50,0.08
ICG-001,residualized,100,0.13
ICG-001,irm,10,0.2
ICG-001,irm,50,0.18
ICG-001,irm,100,0.2
ICG-001,within_tissue,10,0.1
ICG-001,within_tissue,50,0.14
ICG-001,within_tissue,100,0.15
ICG-001,dann,10,0.2
ICG-001,dann,50,0.22
ICG-001,dann,100,0.21
ICG-001,adae,10,0.0
ICG-001,adae,50,0.18
ICG-001,adae,100,0.22
IPR-456,marginal,10,0.9
IPR-456,marginal,50,0.6
IPR-456,marginal,100,0.57
IPR-456,residualized,10,0.1
IPR-456,residualized,50,0.08
IPR-456,residualized,100,0.11
IPR-456,irm,10,0.6
IPR-456,irm,50,0.46
IPR-456,irm,100,0.38
IPR-456,within_tissue,10,0.5
IPR-456,within_tissue,50,0.4
IPR-456,within_tissue,100,0.41
IPR-456,dann,10,0.4
IPR-456,dann,50,0.3
IPR-456,dann,100,0.37
IPR-456,adae,10,0.4
IPR-456,adae,50,0.26
IPR-456,adae,100,0.23
ISOX-bortezomib_(250-1_mol-mol),marginal,10,0.2
ISOX-bortezomib_(250-1_mol-mol),marginal,50,0.22
ISOX-bortezomib_(250-1_mol-mol),marginal,100,0.18
ISOX-bortezomib_(250-1_mol-mol),residualized,10,0.1
ISOX-bortezomib_(250-1_mol-mol),residualized,50,0.1
ISOX-bortezomib_(250-1_mol-mol),residualized,100,0.1
ISOX-bortezomib_(250-1_mol-mol),irm,10,0.2
ISOX-bortezomib_(250-1_mol-mol),irm,50,0.16
ISOX-bortezomib_(250-1_mol-mol),irm,100,0.18
ISOX-bortezomib_(250-1_mol-mol),within_tissue,10,0.1
ISOX-bortezomib_(250-1_mol-mol),within_tissue,50,0.08
ISOX-bortezomib_(250-1_mol-mol),within_tissue,100,0.08
ISOX-bortezomib_(250-1_mol-mol),dann,10,0.2
ISOX-bortezomib_(250-1_mol-mol),dann,50,0.18
ISOX-bortezomib_(250-1_mol-mol),dann,100,0.22
ISOX-bortezomib_(250-1_mol-mol),adae,10,0.1
ISOX-bortezomib_(250-1_mol-mol),adae,50,0.34
ISOX-bortezomib_(250-1_mol-mol),adae,100,0.36
IU1,marginal,10,0.5
IU1,marginal,50,0.42
IU1,marginal,100,0.46
IU1,residualized,10,0.0
IU1,residualized,50,0.1
IU1,residualized,100,0.16
IU1,irm,10,0.6
IU1,irm,50,0.44
IU1,irm,100,0.46
IU1,within_tissue,10,0.1
IU1,within_tissue,50,0.34
IU1,within_tissue,100,0.44
IU1,dann,10,0.1
IU1,dann,50,0.42
IU1,dann,100,0.44
IU1,adae,10,0.3
IU1,adae,50,0.42
IU1,adae,100,0.44
Ibrutinib,marginal,10,0.1
Ibrutinib,marginal,50,0.14
Ibrutinib,marginal,100,0.21
Ibrutinib,residualized,10,0.0
Ibrutinib,residualized,50,0.14
Ibrutinib,residualized,100,0.11
Ibrutinib,irm,10,0.0
Ibrutinib,irm,50,0.18
Ibrutinib,irm,100,0.2
Ibrutinib,within_tissue,10,0.0
Ibrutinib,within_tissue,50,0.08
Ibrutinib,within_tissue,100,0.12
Ibrutinib,dann,10,0.1
Ibrutinib,dann,50,0.12
Ibrutinib,dann,100,0.19
Ibrutinib,adae,10,0.0
Ibrutinib,adae,50,0.12
Ibrutinib,adae,100,0.15
Idelalisib,marginal,10,0.7
Idelalisib,marginal,50,0.48
Idelalisib,marginal,100,0.44
Idelalisib,residualized,10,0.1
Idelalisib,residualized,50,0.18
Idelalisib,residualized,100,0.15
Idelalisib,irm,10,0.5
Idelalisib,irm,50,0.42
Idelalisib,irm,100,0.38
Idelalisib,within_tissue,10,0.5
Idelalisib,within_tissue,50,0.32
Idelalisib,within_tissue,100,0.36
Idelalisib,dann,10,0.2
Idelalisib,dann,50,0.32
Idelalisib,dann,100,0.3
Idelalisib,adae,10,0.3
Idelalisib,adae,50,0.38
Idelalisib,adae,100,0.33
Imatinib,marginal,10,0.3
Imatinib,marginal,50,0.3
Imatinib,marginal,100,0.34
Imatinib,residualized,10,0.3
Imatinib,residualized,50,0.14
Imatinib,residualized,100,0.16
Imatinib,irm,10,0.4
Imatinib,irm,50,0.36
Imatinib,irm,100,0.3
Imatinib,within_tissue,10,0.1
Imatinib,within_tissue,50,0.16
Imatinib,within_tissue,100,0.25
Imatinib,dann,10,0.2
Imatinib,dann,50,0.32
Imatinib,dann,100,0.29
Imatinib,adae,10,0.1
Imatinib,adae,50,0.14
Imatinib,adae,100,0.2
JQ-1-MK-0752_(1-1_mol-mol),marginal,10,0.4
JQ-1-MK-0752_(1-1_mol-mol),marginal,50,0.42
JQ-1-MK-0752_(1-1_mol-mol),marginal,100,0.41
JQ-1-MK-0752_(1-1_mol-mol),residualized,10,0.0
JQ-1-MK-0752_(1-1_mol-mol),residualized,50,0.04
JQ-1-MK-0752_(1-1_mol-mol),residualized,100,0.15
JQ-1-MK-0752_(1-1_mol-mol),irm,10,0.3
JQ-1-MK-0752_(1-1_mol-mol),irm,50,0.28
JQ-1-MK-0752_(1-1_mol-mol),irm,100,0.26
JQ-1-MK-0752_(1-1_mol-mol),within_tissue,10,0.2
JQ-1-MK-0752_(1-1_mol-mol),within_tissue,50,0.2
JQ-1-MK-0752_(1-1_mol-mol),within_tissue,100,0.24
JQ-1-MK-0752_(1-1_mol-mol),dann,10,0.3
JQ-1-MK-0752_(1-1_mol-mol),dann,50,0.24
JQ-1-MK-0752_(1-1_mol-mol),dann,100,0.22
JQ-1-MK-0752_(1-1_mol-mol),adae,10,0.2
JQ-1-MK-0752_(1-1_mol-mol),adae,50,0.26
JQ-1-MK-0752_(1-1_mol-mol),adae,100,0.26
JQ-1-UNC0638_(2-1_mol-mol),marginal,10,0.7
JQ-1-UNC0638_(2-1_mol-mol),marginal,50,0.4
JQ-1-UNC0638_(2-1_mol-mol),marginal,100,0.38
JQ-1-UNC0638_(2-1_mol-mol),residualized,10,0.1
JQ-1-UNC0638_(2-1_mol-mol),residualized,50,0.1
JQ-1-UNC0638_(2-1_mol-mol),residualized,100,0.14
JQ-1-UNC0638_(2-1_mol-mol),irm,10,0.7
JQ-1-UNC0638_(2-1_mol-mol),irm,50,0.26
JQ-1-UNC0638_(2-1_mol-mol),irm,100,0.23
JQ-1-UNC0638_(2-1_mol-mol),within_tissue,10,0.3
JQ-1-UNC0638_(2-1_mol-mol),within_tissue,50,0.24
JQ-1-UNC0638_(2-1_mol-mol),within_tissue,100,0.28
JQ-1-UNC0638_(2-1_mol-mol),dann,10,0.2
JQ-1-UNC0638_(2-1_mol-mol),dann,50,0.22
JQ-1-UNC0638_(2-1_mol-mol),dann,100,0.19
JQ-1-UNC0638_(2-1_mol-mol),adae,10,0.4
JQ-1-UNC0638_(2-1_mol-mol),adae,50,0.62
JQ-1-UNC0638_(2-1_mol-mol),adae,100,0.54
JQ-1-carboplatin_(1-1_mol-mol),marginal,10,0.5
JQ-1-carboplatin_(1-1_mol-mol),marginal,50,0.4
JQ-1-carboplatin_(1-1_mol-mol),marginal,100,0.37
JQ-1-carboplatin_(1-1_mol-mol),residualized,10,0.0
JQ-1-carboplatin_(1-1_mol-mol),residualized,50,0.16
JQ-1-carboplatin_(1-1_mol-mol),residualized,100,0.18
JQ-1-carboplatin_(1-1_mol-mol),irm,10,0.5
JQ-1-carboplatin_(1-1_mol-mol),irm,50,0.46
JQ-1-carboplatin_(1-1_mol-mol),irm,100,0.42
JQ-1-carboplatin_(1-1_mol-mol),within_tissue,10,0.1
JQ-1-carboplatin_(1-1_mol-mol),within_tissue,50,0.16
JQ-1-carboplatin_(1-1_mol-mol),within_tissue,100,0.23
JQ-1-carboplatin_(1-1_mol-mol),dann,10,0.0
JQ-1-carboplatin_(1-1_mol-mol),dann,50,0.24
JQ-1-carboplatin_(1-1_mol-mol),dann,100,0.25
JQ-1-carboplatin_(1-1_mol-mol),adae,10,0.3
JQ-1-carboplatin_(1-1_mol-mol),adae,50,0.46
JQ-1-carboplatin_(1-1_mol-mol),adae,100,0.43
JQ-1-navitoclax_(2-1_mol-mol),marginal,10,0.3
JQ-1-navitoclax_(2-1_mol-mol),marginal,50,0.22
JQ-1-navitoclax_(2-1_mol-mol),marginal,100,0.29
JQ-1-navitoclax_(2-1_mol-mol),residualized,10,0.1
JQ-1-navitoclax_(2-1_mol-mol),residualized,50,0.14
JQ-1-navitoclax_(2-1_mol-mol),residualized,100,0.12
JQ-1-navitoclax_(2-1_mol-mol),irm,10,0.2
JQ-1-navitoclax_(2-1_mol-mol),irm,50,0.18
JQ-1-navitoclax_(2-1_mol-mol),irm,100,0.16
JQ-1-navitoclax_(2-1_mol-mol),within_tissue,10,0.1
JQ-1-navitoclax_(2-1_mol-mol),within_tissue,50,0.06
JQ-1-navitoclax_(2-1_mol-mol),within_tissue,100,0.14
JQ-1-navitoclax_(2-1_mol-mol),dann,10,0.4
JQ-1-navitoclax_(2-1_mol-mol),dann,50,0.22
JQ-1-navitoclax_(2-1_mol-mol),dann,100,0.2
JQ-1-navitoclax_(2-1_mol-mol),adae,10,0.2
JQ-1-navitoclax_(2-1_mol-mol),adae,50,0.26
JQ-1-navitoclax_(2-1_mol-mol),adae,100,0.31
JQ-1-vorinostat_(2-1_mol-mol),marginal,10,0.2
JQ-1-vorinostat_(2-1_mol-mol),marginal,50,0.24
JQ-1-vorinostat_(2-1_mol-mol),marginal,100,0.24
JQ-1-vorinostat_(2-1_mol-mol),residualized,10,0.1
JQ-1-vorinostat_(2-1_mol-mol),residualized,50,0.02
JQ-1-vorinostat_(2-1_mol-mol),residualized,100,0.1
JQ-1-vorinostat_(2-1_mol-mol),irm,10,0.1
JQ-1-vorinostat_(2-1_mol-mol),irm,50,0.2
JQ-1-vorinostat_(2-1_mol-mol),irm,100,0.22
JQ-1-vorinostat_(2-1_mol-mol),within_tissue,10,0.2
JQ-1-vorinostat_(2-1_mol-mol),within_tissue,50,0.16
JQ-1-vorinostat_(2-1_mol-mol),within_tissue,100,0.13
JQ-1-vorinostat_(2-1_mol-mol),dann,10,0.2
JQ-1-vorinostat_(2-1_mol-mol),dann,50,0.22
JQ-1-vorinostat_(2-1_mol-mol),dann,100,0.21
JQ-1-vorinostat_(2-1_mol-mol),adae,10,0.9
JQ-1-vorinostat_(2-1_mol-mol),adae,50,0.7
JQ-1-vorinostat_(2-1_mol-mol),adae,100,0.65
JQ-1,marginal,10,0.3
JQ-1,marginal,50,0.42
JQ-1,marginal,100,0.36
JQ-1,residualized,10,0.3
JQ-1,residualized,50,0.1
JQ-1,residualized,100,0.12
JQ-1,irm,10,0.2
JQ-1,irm,50,0.32
JQ-1,irm,100,0.28
JQ-1,within_tissue,10,0.2
JQ-1,within_tissue,50,0.16
JQ-1,within_tissue,100,0.21
JQ-1,dann,10,0.2
JQ-1,dann,50,0.32
JQ-1,dann,100,0.22
JQ-1,adae,10,0.3
JQ-1,adae,50,0.44
JQ-1,adae,100,0.51
JQ12,marginal,10,0.3
JQ12,marginal,50,0.34
JQ12,marginal,100,0.41
JQ12,residualized,10,0.0
JQ12,residualized,50,0.12
JQ12,residualized,100,0.14
JQ12,irm,10,0.4
JQ12,irm,50,0.38
JQ12,irm,100,0.33
JQ12,within_tissue,10,0.1
JQ12,within_tissue,50,0.2
JQ12,within_tissue,100,0.22
JQ12,dann,10,0.0
JQ12,dann,50,0.22
JQ12,dann,100,0.22
JQ12,adae,10,0.3
JQ12,adae,50,0.36
JQ12,adae,100,0.3
JW-480,marginal,10,0.5
JW-480,marginal,50,0.44
JW-480,marginal,100,0.44
JW-480,residualized,10,0.1
JW-480,residualized,50,0.1
JW-480,residualized,100,0.12
JW-480,irm,10,0.5
JW-480,irm,50,0.36
JW-480,irm,100,0.37
JW-480,within_tissue,10,0.1
JW-480,within_tissue,50,0.24
JW-480,within_tissue,100,0.38
JW-480,dann,10,0.3
JW-480,dann,50,0.36
JW-480,dann,100,0.3
JW-480,adae,10,0.0
JW-480,adae,50,0.2
JW-480,adae,100,0.25
JW-74,marginal,10,0.5
JW-74,marginal,50,0.4
JW-74,marginal,100,0.44
JW-74,residualized,10,0.0
JW-74,residualized,50,0.06
JW-74,residualized,100,0.07
JW-74,irm,10,0.5
JW-74,irm,50,0.32
JW-74,irm,100,0.38
JW-74,within_tissue,10,0.3
JW-74,within_tissue,50,0.26
JW-74,within_tissue,100,0.34
JW-74,dann,10,0.4
JW-74,dann,50,0.4
JW-74,dann,100,0.34
JW-74,adae,10,0.0
JW-74,adae,50,0.14
JW-74,adae,100,0.19
KHS101,marginal,10,0.5
KHS101,marginal,50,0.32
KHS101,marginal,100,0.27
KHS101,residualized,10,0.2
KHS101,residualized,50,0.12
KHS101,residualized,100,0.11
KHS101,irm,10,0.5
KHS101,irm,50,0.38
KHS101,irm,100,0.36
KHS101,within_tissue,10,0.1
KHS101,within_tissue,50,0.22
KHS101,within_tissue,100,0.21
KHS101,dann,10,0.4
KHS101,dann,50,0.28
KHS101,dann,100,0.26
KHS101,adae,10,0.4
KHS101,adae,50,0.28
KHS101,adae,100,0.3
KPT185,marginal,10,0.4
KPT185,marginal,50,0.32
KPT185,marginal,100,0.28
KPT185,residualized,10,0.0
KPT185,residualized,50,0.12
KPT185,residualized,100,0.11
KPT185,irm,10,0.1
KPT185,irm,50,0.26
KPT185,irm,100,0.19
KPT185,within_tissue,10,0.0
KPT185,within_tissue,50,0.22
KPT185,within_tissue,100,0.14
KPT185,dann,10,0.3
KPT185,dann,50,0.14
KPT185,dann,100,0.16
KPT185,adae,10,0.2
KPT185,adae,50,0.2
KPT185,adae,100,0.3
KU-0063794,marginal,10,0.0
KU-0063794,marginal,50,0.1
KU-0063794,marginal,100,0.18
KU-0063794,residualized,10,0.1
KU-0063794,residualized,50,0.12
KU-0063794,residualized,100,0.16
KU-0063794,irm,10,0.1
KU-0063794,irm,50,0.2
KU-0063794,irm,100,0.18
KU-0063794,within_tissue,10,0.0
KU-0063794,within_tissue,50,0.04
KU-0063794,within_tissue,100,0.06
KU-0063794,dann,10,0.2
KU-0063794,dann,50,0.14
KU-0063794,dann,100,0.16
KU-0063794,adae,10,0.1
KU-0063794,adae,50,0.18
KU-0063794,adae,100,0.15
KU-55933,marginal,10,0.4
KU-55933,marginal,50,0.4
KU-55933,marginal,100,0.42
KU-55933,residualized,10,0.4
KU-55933,residualized,50,0.16
KU-55933,residualized,100,0.18
KU-55933,irm,10,0.6
KU-55933,irm,50,0.42
KU-55933,irm,100,0.38
KU-55933,within_tissue,10,0.3
KU-55933,within_tissue,50,0.26
KU-55933,within_tissue,100,0.33
KU-55933,dann,10,0.2
KU-55933,dann,50,0.38
KU-55933,dann,100,0.31
KU-55933,adae,10,0.4
KU-55933,adae,50,0.38
KU-55933,adae,100,0.42
KU-60019,marginal,10,0.4
KU-60019,marginal,50,0.38
KU-60019,marginal,100,0.31
KU-60019,residualized,10,0.0
KU-60019,residualized,50,0.04
KU-60019,residualized,100,0.07
KU-60019,irm,10,0.3
KU-60019,irm,50,0.28
KU-60019,irm,100,0.28
KU-60019,within_tissue,10,0.1
KU-60019,within_tissue,50,0.22
KU-60019,within_tissue,100,0.24
KU-60019,dann,10,0.3
KU-60019,dann,50,0.26
KU-60019,dann,100,0.28
KU-60019,adae,10,0.0
KU-60019,adae,50,0.14
KU-60019,adae,100,0.31
KU_0060648,marginal,10,0.3
KU_0060648,marginal,50,0.48
KU_0060648,marginal,100,0.38
KU_0060648,residualized,10,0.1
KU_0060648,residualized,50,0.06
KU_0060648,residualized,100,0.09
KU_0060648,irm,10,0.4
KU_0060648,irm,50,0.3
KU_0060648,irm,100,0.24
KU_0060648,within_tissue,10,0.1
KU_0060648,within_tissue,50,0.26
KU_0060648,within_tissue,100,0.26
KU_0060648,dann,10,0.3
KU_0060648,dann,50,0.32
KU_0060648,dann,100,0.28
KU_0060648,adae,10,0.1
KU_0060648,adae,50,0.34
KU_0060648,adae,100,0.35
KW-2449,marginal,10,0.2
KW-2449,marginal,50,0.36
KW-2449,marginal,100,0.28
KW-2449,residualized,10,0.1
KW-2449,residualized,50,0.14
KW-2449,residualized,100,0.14
KW-2449,irm,10,0.4
KW-2449,irm,50,0.32
KW-2449,irm,100,0.32
KW-2449,within_tissue,10,0.0
KW-2449,within_tissue,50,0.14
KW-2449,within_tissue,100,0.16
KW-2449,dann,10,0.0
KW-2449,dann,50,0.26
KW-2449,dann,100,0.22
KW-2449,adae,10,0.6
KW-2449,adae,50,0.42
KW-2449,adae,100,0.42
KX2-391,marginal,10,0.1
KX2-391,marginal,50,0.14
KX2-391,marginal,100,0.18
KX2-391,residualized,10,0.1
KX2-391,residualized,50,0.18
KX2-391,residualized,100,0.15
KX2-391,irm,10,0.0
KX2-391,irm,50,0.14
KX2-391,irm,100,0.19
KX2-391,within_tissue,10,0.0
KX2-391,within_tissue,50,0.12
KX2-391,within_tissue,100,0.1
KX2-391,dann,10,0.2
KX2-391,dann,50,0.16
KX2-391,dann,100,0.18
KX2-391,adae,10,0.2
KX2-391,adae,50,0.12
KX2-391,adae,100,0.17
Ki8751,marginal,10,0.3
Ki8751,marginal,50,0.28
Ki8751,marginal,100,0.31
Ki8751,residualized,10,0.0
Ki8751,residualized,50,0.18
Ki8751,residualized,100,0.2
Ki8751,irm,10,0.5
Ki8751,irm,50,0.46
Ki8751,irm,100,0.42
Ki8751,within_tissue,10,0.1
Ki8751,within_tissue,50,0.1
Ki8751,within_tissue,100,0.11
Ki8751,dann,10,0.3
Ki8751,dann,50,0.24
Ki8751,dann,100,0.25
Ki8751,adae,10,0.1
Ki8751,adae,50,0.24
Ki8751,adae,100,0.22
Ko-143,marginal,10,0.1
Ko-143,marginal,50,0.36
Ko-143,marginal,100,0.36
Ko-143,residualized,10,0.0
Ko-143,residualized,50,0.06
Ko-143,residualized,100,0.1
Ko-143,irm,10,0.4
Ko-143,irm,50,0.42
Ko-143,irm,100,0.35
Ko-143,within_tissue,10,0.0
Ko-143,within_tissue,50,0.22
Ko-143,within_tissue,100,0.23
Ko-143,dann,10,0.1
Ko-143,dann,50,0.16
Ko-143,dann,100,0.23
Ko-143,adae,10,0.4
Ko-143,adae,50,0.28
Ko-143,adae,100,0.28
L-685458,marginal,10,0.7
L-685458,marginal,50,0.48
L-685458,marginal,100,0.45
L-685458,residualized,10,0.0
L-685458,residualized,50,0.08
L-685458,residualized,100,0.08
L-685458,irm,10,0.3
L-685458,irm,50,0.3
L-685458,irm,100,0.29
L-685458,within_tissue,10,0.2
L-685458,within_tissue,50,0.26
L-685458,within_tissue,100,0.2
L-685458,dann,10,0.4
