item,method,K,contamination
EP300,residualized,10,0.1
EP300,residualized,50,0.28
EP300,residualized,100,0.2
EP300,irm,10,0.1
EP300,irm,50,0.2
EP300,irm,100,0.24
EP300,within_tissue,10,0.0
EP300,within_tissue,50,0.08
EP300,within_tissue,100,0.13
EP300,dann,10,0.1
EP300,dann,50,0.24
EP300,dann,100,0.23
EP300,adae,10,0.9
EP300,adae,50,0.74
EP300,adae,100,0.7
ESPL1,marginal,10,0.1
ESPL1,marginal,50,0.12
ESPL1,marginal,100,0.24
ESPL1,residualized,10,0.0
ESPL1,residualized,50,0.1
ESPL1,residualized,100,0.1
ESPL1,irm,10,0.1
ESPL1,irm,50,0.32
ESPL1,irm,100,0.27
ESPL1,within_tissue,10,0.0
ESPL1,within_tissue,50,0.06
ESPL1,within_tissue,100,0.13
ESPL1,dann,10,0.1
ESPL1,dann,50,0.14
ESPL1,dann,100,0.23
ESPL1,adae,10,0.3
ESPL1,adae,50,0.48
ESPL1,adae,100,0.44
FAM50A,marginal,10,0.4
FAM50A,marginal,50,0.26
FAM50A,marginal,100,0.2
FAM50A,residualized,10,0.2
FAM50A,residualized,50,0.24
FAM50A,residualized,100,0.19
FAM50A,irm,10,0.5
FAM50A,irm,50,0.34
FAM50A,irm,100,0.28
FAM50A,within_tissue,10,0.3
FAM50A,within_tissue,50,0.12
FAM50A,within_tissue,100,0.12
FAM50A,dann,10,0.4
FAM50A,dann,50,0.34
FAM50A,dann,100,0.27
FAM50A,adae,10,0.6
FAM50A,adae,50,0.62
FAM50A,adae,100,0.54
FARSB,marginal,10,0.1
FARSB,marginal,50,0.26
FARSB,marginal,100,0.23
FARSB,residualized,10,0.0
FARSB,residualized,50,0.02
FARSB,residualized,100,0.08
FARSB,irm,10,0.1
FARSB,irm,50,0.22
FARSB,irm,100,0.23
FARSB,within_tissue,10,0.0
FARSB,within_tissue,50,0.1
FARSB,within_tissue,100,0.15
FARSB,dann,10,0.3
FARSB,dann,50,0.18
FARSB,dann,100,0.18
FARSB,adae,10,0.9
FARSB,adae,50,0.58
FARSB,adae,100,0.47
FAU,marginal,10,0.4
FAU,marginal,50,0.28
FAU,marginal,100,0.24
FAU,residualized,10,0.1
FAU,residualized,50,0.22
FAU,residualized,100,0.2
FAU,irm,10,0.4
FAU,irm,50,0.24
FAU,irm,100,0.28
FAU,within_tissue,10,0.2
FAU,within_tissue,50,0.16
FAU,within_tissue,100,0.16
FAU,dann,10,0.4
FAU,dann,50,0.3
FAU,dann,100,0.31
FAU,adae,10,0.0
FAU,adae,50,0.24
FAU,adae,100,0.3
FERMT2,marginal,10,0.8
FERMT2,marginal,50,0.64
FERMT2,marginal,100,0.5
FERMT2,residualized,10,0.7
FERMT2,residualized,50,0.52
FERMT2,residualized,100,0.43
FERMT2,irm,10,0.8
FERMT2,irm,50,0.5
FERMT2,irm,100,0.4
FERMT2,within_tissue,10,0.5
FERMT2,within_tissue,50,0.42
FERMT2,within_tissue,100,0.36
FERMT2,dann,10,0.5
FERMT2,dann,50,0.46
FERMT2,dann,100,0.36
FERMT2,adae,10,0.9
FERMT2,adae,50,0.84
FERMT2,adae,100,0.65
GGPS1,marginal,10,0.1
GGPS1,marginal,50,0.1
GGPS1,marginal,100,0.2
GGPS1,residualized,10,0.1
GGPS1,residualized,50,0.14
GGPS1,residualized,100,0.11
GGPS1,irm,10,0.0
GGPS1,irm,50,0.12
GGPS1,irm,100,0.18
GGPS1,within_tissue,10,0.1
GGPS1,within_tissue,50,0.06
GGPS1,within_tissue,100,0.1
GGPS1,dann,10,0.1
GGPS1,dann,50,0.1
GGPS1,dann,100,0.2
GGPS1,adae,10,0.6
GGPS1,adae,50,0.38
GGPS1,adae,100,0.38
GINS2,marginal,10,0.2
GINS2,marginal,50,0.3
GINS2,marginal,100,0.3
GINS2,residualized,10,0.1
GINS2,residualized,50,0.1
GINS2,residualized,100,0.1
GINS2,irm,10,0.1
GINS2,irm,50,0.24
GINS2,irm,100,0.25
GINS2,within_tissue,10,0.2
GINS2,within_tissue,50,0.14
GINS2,within_tissue,100,0.2
GINS2,dann,10,0.4
GINS2,dann,50,0.3
GINS2,dann,100,0.25
GINS2,adae,10,0.5
GINS2,adae,50,0.38
GINS2,adae,100,0.35
GMPS,marginal,10,0.4
GMPS,marginal,50,0.36
GMPS,marginal,100,0.32
GMPS,residualized,10,0.5
GMPS,residualized,50,0.26
GMPS,residualized,100,0.24
GMPS,irm,10,0.6
GMPS,irm,50,0.4
GMPS,irm,100,0.35
GMPS,within_tissue,10,0.4
GMPS,within_tissue,50,0.24
GMPS,within_tissue,100,0.2
GMPS,dann,10,0.5
GMPS,dann,50,0.36
GMPS,dann,100,0.29
GMPS,adae,10,0.8
GMPS,adae,50,0.66
GMPS,adae,100,0.53
GPN2,marginal,10,0.3
GPN2,marginal,50,0.26
GPN2,marginal,100,0.25
GPN2,residualized,10,0.1
GPN2,residualized,50,0.08
GPN2,residualized,100,0.08
GPN2,irm,10,0.1
GPN2,irm,50,0.22
GPN2,irm,100,0.23
GPN2,within_tissue,10,0.1
GPN2,within_tissue,50,0.14
GPN2,within_tissue,100,0.11
GPN2,dann,10,0.2
GPN2,dann,50,0.24
GPN2,dann,100,0.21
GPN2,adae,10,0.6
GPN2,adae,50,0.52
GPN2,adae,100,0.54
GPX4,marginal,10,0.5
GPX4,marginal,50,0.28
GPX4,marginal,100,0.3
GPX4,residualized,10,0.2
GPX4,residualized,50,0.24
GPX4,residualized,100,0.27
GPX4,irm,10,0.2
GPX4,irm,50,0.3
GPX4,irm,100,0.27
GPX4,within_tissue,10,0.1
GPX4,within_tissue,50,0.14
GPX4,within_tissue,100,0.17
GPX4,dann,10,0.3
GPX4,dann,50,0.36
GPX4,dann,100,0.29
GPX4,adae,10,0.7
GPX4,adae,50,0.54
GPX4,adae,100,0.5
GRB2,marginal,10,0.2
GRB2,marginal,50,0.36
GRB2,marginal,100,0.32
GRB2,residualized,10,0.1
GRB2,residualized,50,0.22
GRB2,residualized,100,0.23
GRB2,irm,10,0.2
GRB2,irm,50,0.34
GRB2,irm,100,0.33
GRB2,within_tissue,10,0.1
GRB2,within_tissue,50,0.2
GRB2,within_tissue,100,0.28
GRB2,dann,10,0.4
GRB2,dann,50,0.26
GRB2,dann,100,0.29
GRB2,adae,10,0.7
GRB2,adae,50,0.68
GRB2,adae,100,0.56
GSPT1,marginal,10,0.5
GSPT1,marginal,50,0.24
GSPT1,marginal,100,0.22
GSPT1,residualized,10,0.2
GSPT1,residualized,50,0.14
GSPT1,residualized,100,0.2
GSPT1,irm,10,0.5
GSPT1,irm,50,0.26
GSPT1,irm,100,0.32
GSPT1,within_tissue,10,0.3
GSPT1,within_tissue,50,0.2
GSPT1,within_tissue,100,0.14
GSPT1,dann,10,0.5
GSPT1,dann,50,0.32
GSPT1,dann,100,0.29
GSPT1,adae,10,0.9
GSPT1,adae,50,0.8
GSPT1,adae,100,0.58
GTPBP4,marginal,10,0.0
GTPBP4,marginal,50,0.24
GTPBP4,marginal,100,0.28
GTPBP4,residualized,10,0.0
GTPBP4,residualized,50,0.16
GTPBP4,residualized,100,0.15
GTPBP4,irm,10,0.3
GTPBP4,irm,50,0.16
GTPBP4,irm,100,0.23
GTPBP4,within_tissue,10,0.0
GTPBP4,within_tissue,50,0.12
GTPBP4,within_tissue,100,0.2
GTPBP4,dann,10,0.1
GTPBP4,dann,50,0.22
GTPBP4,dann,100,0.27
GTPBP4,adae,10,0.2
GTPBP4,adae,50,0.22
GTPBP4,adae,100,0.24
GUK1,marginal,10,0.3
GUK1,marginal,50,0.2
GUK1,marginal,100,0.19
GUK1,residualized,10,0.2
GUK1,residualized,50,0.2
GUK1,residualized,100,0.19
GUK1,irm,10,0.2
GUK1,irm,50,0.1
GUK1,irm,100,0.17
GUK1,within_tissue,10,0.2
GUK1,within_tissue,50,0.08
GUK1,within_tissue,100,0.08
GUK1,dann,10,0.2
GUK1,dann,50,0.24
GUK1,dann,100,0.23
GUK1,adae,10,0.4
GUK1,adae,50,0.32
GUK1,adae,100,0.21
H2BC15,marginal,10,0.5
H2BC15,marginal,50,0.48
H2BC15,marginal,100,0.36
H2BC15,residualized,10,0.1
H2BC15,residualized,50,0.04
H2BC15,residualized,100,0.09
H2BC15,irm,10,0.2
H2BC15,irm,50,0.36
H2BC15,irm,100,0.31
H2BC15,within_tissue,10,0.4
H2BC15,within_tissue,50,0.24
H2BC15,within_tissue,100,0.21
H2BC15,dann,10,0.2
H2BC15,dann,50,0.18
H2BC15,dann,100,0.23
H2BC15,adae,10,0.8
H2BC15,adae,50,0.48
H2BC15,adae,100,0.43
HMGCS1,marginal,10,0.2
HMGCS1,marginal,50,0.22
HMGCS1,marginal,100,0.22
HMGCS1,residualized,10,0.1
HMGCS1,residualized,50,0.14
HMGCS1,residualized,100,0.15
HMGCS1,irm,10,0.0
HMGCS1,irm,50,0.24
HMGCS1,irm,100,0.27
HMGCS1,within_tissue,10,0.1
HMGCS1,within_tissue,50,0.16
HMGCS1,within_tissue,100,0.14
HMGCS1,dann,10,0.4
HMGCS1,dann,50,0.24
HMGCS1,dann,100,0.26
HMGCS1,adae,10,0.5
HMGCS1,adae,50,0.5
HMGCS1,adae,100,0.43
HNF1B,marginal,10,0.3
HNF1B,marginal,50,0.3
HNF1B,marginal,100,0.3
HNF1B,residualized,10,0.2
HNF1B,residualized,50,0.32
HNF1B,residualized,100,0.26
HNF1B,irm,10,0.4
HNF1B,irm,50,0.3
HNF1B,irm,100,0.31
HNF1B,within_tissue,10,0.2
HNF1B,within_tissue,50,0.14
HNF1B,within_tissue,100,0.24
HNF1B,dann,10,0.3
HNF1B,dann,50,0.3
HNF1B,dann,100,0.28
HNF1B,adae,10,0.4
HNF1B,adae,50,0.28
HNF1B,adae,100,0.31
HNRNPH1,marginal,10,0.0
HNRNPH1,marginal,50,0.22
HNRNPH1,marginal,100,0.23
HNRNPH1,residualized,10,0.0
HNRNPH1,residualized,50,0.16
HNRNPH1,residualized,100,0.13
HNRNPH1,irm,10,0.0
HNRNPH1,irm,50,0.12
HNRNPH1,irm,100,0.18
HNRNPH1,within_tissue,10,0.0
HNRNPH1,within_tissue,50,0.08
HNRNPH1,within_tissue,100,0.14
HNRNPH1,dann,10,0.0
HNRNPH1,dann,50,0.12
HNRNPH1,dann,100,0.17
HNRNPH1,adae,10,0.7
HNRNPH1,adae,50,0.68
HNRNPH1,adae,100,0.52
INTS6,marginal,10,0.2
INTS6,marginal,50,0.24
INTS6,marginal,100,0.26
INTS6,residualized,10,0.2
INTS6,residualized,50,0.14
INTS6,residualized,100,0.16
INTS6,irm,10,0.2
INTS6,irm,50,0.18
INTS6,irm,100,0.3
INTS6,within_tissue,10,0.1
INTS6,within_tissue,50,0.12
INTS6,within_tissue,100,0.15
INTS6,dann,10,0.1
INTS6,dann,50,0.2
INTS6,dann,100,0.19
INTS6,adae,10,0.4
INTS6,adae,50,0.38
INTS6,adae,100,0.33
ITGAV,marginal,10,0.4
ITGAV,marginal,50,0.5
ITGAV,marginal,100,0.38
ITGAV,residualized,10,0.5
ITGAV,residualized,50,0.38
ITGAV,residualized,100,0.28
ITGAV,irm,10,0.5
ITGAV,irm,50,0.46
ITGAV,irm,100,0.41
ITGAV,within_tissue,10,0.2
ITGAV,within_tissue,50,0.32
ITGAV,within_tissue,100,0.33
ITGAV,dann,10,0.4
ITGAV,dann,50,0.36
ITGAV,dann,100,0.31
ITGAV,adae,10,0.9
ITGAV,adae,50,0.76
ITGAV,adae,100,0.59
KEAP1,marginal,10,0.3
KEAP1,marginal,50,0.26
KEAP1,marginal,100,0.22
KEAP1,residualized,10,0.4
KEAP1,residualized,50,0.24
KEAP1,residualized,100,0.26
KEAP1,irm,10,0.2
KEAP1,irm,50,0.32
KEAP1,irm,100,0.26
KEAP1,within_tissue,10,0.1
KEAP1,within_tissue,50,0.1
KEAP1,within_tissue,100,0.1
KEAP1,dann,10,0.1
KEAP1,dann,50,0.2
KEAP1,dann,100,0.28
KEAP1,adae,10,0.7
KEAP1,adae,50,0.5
KEAP1,adae,100,0.42
KIF11,marginal,10,0.3
KIF11,marginal,50,0.32
KIF11,marginal,100,0.36
KIF11,residualized,10,0.4
KIF11,residualized,50,0.26
KIF11,residualized,100,0.2
KIF11,irm,10,0.1
KIF11,irm,50,0.3
KIF11,irm,100,0.32
KIF11,within_tissue,10,0.2
KIF11,within_tissue,50,0.16
KIF11,within_tissue,100,0.25
KIF11,dann,10,0.4
KIF11,dann,50,0.34
KIF11,dann,100,0.33
KIF11,adae,10,0.4
KIF11,adae,50,0.48
KIF11,adae,100,0.4
KIF18A,marginal,10,0.3
KIF18A,marginal,50,0.24
KIF18A,marginal,100,0.19
KIF18A,residualized,10,0.2
KIF18A,residualized,50,0.1
KIF18A,residualized,100,0.11
KIF18A,irm,10,0.3
KIF18A,irm,50,0.26
KIF18A,irm,100,0.24
KIF18A,within_tissue,10,0.2
KIF18A,within_tissue,50,0.16
KIF18A,within_tissue,100,0.13
KIF18A,dann,10,0.2
KIF18A,dann,50,0.3
KIF18A,dann,100,0.23
KIF18A,adae,10,0.3
KIF18A,adae,50,0.34
KIF18A,adae,100,0.36
KLF5,marginal,10,0.3
KLF5,marginal,50,0.28
KLF5,marginal,100,0.3
KLF5,residualized,10,0.3
KLF5,residualized,50,0.22
KLF5,residualized,100,0.23
KLF5,irm,10,0.4
KLF5,irm,50,0.3
KLF5,irm,100,0.2
KLF5,within_tissue,10,0.3
KLF5,within_tissue,50,0.18
KLF5,within_tissue,100,0.22
KLF5,dann,10,0.2
KLF5,dann,50,0.28
KLF5,dann,100,0.28
KLF5,adae,10,1.0
KLF5,adae,50,0.72
KLF5,adae,100,0.59
KRAS,marginal,10,0.2
KRAS,marginal,50,0.32
KRAS,marginal,100,0.29
KRAS,residualized,10,0.2
KRAS,residualized,50,0.24
KRAS,residualized,100,0.21
KRAS,irm,10,0.3
KRAS,irm,50,0.32
KRAS,irm,100,0.23
KRAS,within_tissue,10,0.1
KRAS,within_tissue,50,0.26
KRAS,within_tissue,100,0.21
KRAS,dann,10,0.1
KRAS,dann,50,0.36
KRAS,dann,100,0.29
KRAS,adae,10,0.7
KRAS,adae,50,0.5
KRAS,adae,100,0.42
LONP1,marginal,10,0.0
LONP1,marginal,50,0.16
LONP1,marginal,100,0.19
LONP1,residualized,10,0.0
LONP1,residualized,50,0.2
LONP1,residualized,100,0.19
LONP1,irm,10,0.2
LONP1,irm,50,0.16
LONP1,irm,100,0.25
LONP1,within_tissue,10,0.0
LONP1,within_tissue,50,0.06
LONP1,within_tissue,100,0.09
LONP1,dann,10,0.0
LONP1,dann,50,0.18
LONP1,dann,100,0.2
LONP1,adae,10,0.6
LONP1,adae,50,0.4
LONP1,adae,100,0.37
LSM8,marginal,10,0.0
LSM8,marginal,50,0.26
LSM8,marginal,100,0.21
LSM8,residualized,10,0.0
LSM8,residualized,50,0.14
LSM8,residualized,100,0.13
LSM8,irm,10,0.0
LSM8,irm,50,0.26
LSM8,irm,100,0.24
LSM8,within_tissue,10,0.0
LSM8,within_tissue,50,0.1
LSM8,within_tissue,100,0.14
LSM8,dann,10,0.1
LSM8,dann,50,0.14
LSM8,dann,100,0.27
LSM8,adae,10,0.7
LSM8,adae,50,0.54
LSM8,adae,100,0.53
MAD2L2,marginal,10,0.4
MAD2L2,marginal,50,0.26
MAD2L2,marginal,100,0.19
MAD2L2,residualized,10,0.0
MAD2L2,residualized,50,0.1
MAD2L2,residualized,100,0.1
MAD2L2,irm,10,0.2
MAD2L2,irm,50,0.22
MAD2L2,irm,100,0.2
MAD2L2,within_tissue,10,0.2
MAD2L2,within_tissue,50,0.12
MAD2L2,within_tissue,100,0.15
MAD2L2,dann,10,0.2
MAD2L2,dann,50,0.24
MAD2L2,dann,100,0.28
MAD2L2,adae,10,0.4
MAD2L2,adae,50,0.26
MAD2L2,adae,100,0.3
MAGOH,marginal,10,0.1
MAGOH,marginal,50,0.22
MAGOH,marginal,100,0.24
MAGOH,residualized,10,0.1
MAGOH,residualized,50,0.16
MAGOH,residualized,100,0.19
MAGOH,irm,10,0.1
MAGOH,irm,50,0.22
MAGOH,irm,100,0.23
MAGOH,within_tissue,10,0.1
MAGOH,within_tissue,50,0.06
MAGOH,within_tissue,100,0.18
MAGOH,dann,10,0.2
MAGOH,dann,50,0.16
MAGOH,dann,100,0.24
MAGOH,adae,10,0.4
MAGOH,adae,50,0.36
MAGOH,adae,100,0.34
MARS2,marginal,10,0.4
MARS2,marginal,50,0.28
MARS2,marginal,100,0.26
MARS2,residualized,10,0.1
MARS2,residualized,50,0.16
MARS2,residualized,100,0.15
MARS2,irm,10,0.3
MARS2,irm,50,0.26
MARS2,irm,100,0.22
MARS2,within_tissue,10,0.1
MARS2,within_tissue,50,0.14
MARS2,within_tissue,100,0.16
MARS2,dann,10,0.2
MARS2,dann,50,0.22
MARS2,dann,100,0.21
MARS2,adae,10,0.4
MARS2,adae,50,0.4
MARS2,adae,100,0.34
MAT2A,marginal,10,0.2
MAT2A,marginal,50,0.36
MAT2A,marginal,100,0.23
MAT2A,residualized,10,0.3
MAT2A,residualized,50,0.18
MAT2A,residualized,100,0.22
MAT2A,irm,10,0.1
MAT2A,irm,50,0.32
MAT2A,irm,100,0.29
MAT2A,within_tissue,10,0.1
MAT2A,within_tissue,50,0.22
MAT2A,within_tissue,100,0.2
MAT2A,dann,10,0.4
MAT2A,dann,50,0.3
MAT2A,dann,100,0.24
MAT2A,adae,10,0.8
MAT2A,adae,50,0.72
MAT2A,adae,100,0.56
MCL1,marginal,10,0.0
MCL1,marginal,50,0.16
MCL1,marginal,100,0.21
MCL1,residualized,10,0.1
MCL1,residualized,50,0.22
MCL1,residualized,100,0.19
MCL1,irm,10,0.0
MCL1,irm,50,0.16
MCL1,irm,100,0.17
MCL1,within_tissue,10,0.0
MCL1,within_tissue,50,0.08
MCL1,within_tissue,100,0.14
MCL1,dann,10,0.2
MCL1,dann,50,0.26
MCL1,dann,100,0.2
MCL1,adae,10,0.6
MCL1,adae,50,0.42
MCL1,adae,100,0.42
MDM2,marginal,10,0.0
MDM2,marginal,50,0.14
MDM2,marginal,100,0.16
MDM2,residualized,10,0.0
MDM2,residualized,50,0.1
MDM2,residualized,100,0.09
MDM2,irm,10,0.0
MDM2,irm,50,0.18
MDM2,irm,100,0.22
MDM2,within_tissue,10,0.0
MDM2,within_tissue,50,0.04
MDM2,within_tissue,100,0.08
MDM2,dann,10,0.1
MDM2,dann,50,0.22
MDM2,dann,100,0.18
MDM2,adae,10,0.4
MDM2,adae,50,0.44
MDM2,adae,100,0.41
MED1,marginal,10,0.0
MED1,marginal,50,0.16
MED1,marginal,100,0.22
MED1,residualized,10,0.0
MED1,residualized,50,0.14
MED1,residualized,100,0.21
MED1,irm,10,0.0
MED1,irm,50,0.14
MED1,irm,100,0.16
MED1,within_tissue,10,0.0
MED1,within_tissue,50,0.06
MED1,within_tissue,100,0.12
MED1,dann,10,0.0
MED1,dann,50,0.22
MED1,dann,100,0.25
MED1,adae,10,0.4
MED1,adae,50,0.46
MED1,adae,100,0.41
MED12,marginal,10,0.2
MED12,marginal,50,0.42
MED12,marginal,100,0.29
MED12,residualized,10,0.4
MED12,residualized,50,0.38
MED12,residualized,100,0.31
MED12,irm,10,0.5
MED12,irm,50,0.42
MED12,irm,100,0.31
MED12,within_tissue,10,0.0
MED12,within_tissue,50,0.18
MED12,within_tissue,100,0.17
MED12,dann,10,0.2
MED12,dann,50,0.26
MED12,dann,100,0.23
MED12,adae,10,0.8
MED12,adae,50,0.56
MED12,adae,100,0.52
MMS22L,marginal,10,0.0
MMS22L,marginal,50,0.08
MMS22L,marginal,100,0.13
MMS22L,residualized,10,0.0
MMS22L,residualized,50,0.08
MMS22L,residualized,100,0.1
MMS22L,irm,10,0.0
MMS22L,irm,50,0.06
MMS22L,irm,100,0.11
MMS22L,within_tissue,10,0.0
MMS22L,within_tissue,50,0.02
MMS22L,within_tissue,100,0.03
MMS22L,dann,10,0.0
MMS22L,dann,50,0.14
MMS22L,dann,100,0.11
MMS22L,adae,10,0.5
MMS22L,adae,50,0.42
MMS22L,adae,100,0.42
MRPL33,marginal,10,0.1
MRPL33,marginal,50,0.16
MRPL33,marginal,100,0.21
MRPL33,residualized,10,0.0
MRPL33,residualized,50,0.08
MRPL33,residualized,100,0.12
MRPL33,irm,10,0.3
MRPL33,irm,50,0.26
MRPL33,irm,100,0.18
MRPL33,within_tissue,10,0.0
MRPL33,within_tissue,50,0.0
MRPL33,within_tissue,100,0.05
MRPL33,dann,10,0.1
MRPL33,dann,50,0.14
MRPL33,dann,100,0.18
MRPL33,adae,10,0.5
MRPL33,adae,50,0.44
MRPL33,adae,100,0.4
MRPL57,marginal,10,0.3
MRPL57,marginal,50,0.16
MRPL57,marginal,100,0.17
MRPL57,residualized,10,0.1
MRPL57,residualized,50,0.12
MRPL57,residualized,100,0.14
MRPL57,irm,10,0.1
MRPL57,irm,50,0.18
MRPL57,irm,100,0.16
MRPL57,within_tissue,10,0.1
MRPL57,within_tissue,50,0.08
MRPL57,within_tissue,100,0.1
MRPL57,dann,10,0.0
MRPL57,dann,50,0.24
MRPL57,dann,100,0.2
MRPL57,adae,10,0.4
MRPL57,adae,50,0.42
MRPL57,adae,100,0.37
MSTO1,marginal,10,0.1
MSTO1,marginal,50,0.16
MSTO1,marginal,100,0.18
MSTO1,residualized,10,0.0
MSTO1,residualized,50,0.12
MSTO1,residualized,100,0.16
MSTO1,irm,10,0.2
MSTO1,irm,50,0.16
MSTO1,irm,100,0.2
MSTO1,within_tissue,10,0.0
MSTO1,within_tissue,50,0.06
MSTO1,within_tissue,100,0.08
MSTO1,dann,10,0.3
MSTO1,dann,50,0.18
MSTO1,dann,100,0.18
MSTO1,adae,10,0.9
MSTO1,adae,50,0.66
MSTO1,adae,100,0.52
MYC,marginal,10,0.1
MYC,marginal,50,0.26
MYC,marginal,100,0.2
MYC,residualized,10,0.2
MYC,residualized,50,0.2
MYC,residualized,100,0.17
MYC,irm,10,0.1
MYC,irm,50,0.2
MYC,irm,100,0.2
MYC,within_tissue,10,0.1
MYC,within_tissue,50,0.14
MYC,within_tissue,100,0.13
MYC,dann,10,0.1
MYC,dann,50,0.18
MYC,dann,100,0.18
MYC,adae,10,0.5
MYC,adae,50,0.34
MYC,adae,100,0.32
MYH9,marginal,10,0.2
MYH9,marginal,50,0.32
MYH9,marginal,100,0.26
MYH9,residualized,10,0.1
MYH9,residualized,50,0.18
MYH9,residualized,100,0.2
MYH9,irm,10,0.2
MYH9,irm,50,0.28
MYH9,irm,100,0.28
MYH9,within_tissue,10,0.0
MYH9,within_tissue,50,0.2
MYH9,within_tissue,100,0.18
MYH9,dann,10,0.4
MYH9,dann,50,0.26
MYH9,dann,100,0.25
MYH9,adae,10,0.1
MYH9,adae,50,0.22
MYH9,adae,100,0.24
NAA10,marginal,10,0.1
NAA10,marginal,50,0.22
NAA10,marginal,100,0.17
NAA10,residualized,10,0.1
NAA10,residualized,50,0.2
NAA10,residualized,100,0.19
NAA10,irm,10,0.2
NAA10,irm,50,0.18
NAA10,irm,100,0.21
NAA10,within_tissue,10,0.0
NAA10,within_tissue,50,0.14
NAA10,within_tissue,100,0.1
NAA10,dann,10,0.1
NAA10,dann,50,0.2
NAA10,dann,100,0.24
NAA10,adae,10,0.1
NAA10,adae,50,0.28
NAA10,adae,100,0.3
NAPG,marginal,10,0.1
NAPG,marginal,50,0.18
NAPG,marginal,100,0.23
NAPG,residualized,10,0.0
NAPG,residualized,50,0.08
NAPG,residualized,100,0.09
NAPG,irm,10,0.1
NAPG,irm,50,0.18
NAPG,irm,100,0.22
NAPG,within_tissue,10,0.0
NAPG,within_tissue,50,0.12
NAPG,within_tissue,100,0.16
NAPG,dann,10,0.0
NAPG,dann,50,0.2
NAPG,dann,100,0.26
NAPG,adae,10,0.0
NAPG,adae,50,0.22
NAPG,adae,100,0.29
NCAPD3,marginal,10,0.2
NCAPD3,marginal,50,0.22
NCAPD3,marginal,100,0.24
NCAPD3,residualized,10,0.2
NCAPD3,residualized,50,0.22
NCAPD3,residualized,100,0.17
NCAPD3,irm,10,0.3
NCAPD3,irm,50,0.2
NCAPD3,irm,100,0.21
NCAPD3,within_tissue,10,0.1
NCAPD3,within_tissue,50,0.16
NCAPD3,within_tissue,100,0.15
NCAPD3,dann,10,0.2
NCAPD3,dann,50,0.26
NCAPD3,dann,100,0.24
NCAPD3,adae,10,0.8
NCAPD3,adae,50,0.7
NCAPD3,adae,100,0.6
NELFB,marginal,10,0.1
NELFB,marginal,50,0.14
NELFB,marginal,100,0.15
NELFB,residualized,10,0.1
NELFB,residualized,50,0.08
NELFB,residualized,100,0.11
NELFB,irm,10,0.0
NELFB,irm,50,0.1
NELFB,irm,100,0.12
NELFB,within_tissue,10,0.0
NELFB,within_tissue,50,0.08
NELFB,within_tissue,100,0.09
NELFB,dann,10,0.2
NELFB,dann,50,0.16
NELFB,dann,100,0.18
NELFB,adae,10,0.5
NELFB,adae,50,0.56
NELFB,adae,100,0.48
NF2,marginal,10,0.1
NF2,marginal,50,0.26
NF2,marginal,100,0.23
NF2,residualized,10,0.2
NF2,residualized,50,0.22
NF2,residualized,100,0.22
NF2,irm,10,0.0
NF2,irm,50,0.24
NF2,irm,100,0.21
NF2,within_tissue,10,0.1
NF2,within_tissue,50,0.08
NF2,within_tissue,100,0.13
NF2,dann,10,0.2
NF2,dann,50,0.28
NF2,dann,100,0.27
NF2,adae,10,0.7
NF2,adae,50,0.48
NF2,adae,100,0.41
NHLRC2,marginal,10,0.4
NHLRC2,marginal,50,0.26
NHLRC2,marginal,100,0.22
NHLRC2,residualized,10,0.1
NHLRC2,residualized,50,0.14
NHLRC2,residualized,100,0.16
NHLRC2,irm,10,0.2
NHLRC2,irm,50,0.16
NHLRC2,irm,100,0.15
NHLRC2,within_tissue,10,0.1
NHLRC2,within_tissue,50,0.12
NHLRC2,within_tissue,100,0.13
NHLRC2,dann,10,0.3
NHLRC2,dann,50,0.22
NHLRC2,dann,100,0.22
NHLRC2,adae,10,0.7
NHLRC2,adae,50,0.66
NHLRC2,adae,100,0.54
NMNAT1,marginal,10,0.5
NMNAT1,marginal,50,0.54
NMNAT1,marginal,100,0.39
NMNAT1,residualized,10,0.1
NMNAT1,residualized,50,0.3
NMNAT1,residualized,100,0.22
NMNAT1,irm,10,0.3
NMNAT1,irm,50,0.38
NMNAT1,irm,100,0.37
NMNAT1,within_tissue,10,0.2
NMNAT1,within_tissue,50,0.26
NMNAT1,within_tissue,100,0.21
NMNAT1,dann,10,0.5
NMNAT1,dann,50,0.32
NMNAT1,dann,100,0.28
NMNAT1,adae,10,1.0
NMNAT1,adae,50,0.92
NMNAT1,adae,100,0.8
NPM1,marginal,10,0.2
NPM1,marginal,50,0.16
NPM1,marginal,100,0.14
NPM1,residualized,10,0.2
NPM1,residualized,50,0.16
NPM1,residualized,100,0.15
NPM1,irm,10,0.3
NPM1,irm,50,0.24
NPM1,irm,100,0.25
NPM1,within_tissue,10,0.2
NPM1,within_tissue,50,0.08
NPM1,within_tissue,100,0.07
NPM1,dann,10,0.3
NPM1,dann,50,0.16
NPM1,dann,100,0.22
NPM1,adae,10,0.1
NPM1,adae,50,0.08
NPM1,adae,100,0.09
NSF,marginal,10,0.3
NSF,marginal,50,0.3
NSF,marginal,100,0.26
NSF,residualized,10,0.2
NSF,residualized,50,0.12
NSF,residualized,100,0.14
NSF,irm,10,0.3
NSF,irm,50,0.28
NSF,irm,100,0.31
NSF,within_tissue,10,0.2
NSF,within_tissue,50,0.2
NSF,within_tissue,100,0.19
NSF,dann,10,0.3
NSF,dann,50,0.28
NSF,dann,100,0.33
NSF,adae,10,0.1
