item,method,K,contamination
SDHB,within_tissue,10,0.4
SDHB,within_tissue,50,0.34
SDHB,within_tissue,100,0.25
SDHB,dann,10,0.4
SDHB,dann,50,0.32
SDHB,dann,100,0.26
SDHB,adae,10,1.0
SDHB,adae,50,0.72
SDHB,adae,100,0.63
SEPHS2,marginal,10,0.2
SEPHS2,marginal,50,0.3
SEPHS2,marginal,100,0.28
SEPHS2,residualized,10,0.2
SEPHS2,residualized,50,0.18
SEPHS2,residualized,100,0.2
SEPHS2,irm,10,0.3
SEPHS2,irm,50,0.28
SEPHS2,irm,100,0.24
SEPHS2,within_tissue,10,0.1
SEPHS2,within_tissue,50,0.14
SEPHS2,within_tissue,100,0.15
SEPHS2,dann,10,0.3
SEPHS2,dann,50,0.26
SEPHS2,dann,100,0.23
SEPHS2,adae,10,0.5
SEPHS2,adae,50,0.5
SEPHS2,adae,100,0.5
SEPSECS,marginal,10,0.2
SEPSECS,marginal,50,0.22
SEPSECS,marginal,100,0.22
SEPSECS,residualized,10,0.2
SEPSECS,residualized,50,0.2
SEPSECS,residualized,100,0.21
SEPSECS,irm,10,0.1
SEPSECS,irm,50,0.22
SEPSECS,irm,100,0.26
SEPSECS,within_tissue,10,0.1
SEPSECS,within_tissue,50,0.08
SEPSECS,within_tissue,100,0.11
SEPSECS,dann,10,0.0
SEPSECS,dann,50,0.28
SEPSECS,dann,100,0.27
SEPSECS,adae,10,0.9
SEPSECS,adae,50,0.72
SEPSECS,adae,100,0.55
SKP2,marginal,10,0.1
SKP2,marginal,50,0.1
SKP2,marginal,100,0.18
SKP2,residualized,10,0.1
SKP2,residualized,50,0.1
SKP2,residualized,100,0.16
SKP2,irm,10,0.1
SKP2,irm,50,0.2
SKP2,irm,100,0.2
SKP2,within_tissue,10,0.0
SKP2,within_tissue,50,0.04
SKP2,within_tissue,100,0.07
SKP2,dann,10,0.1
SKP2,dann,50,0.2
SKP2,dann,100,0.21
SKP2,adae,10,0.0
SKP2,adae,50,0.32
SKP2,adae,100,0.27
SMG1,marginal,10,0.1
SMG1,marginal,50,0.22
SMG1,marginal,100,0.2
SMG1,residualized,10,0.0
SMG1,residualized,50,0.1
SMG1,residualized,100,0.09
SMG1,irm,10,0.5
SMG1,irm,50,0.3
SMG1,irm,100,0.21
SMG1,within_tissue,10,0.0
SMG1,within_tissue,50,0.08
SMG1,within_tissue,100,0.13
SMG1,dann,10,0.3
SMG1,dann,50,0.26
SMG1,dann,100,0.2
SMG1,adae,10,0.1
SMG1,adae,50,0.06
SMG1,adae,100,0.11
SNAP23,marginal,10,0.1
SNAP23,marginal,50,0.22
SNAP23,marginal,100,0.22
SNAP23,residualized,10,0.0
SNAP23,residualized,50,0.14
SNAP23,residualized,100,0.17
SNAP23,irm,10,0.0
SNAP23,irm,50,0.2
SNAP23,irm,100,0.18
SNAP23,within_tissue,10,0.0
SNAP23,within_tissue,50,0.16
SNAP23,within_tissue,100,0.12
SNAP23,dann,10,0.1
SNAP23,dann,50,0.14
SNAP23,dann,100,0.15
SNAP23,adae,10,0.8
SNAP23,adae,50,0.66
SNAP23,adae,100,0.56
SNRPA1,marginal,10,0.2
SNRPA1,marginal,50,0.38
SNRPA1,marginal,100,0.34
SNRPA1,residualized,10,0.0
SNRPA1,residualized,50,0.06
SNRPA1,residualized,100,0.08
SNRPA1,irm,10,0.3
SNRPA1,irm,50,0.28
SNRPA1,irm,100,0.28
SNRPA1,within_tissue,10,0.1
SNRPA1,within_tissue,50,0.2
SNRPA1,within_tissue,100,0.24
SNRPA1,dann,10,0.5
SNRPA1,dann,50,0.38
SNRPA1,dann,100,0.32
SNRPA1,adae,10,0.4
SNRPA1,adae,50,0.32
SNRPA1,adae,100,0.37
SNRPB2,marginal,10,0.2
SNRPB2,marginal,50,0.2
SNRPB2,marginal,100,0.23
SNRPB2,residualized,10,0.1
SNRPB2,residualized,50,0.12
SNRPB2,residualized,100,0.14
SNRPB2,irm,10,0.2
SNRPB2,irm,50,0.22
SNRPB2,irm,100,0.17
SNRPB2,within_tissue,10,0.1
SNRPB2,within_tissue,50,0.06
SNRPB2,within_tissue,100,0.12
SNRPB2,dann,10,0.0
SNRPB2,dann,50,0.16
SNRPB2,dann,100,0.23
SNRPB2,adae,10,0.3
SNRPB2,adae,50,0.4
SNRPB2,adae,100,0.31
SNRPD1,marginal,10,0.1
SNRPD1,marginal,50,0.3
SNRPD1,marginal,100,0.33
SNRPD1,residualized,10,0.1
SNRPD1,residualized,50,0.12
SNRPD1,residualized,100,0.1
SNRPD1,irm,10,0.1
SNRPD1,irm,50,0.24
SNRPD1,irm,100,0.29
SNRPD1,within_tissue,10,0.1
SNRPD1,within_tissue,50,0.1
SNRPD1,within_tissue,100,0.2
SNRPD1,dann,10,0.2
SNRPD1,dann,50,0.3
SNRPD1,dann,100,0.35
SNRPD1,adae,10,0.4
SNRPD1,adae,50,0.5
SNRPD1,adae,100,0.48
SNRPD3,marginal,10,0.4
SNRPD3,marginal,50,0.42
SNRPD3,marginal,100,0.42
SNRPD3,residualized,10,0.1
SNRPD3,residualized,50,0.22
SNRPD3,residualized,100,0.19
SNRPD3,irm,10,0.6
SNRPD3,irm,50,0.42
SNRPD3,irm,100,0.38
SNRPD3,within_tissue,10,0.2
SNRPD3,within_tissue,50,0.26
SNRPD3,within_tissue,100,0.37
SNRPD3,dann,10,0.5
SNRPD3,dann,50,0.4
SNRPD3,dann,100,0.4
SNRPD3,adae,10,0.5
SNRPD3,adae,50,0.26
SNRPD3,adae,100,0.35
SNRPF,marginal,10,0.6
SNRPF,marginal,50,0.44
SNRPF,marginal,100,0.35
SNRPF,residualized,10,0.2
SNRPF,residualized,50,0.08
SNRPF,residualized,100,0.06
SNRPF,irm,10,0.2
SNRPF,irm,50,0.26
SNRPF,irm,100,0.29
SNRPF,within_tissue,10,0.3
SNRPF,within_tissue,50,0.28
SNRPF,within_tissue,100,0.25
SNRPF,dann,10,0.5
SNRPF,dann,50,0.38
SNRPF,dann,100,0.34
SNRPF,adae,10,0.6
SNRPF,adae,50,0.52
SNRPF,adae,100,0.43
SOD1,marginal,10,0.0
SOD1,marginal,50,0.18
SOD1,marginal,100,0.26
SOD1,residualized,10,0.0
SOD1,residualized,50,0.16
SOD1,residualized,100,0.14
SOD1,irm,10,0.2
SOD1,irm,50,0.22
SOD1,irm,100,0.23
SOD1,within_tissue,10,0.0
SOD1,within_tissue,50,0.06
SOD1,within_tissue,100,0.13
SOD1,dann,10,0.0
SOD1,dann,50,0.2
SOD1,dann,100,0.24
SOD1,adae,10,0.9
SOD1,adae,50,0.7
SOD1,adae,100,0.6
SOD2,marginal,10,0.1
SOD2,marginal,50,0.16
SOD2,marginal,100,0.15
SOD2,residualized,10,0.1
SOD2,residualized,50,0.12
SOD2,residualized,100,0.14
SOD2,irm,10,0.0
SOD2,irm,50,0.12
SOD2,irm,100,0.14
SOD2,within_tissue,10,0.0
SOD2,within_tissue,50,0.08
SOD2,within_tissue,100,0.1
SOD2,dann,10,0.1
SOD2,dann,50,0.14
SOD2,dann,100,0.18
SOD2,adae,10,0.5
SOD2,adae,50,0.48
SOD2,adae,100,0.42
SPC24,marginal,10,0.4
SPC24,marginal,50,0.24
SPC24,marginal,100,0.26
SPC24,residualized,10,0.4
SPC24,residualized,50,0.16
SPC24,residualized,100,0.12
SPC24,irm,10,0.3
SPC24,irm,50,0.22
SPC24,irm,100,0.22
SPC24,within_tissue,10,0.1
SPC24,within_tissue,50,0.14
SPC24,within_tissue,100,0.17
SPC24,dann,10,0.4
SPC24,dann,50,0.28
SPC24,dann,100,0.26
SPC24,adae,10,0.9
SPC24,adae,50,0.66
SPC24,adae,100,0.54
SRSF3,marginal,10,0.3
SRSF3,marginal,50,0.32
SRSF3,marginal,100,0.29
SRSF3,residualized,10,0.2
SRSF3,residualized,50,0.14
SRSF3,residualized,100,0.11
SRSF3,irm,10,0.2
SRSF3,irm,50,0.24
SRSF3,irm,100,0.27
SRSF3,within_tissue,10,0.1
SRSF3,within_tissue,50,0.18
SRSF3,within_tissue,100,0.2
SRSF3,dann,10,0.2
SRSF3,dann,50,0.28
SRSF3,dann,100,0.28
SRSF3,adae,10,0.1
SRSF3,adae,50,0.28
SRSF3,adae,100,0.31
SS18L2,marginal,10,0.0
SS18L2,marginal,50,0.14
SS18L2,marginal,100,0.2
SS18L2,residualized,10,0.1
SS18L2,residualized,50,0.1
SS18L2,residualized,100,0.1
SS18L2,irm,10,0.2
SS18L2,irm,50,0.22
SS18L2,irm,100,0.21
SS18L2,within_tissue,10,0.0
SS18L2,within_tissue,50,0.08
SS18L2,within_tissue,100,0.11
SS18L2,dann,10,0.0
SS18L2,dann,50,0.18
SS18L2,dann,100,0.2
SS18L2,adae,10,0.0
SS18L2,adae,50,0.24
SS18L2,adae,100,0.25
STX4,marginal,10,0.5
STX4,marginal,50,0.32
STX4,marginal,100,0.27
STX4,residualized,10,0.3
STX4,residualized,50,0.26
STX4,residualized,100,0.23
STX4,irm,10,0.3
STX4,irm,50,0.32
STX4,irm,100,0.27
STX4,within_tissue,10,0.4
STX4,within_tissue,50,0.18
STX4,within_tissue,100,0.19
STX4,dann,10,0.4
STX4,dann,50,0.16
STX4,dann,100,0.25
STX4,adae,10,1.0
STX4,adae,50,0.74
STX4,adae,100,0.59
SYS1,marginal,10,0.2
SYS1,marginal,50,0.26
SYS1,marginal,100,0.27
SYS1,residualized,10,0.1
SYS1,residualized,50,0.12
SYS1,residualized,100,0.2
SYS1,irm,10,0.3
SYS1,irm,50,0.28
SYS1,irm,100,0.17
SYS1,within_tissue,10,0.0
SYS1,within_tissue,50,0.14
SYS1,within_tissue,100,0.14
SYS1,dann,10,0.1
SYS1,dann,50,0.2
SYS1,dann,100,0.21
SYS1,adae,10,0.6
SYS1,adae,50,0.68
SYS1,adae,100,0.47
TADA1,marginal,10,0.3
TADA1,marginal,50,0.22
TADA1,marginal,100,0.27
TADA1,residualized,10,0.1
TADA1,residualized,50,0.16
TADA1,residualized,100,0.18
TADA1,irm,10,0.4
TADA1,irm,50,0.28
TADA1,irm,100,0.28
TADA1,within_tissue,10,0.0
TADA1,within_tissue,50,0.16
TADA1,within_tissue,100,0.15
TADA1,dann,10,0.3
TADA1,dann,50,0.22
TADA1,dann,100,0.22
TADA1,adae,10,0.8
TADA1,adae,50,0.58
TADA1,adae,100,0.51
TAMM41,marginal,10,0.1
TAMM41,marginal,50,0.2
TAMM41,marginal,100,0.19
TAMM41,residualized,10,0.1
TAMM41,residualized,50,0.14
TAMM41,residualized,100,0.16
TAMM41,irm,10,0.0
TAMM41,irm,50,0.1
TAMM41,irm,100,0.16
TAMM41,within_tissue,10,0.0
TAMM41,within_tissue,50,0.08
TAMM41,within_tissue,100,0.1
TAMM41,dann,10,0.0
TAMM41,dann,50,0.12
TAMM41,dann,100,0.18
TAMM41,adae,10,0.2
TAMM41,adae,50,0.2
TAMM41,adae,100,0.25
TFRC,marginal,10,0.3
TFRC,marginal,50,0.26
TFRC,marginal,100,0.26
TFRC,residualized,10,0.3
TFRC,residualized,50,0.2
TFRC,residualized,100,0.2
TFRC,irm,10,0.3
TFRC,irm,50,0.34
TFRC,irm,100,0.26
TFRC,within_tissue,10,0.1
TFRC,within_tissue,50,0.16
TFRC,within_tissue,100,0.15
TFRC,dann,10,0.1
TFRC,dann,50,0.28
TFRC,dann,100,0.22
TFRC,adae,10,0.7
TFRC,adae,50,0.66
TFRC,adae,100,0.59
THAP1,marginal,10,0.1
THAP1,marginal,50,0.14
THAP1,marginal,100,0.13
THAP1,residualized,10,0.2
THAP1,residualized,50,0.06
THAP1,residualized,100,0.09
THAP1,irm,10,0.1
THAP1,irm,50,0.14
THAP1,irm,100,0.17
THAP1,within_tissue,10,0.1
THAP1,within_tissue,50,0.1
THAP1,within_tissue,100,0.09
THAP1,dann,10,0.1
THAP1,dann,50,0.08
THAP1,dann,100,0.12
THAP1,adae,10,0.0
THAP1,adae,50,0.18
THAP1,adae,100,0.27
TIMM10,marginal,10,0.2
TIMM10,marginal,50,0.22
TIMM10,marginal,100,0.24
TIMM10,residualized,10,0.1
TIMM10,residualized,50,0.18
TIMM10,residualized,100,0.17
TIMM10,irm,10,0.2
TIMM10,irm,50,0.2
TIMM10,irm,100,0.19
TIMM10,within_tissue,10,0.1
TIMM10,within_tissue,50,0.16
TIMM10,within_tissue,100,0.12
TIMM10,dann,10,0.4
TIMM10,dann,50,0.28
TIMM10,dann,100,0.25
TIMM10,adae,10,1.0
TIMM10,adae,50,0.68
TIMM10,adae,100,0.55
TINF2,marginal,10,0.0
TINF2,marginal,50,0.14
TINF2,marginal,100,0.17
TINF2,residualized,10,0.0
TINF2,residualized,50,0.06
TINF2,residualized,100,0.1
TINF2,irm,10,0.1
TINF2,irm,50,0.22
TINF2,irm,100,0.2
TINF2,within_tissue,10,0.0
TINF2,within_tissue,50,0.06
TINF2,within_tissue,100,0.08
TINF2,dann,10,0.2
TINF2,dann,50,0.22
TINF2,dann,100,0.18
TINF2,adae,10,0.5
TINF2,adae,50,0.44
TINF2,adae,100,0.43
TOP2A,marginal,10,0.3
TOP2A,marginal,50,0.18
TOP2A,marginal,100,0.25
TOP2A,residualized,10,0.0
TOP2A,residualized,50,0.2
TOP2A,residualized,100,0.16
TOP2A,irm,10,0.2
TOP2A,irm,50,0.18
TOP2A,irm,100,0.25
TOP2A,within_tissue,10,0.2
TOP2A,within_tissue,50,0.12
TOP2A,within_tissue,100,0.12
TOP2A,dann,10,0.4
TOP2A,dann,50,0.24
TOP2A,dann,100,0.27
TOP2A,adae,10,0.4
TOP2A,adae,50,0.52
TOP2A,adae,100,0.47
TP53,marginal,10,0.1
TP53,marginal,50,0.2
TP53,marginal,100,0.21
TP53,residualized,10,0.0
TP53,residualized,50,0.12
TP53,residualized,100,0.17
TP53,irm,10,0.1
TP53,irm,50,0.12
TP53,irm,100,0.19
TP53,within_tissue,10,0.1
TP53,within_tissue,50,0.12
TP53,within_tissue,100,0.13
TP53,dann,10,0.1
TP53,dann,50,0.28
TP53,dann,100,0.22
TP53,adae,10,0.5
TP53,adae,50,0.54
TP53,adae,100,0.44
TRPM7,marginal,10,0.3
TRPM7,marginal,50,0.24
TRPM7,marginal,100,0.24
TRPM7,residualized,10,0.2
TRPM7,residualized,50,0.12
TRPM7,residualized,100,0.16
TRPM7,irm,10,0.3
TRPM7,irm,50,0.4
TRPM7,irm,100,0.27
TRPM7,within_tissue,10,0.2
TRPM7,within_tissue,50,0.14
TRPM7,within_tissue,100,0.18
TRPM7,dann,10,0.3
TRPM7,dann,50,0.26
TRPM7,dann,100,0.23
TRPM7,adae,10,0.5
TRPM7,adae,50,0.58
TRPM7,adae,100,0.5
TSC2,marginal,10,0.2
TSC2,marginal,50,0.24
TSC2,marginal,100,0.27
TSC2,residualized,10,0.2
TSC2,residualized,50,0.16
TSC2,residualized,100,0.18
TSC2,irm,10,0.3
TSC2,irm,50,0.34
TSC2,irm,100,0.31
TSC2,within_tissue,10,0.1
TSC2,within_tissue,50,0.14
TSC2,within_tissue,100,0.13
TSC2,dann,10,0.3
TSC2,dann,50,0.2
TSC2,dann,100,0.24
TSC2,adae,10,0.5
TSC2,adae,50,0.6
TSC2,adae,100,0.5
TUBB,marginal,10,0.3
TUBB,marginal,50,0.22
TUBB,marginal,100,0.25
TUBB,residualized,10,0.1
TUBB,residualized,50,0.16
TUBB,residualized,100,0.15
TUBB,irm,10,0.3
TUBB,irm,50,0.2
TUBB,irm,100,0.24
TUBB,within_tissue,10,0.3
TUBB,within_tissue,50,0.08
TUBB,within_tissue,100,0.16
TUBB,dann,10,0.3
TUBB,dann,50,0.2
TUBB,dann,100,0.26
TUBB,adae,10,0.9
TUBB,adae,50,0.68
TUBB,adae,100,0.52
TXNL4A,marginal,10,0.2
TXNL4A,marginal,50,0.26
TXNL4A,marginal,100,0.23
TXNL4A,residualized,10,0.0
TXNL4A,residualized,50,0.06
TXNL4A,residualized,100,0.07
TXNL4A,irm,10,0.2
TXNL4A,irm,50,0.18
TXNL4A,irm,100,0.18
TXNL4A,within_tissue,10,0.0
TXNL4A,within_tissue,50,0.14
TXNL4A,within_tissue,100,0.15
TXNL4A,dann,10,0.2
TXNL4A,dann,50,0.22
TXNL4A,dann,100,0.19
TXNL4A,adae,10,0.0
TXNL4A,adae,50,0.18
TXNL4A,adae,100,0.18
TXNRD1,marginal,10,0.3
TXNRD1,marginal,50,0.28
TXNRD1,marginal,100,0.25
TXNRD1,residualized,10,0.2
TXNRD1,residualized,50,0.14
TXNRD1,residualized,100,0.17
TXNRD1,irm,10,0.2
TXNRD1,irm,50,0.26
TXNRD1,irm,100,0.21
TXNRD1,within_tissue,10,0.1
TXNRD1,within_tissue,50,0.12
TXNRD1,within_tissue,100,0.14
TXNRD1,dann,10,0.2
TXNRD1,dann,50,0.26
TXNRD1,dann,100,0.2
TXNRD1,adae,10,0.7
TXNRD1,adae,50,0.66
TXNRD1,adae,100,0.54
TYMS,marginal,10,0.1
TYMS,marginal,50,0.2
TYMS,marginal,100,0.22
TYMS,residualized,10,0.0
TYMS,residualized,50,0.1
TYMS,residualized,100,0.17
TYMS,irm,10,0.2
TYMS,irm,50,0.26
TYMS,irm,100,0.28
TYMS,within_tissue,10,0.0
TYMS,within_tissue,50,0.16
TYMS,within_tissue,100,0.11
TYMS,dann,10,0.1
TYMS,dann,50,0.2
TYMS,dann,100,0.21
TYMS,adae,10,0.6
TYMS,adae,50,0.48
TYMS,adae,100,0.51
UBE2D3,marginal,10,0.1
UBE2D3,marginal,50,0.16
UBE2D3,marginal,100,0.18
UBE2D3,residualized,10,0.0
UBE2D3,residualized,50,0.16
UBE2D3,residualized,100,0.21
UBE2D3,irm,10,0.2
UBE2D3,irm,50,0.18
UBE2D3,irm,100,0.18
UBE2D3,within_tissue,10,0.0
UBE2D3,within_tissue,50,0.1
UBE2D3,within_tissue,100,0.08
UBE2D3,dann,10,0.3
UBE2D3,dann,50,0.32
UBE2D3,dann,100,0.29
UBE2D3,adae,10,0.1
UBE2D3,adae,50,0.24
UBE2D3,adae,100,0.25
UBE2M,marginal,10,0.0
UBE2M,marginal,50,0.24
UBE2M,marginal,100,0.26
UBE2M,residualized,10,0.3
UBE2M,residualized,50,0.12
UBE2M,residualized,100,0.16
UBE2M,irm,10,0.1
UBE2M,irm,50,0.16
UBE2M,irm,100,0.2
UBE2M,within_tissue,10,0.0
UBE2M,within_tissue,50,0.14
UBE2M,within_tissue,100,0.17
UBE2M,dann,10,0.0
UBE2M,dann,50,0.18
UBE2M,dann,100,0.21
UBE2M,adae,10,0.6
UBE2M,adae,50,0.5
UBE2M,adae,100,0.46
UBE2N,marginal,10,0.1
UBE2N,marginal,50,0.24
UBE2N,marginal,100,0.19
UBE2N,residualized,10,0.1
UBE2N,residualized,50,0.16
UBE2N,residualized,100,0.13
UBE2N,irm,10,0.1
UBE2N,irm,50,0.26
UBE2N,irm,100,0.26
UBE2N,within_tissue,10,0.0
UBE2N,within_tissue,50,0.1
UBE2N,within_tissue,100,0.12
UBE2N,dann,10,0.1
UBE2N,dann,50,0.3
UBE2N,dann,100,0.23
UBE2N,adae,10,0.4
UBE2N,adae,50,0.26
UBE2N,adae,100,0.28
UBR4,marginal,10,0.1
UBR4,marginal,50,0.24
UBR4,marginal,100,0.3
UBR4,residualized,10,0.0
UBR4,residualized,50,0.12
UBR4,residualized,100,0.17
UBR4,irm,10,0.1
UBR4,irm,50,0.22
UBR4,irm,100,0.27
UBR4,within_tissue,10,0.0
UBR4,within_tissue,50,0.14
UBR4,within_tissue,100,0.17
UBR4,dann,10,0.1
UBR4,dann,50,0.28
UBR4,dann,100,0.26
UBR4,adae,10,0.6
UBR4,adae,50,0.64
UBR4,adae,100,0.6
UMPS,marginal,10,0.6
UMPS,marginal,50,0.42
UMPS,marginal,100,0.34
UMPS,residualized,10,0.2
UMPS,residualized,50,0.34
UMPS,residualized,100,0.25
UMPS,irm,10,0.6
UMPS,irm,50,0.3
UMPS,irm,100,0.29
UMPS,within_tissue,10,0.2
UMPS,within_tissue,50,0.24
UMPS,within_tissue,100,0.19
UMPS,dann,10,0.4
UMPS,dann,50,0.32
UMPS,dann,100,0.23
UMPS,adae,10,0.7
UMPS,adae,50,0.7
UMPS,adae,100,0.64
UROD,marginal,10,0.0
UROD,marginal,50,0.24
UROD,marginal,100,0.28
UROD,residualized,10,0.1
UROD,residualized,50,0.28
UROD,residualized,100,0.22
UROD,irm,10,0.2
UROD,irm,50,0.32
UROD,irm,100,0.33
UROD,within_tissue,10,0.0
UROD,within_tissue,50,0.08
UROD,within_tissue,100,0.14
UROD,dann,10,0.2
UROD,dann,50,0.18
UROD,dann,100,0.19
UROD,adae,10,0.7
UROD,adae,50,0.58
UROD,adae,100,0.48
USP7,marginal,10,0.2
USP7,marginal,50,0.2
USP7,marginal,100,0.19
USP7,residualized,10,0.1
USP7,residualized,50,0.14
USP7,residualized,100,0.16
USP7,irm,10,0.0
USP7,irm,50,0.14
USP7,irm,100,0.13
USP7,within_tissue,10,0.1
USP7,within_tissue,50,0.12
USP7,within_tissue,100,0.09
USP7,dann,10,0.2
USP7,dann,50,0.34
USP7,dann,100,0.28
USP7,adae,10,0.2
USP7,adae,50,0.26
USP7,adae,100,0.28
UTP4,marginal,10,0.2
UTP4,marginal,50,0.18
UTP4,marginal,100,0.17
UTP4,residualized,10,0.0
UTP4,residualized,50,0.14
UTP4,residualized,100,0.11
UTP4,irm,10,0.1
UTP4,irm,50,0.2
UTP4,irm,100,0.27
UTP4,within_tissue,10,0.1
UTP4,within_tissue,50,0.08
UTP4,within_tissue,100,0.11
UTP4,dann,10,0.2
UTP4,dann,50,0.2
UTP4,dann,100,0.16
UTP4,adae,10,0.7
UTP4,adae,50,0.5
UTP4,adae,100,0.46
VPS25,marginal,10,0.1
VPS25,marginal,50,0.16
VPS25,marginal,100,0.17
VPS25,residualized,10,0.0
VPS25,residualized,50,0.06
VPS25,residualized,100,0.09
VPS25,irm,10,0.2
VPS25,irm,50,0.22
VPS25,irm,100,0.24
VPS25,within_tissue,10,0.1
VPS25,within_tissue,50,0.12
VPS25,within_tissue,100,0.1
VPS25,dann,10,0.1
VPS25,dann,50,0.18
VPS25,dann,100,0.23
VPS25,adae,10,0.5
VPS25,adae,50,0.28
VPS25,adae,100,0.29
WDR1,marginal,10,0.0
WDR1,marginal,50,0.16
WDR1,marginal,100,0.22
WDR1,residualized,10,0.0
WDR1,residualized,50,0.1
WDR1,residualized,100,0.16
WDR1,irm,10,0.0
WDR1,irm,50,0.22
WDR1,irm,100,0.19
WDR1,within_tissue,10,0.0
WDR1,within_tissue,50,0.08
WDR1,within_tissue,100,0.12
WDR1,dann,10,0.0
WDR1,dann,50,0.2
WDR1,dann,100,0.19
WDR1,adae,10,0.5
WDR1,adae,50,0.24
WDR1,adae,100,0.22
WDR73,marginal,10,0.1
WDR73,marginal,50,0.22
WDR73,marginal,100,0.19
WDR73,residualized,10,0.1
WDR73,residualized,50,0.22
WDR73,residualized,100,0.17
WDR73,irm,10,0.1
WDR73,irm,50,0.18
WDR73,irm,100,0.17
WDR73,within_tissue,10,0.0
WDR73,within_tissue,50,0.08
WDR73,within_tissue,100,0.11
WDR73,dann,10,0.2
WDR73,dann,50,0.16
WDR73,dann,100,0.21
WDR73,adae,10,0.6
WDR73,adae,50,0.46
WDR73,adae,100,0.42
WDR77,marginal,10,0.0
WDR77,marginal,50,0.12
WDR77,marginal,100,0.17
WDR77,residualized,10,0.1
WDR77,residualized,50,0.12
WDR77,residualized,100,0.1
WDR77,irm,10,0.0
WDR77,irm,50,0.08
WDR77,irm,100,0.16
WDR77,within_tissue,10,0.0
WDR77,within_tissue,50,0.04
WDR77,within_tissue,100,0.12
WDR77,dann,10,0.0
WDR77,dann,50,0.12
WDR77,dann,100,0.19
WDR77,adae,10,0.5
WDR77,adae,50,0.36
WDR77,adae,100,0.35
WDR82,marginal,10,0.1
WDR82,marginal,50,0.18
WDR82,marginal,100,0.17
WDR82,residualized,10,0.2
WDR82,residualized,50,0.2
WDR82,residualized,100,0.21
WDR82,irm,10,0.1
WDR82,irm,50,0.14
WDR82,irm,100,0.18
WDR82,within_tissue,10,0.0
WDR82,within_tissue,50,0.06
WDR82,within_tissue,100,0.07
WDR82,dann,10,0.1
WDR82,dann,50,0.18
WDR82,dann,100,0.24
WDR82,adae,10,0.1
WDR82,adae,50,0.22
WDR82,adae,100,0.29
WEE1,marginal,10,0.2
WEE1,marginal,50,0.3
WEE1,marginal,100,0.25
WEE1,residualized,10,0.1
WEE1,residualized,50,0.1
WEE1,residualized,100,0.11
WEE1,irm,10,0.5
WEE1,irm,50,0.28
WEE1,irm,100,0.24
WEE1,within_tissue,10,0.1
WEE1,within_tissue,50,0.16
WEE1,within_tissue,100,0.18
WEE1,dann,10,0.5
WEE1,dann,50,0.26
WEE1,dann,100,0.27
WEE1,adae,10,0.4
WEE1,adae,50,0.42
WEE1,adae,100,0.4
WNK1,marginal,10,0.2
WNK1,marginal,50,0.2
WNK1,marginal,100,0.26
WNK1,residualized,10,0.1
WNK1,residualized,50,0.1
WNK1,residualized,100,0.1
WNK1,irm,10,0.2
WNK1,irm,50,0.24
WNK1,irm,100,0.27
WNK1,within_tissue,10,0.1
WNK1,within_tissue,50,0.12
WNK1,within_tissue,100,0.16
WNK1,dann,10,0.3
WNK1,dann,50,0.24
WNK1,dann,100,0.24
WNK1,adae,10,0.1
WNK1,adae,50,0.34
WNK1,adae,100,0.34
YARS2,marginal,10,0.3
YARS2,marginal,50,0.28
YARS2,marginal,100,0.24
YARS2,residualized,10,0.1
YARS2,residualized,50,0.14
YARS2,residualized,100,0.18
YARS2,irm,10,0.6
YARS2,irm,50,0.34
YARS2,irm,100,0.26
YARS2,within_tissue,10,0.0
YARS2,within_tissue,50,0.1
YARS2,within_tissue,100,0.16
YARS2,dann,10,0.3
YARS2,dann,50,0.26
YARS2,dann,100,0.25
YARS2,adae,10,0.6
YARS2,adae,50,0.36
YARS2,adae,100,0.37
YPEL5,marginal,10,0.2
YPEL5,marginal,50,0.26
YPEL5,marginal,100,0.28
YPEL5,residualized,10,0.0
YPEL5,residualized,50,0.18
YPEL5,residualized,100,0.2
YPEL5,irm,10,0.2
YPEL5,irm,50,0.32
YPEL5,irm,100,0.25
YPEL5,within_tissue,10,0.0
YPEL5,within_tissue,50,0.16
YPEL5,within_tissue,100,0.18
YPEL5,dann,10,0.3
YPEL5,dann,50,0.34
YPEL5,dann,100,0.29
YPEL5,adae,10,0.4
YPEL5,adae,50,0.38
YPEL5,adae,100,0.45
YRDC,marginal,10,0.6
YRDC,marginal,50,0.34
YRDC,marginal,100,0.28
YRDC,residualized,10,0.5
YRDC,residualized,50,0.28
YRDC,residualized,100,0.23
YRDC,irm,10,0.7
YRDC,irm,50,0.34
YRDC,irm,100,0.27
YRDC,within_tissue,10,0.4
YRDC,within_tissue,50,0.22
YRDC,within_tissue,100,0.18
YRDC,dann,10,0.8
YRDC,dann,50,0.32
YRDC,dann,100,0.27
YRDC,adae,10,0.6
YRDC,adae,50,0.6
YRDC,adae,100,0.5
