dataset,seed,item,method,mse,wt_mse,mse_noaddback
ctrpv2,4,ML210,irm,4.1291070744721345,3.669717513087715,4.1291070744721345
ctrpv2,4,ML239,baseline,2.1589293581518927,2.1554436871747895,2.1589293581518927
ctrpv2,4,ML239,marginal,2.2640015058690546,2.063733657289523,2.2640015058690546
ctrpv2,4,ML239,residualized,2.0339795258837063,1.7157668659731007,15.65812565429161
ctrpv2,4,ML239,irm,2.454654901650088,2.0694119925257985,2.454654901650088
ctrpv2,4,ML311,baseline,1.6072444624486648,1.5973021865013646,1.6072444624486648
ctrpv2,4,ML311,marginal,1.6028575902054134,1.553813752593661,1.6028575902054134
ctrpv2,4,ML311,residualized,1.6130971919863062,1.4528737248506414,8.27866289172307
ctrpv2,4,ML311,irm,2.041307801954066,1.7069022214437024,2.041307801954066
ctrpv2,4,ML320,baseline,1.4782410941013677,1.4763690354977455,1.4782410941013677
ctrpv2,4,ML320,marginal,1.6227972827505315,1.5372828725457937,1.6227972827505315
ctrpv2,4,ML320,residualized,1.4311588605372072,1.1964790206946978,14.754754527364192
ctrpv2,4,ML320,irm,1.9943405736195812,1.6540124722241556,1.9943405736195812
ctrpv2,4,MLN2238,baseline,1.17799674994389,1.175412664436003,1.17799674994389
ctrpv2,4,MLN2238,marginal,1.092094743477054,1.0607814829980837,1.092094743477054
ctrpv2,4,MLN2238,residualized,1.1643679675008936,1.0776457187442199,2.2586905431636457
ctrpv2,4,MLN2238,irm,1.3855753952244074,1.219295740763042,1.3855753952244074
ctrpv2,4,MLN2480,baseline,1.24142804447599,1.2319110575257641,1.24142804447599
ctrpv2,4,MLN2480,marginal,1.8312156231460295,1.5693259857853474,1.8312156231460295
ctrpv2,4,MLN2480,residualized,1.2213436942201223,1.0423974595253027,17.054029155151923
ctrpv2,4,MLN2480,irm,2.239518167345728,1.5679239783333279,2.239518167345728
ctrpv2,4,MLS003179190,baseline,0.21224574762732568,0.2117503821959671,0.21224574762732568
ctrpv2,4,MLS003179190,marginal,0.8672423847661297,0.6465294457372427,0.8672423847661297
ctrpv2,4,MLS003179190,residualized,0.2119951993824553,0.15640025776307495,15.172996249658542
ctrpv2,4,MLS003179190,irm,1.660672366272922,0.5749811333837352,1.660672366272922
ctrpv2,4,Masitinib,baseline,0.4891016941369747,0.4889556741465375,0.4891016941369747
ctrpv2,4,Masitinib,marginal,0.6699551730484263,0.6354829023672561,0.6699551730484263
ctrpv2,4,Masitinib,residualized,0.49418673429608273,0.46932111164230966,9.850174162421894
ctrpv2,4,Masitinib,irm,0.7952806097614373,0.6621854969238211,0.7952806097614373
ctrpv2,4,Mdivi-1,baseline,0.3904751644255154,0.3903551765535571,0.3904751644255154
ctrpv2,4,Mdivi-1,marginal,0.6295323437339478,0.5864771850941002,0.6295323437339478
ctrpv2,4,Mdivi-1,residualized,0.35808834317481325,0.33289782525406664,15.766777463012152
ctrpv2,4,Mdivi-1,irm,0.7670716154090673,0.6192602446902657,0.7670716154090673
ctrpv2,4,Methotrexate,baseline,3.102646485224399,3.0970723304843557,3.102646485224399
ctrpv2,4,Methotrexate,marginal,3.1300703634177305,2.993989156233402,3.1300703634177305
ctrpv2,4,Methotrexate,residualized,2.882345930439793,2.6667907246354354,10.66920053234994
ctrpv2,4,Methotrexate,irm,3.5911103222805525,3.131664768559498,3.5911103222805525
ctrpv2,4,Mitomycin-C,baseline,2.1434612999959657,2.1402677681899918,2.1434612999959657
ctrpv2,4,Mitomycin-C,marginal,1.8315080833268913,1.7531590890380433,1.8315080833268913
ctrpv2,4,Mitomycin-C,residualized,1.8238287701743097,1.6749345067637795,3.120343013866769
ctrpv2,4,Mitomycin-C,irm,2.093984803026963,1.8614949186823333,2.093984803026963
ctrpv2,4,N9-isopropylolomoucine,baseline,0.7049808721562727,0.7032390824596432,0.7049808721562727
ctrpv2,4,N9-isopropylolomoucine,marginal,1.0533225465119227,0.966682389333573,1.0533225465119227
ctrpv2,4,N9-isopropylolomoucine,residualized,0.7084995965860355,0.6221585404623048,20.68719666348754
ctrpv2,4,N9-isopropylolomoucine,irm,1.278921458049937,1.0738890771461507,1.278921458049937
ctrpv2,4,NPC-26,baseline,1.4962232951740795,1.474497236435013,1.4962232951740795
ctrpv2,4,NPC-26,marginal,1.5590805179565594,1.3995805162649126,1.5590805179565594
ctrpv2,4,NPC-26,residualized,1.4790630256018227,1.1006779292838684,7.254408864177602
ctrpv2,4,NPC-26,irm,1.5800368513611076,1.2521725784630788,1.5800368513611076
ctrpv2,4,NSC23766,baseline,1.0707738932681248,1.0701124699558235,1.0707738932681248
ctrpv2,4,NSC23766,marginal,1.4950256152742072,1.4179523893197465,1.4950256152742072
ctrpv2,4,NSC23766,residualized,1.0690479347593347,0.9980164705512347,23.782344316764764
ctrpv2,4,NSC23766,irm,1.6516258140257674,1.4306723535844932,1.6516258140257674
ctrpv2,4,NSC48300,baseline,0.8255647943941052,0.8251129188649723,0.8255647943941052
ctrpv2,4,NSC48300,marginal,1.0019483647746104,0.9449255908391634,1.0019483647746104
ctrpv2,4,NSC48300,residualized,0.7381305469435079,0.6833825385307112,14.062460165900056
ctrpv2,4,NSC48300,irm,1.0846225220455146,0.9313220873917878,1.0846225220455146
ctrpv2,4,NSC632839,baseline,0.4959256606284768,0.4958490027384239,0.4959256606284768
ctrpv2,4,NSC632839,marginal,0.514749077591805,0.4968502636664257,0.514749077591805
ctrpv2,4,NSC632839,residualized,0.5062905787808114,0.4773186534355026,2.7564407947505245
ctrpv2,4,NSC632839,irm,0.7391572069639705,0.58084640519522,0.7391572069639705
ctrpv2,4,NSC95397,baseline,0.6377935548935151,0.6369099768443486,0.6377935548935151
ctrpv2,4,NSC95397,marginal,0.698545049719075,0.6465227860438889,0.698545049719075
ctrpv2,4,NSC95397,residualized,0.5909177590861903,0.5443194991486365,8.051191515711812
ctrpv2,4,NSC95397,irm,0.9342932054182224,0.7955136973364489,0.9342932054182224
ctrpv2,4,NSC_74859,baseline,0.5554901065086207,0.551298103965149,0.5554901065086207
ctrpv2,4,NSC_74859,marginal,2.9368456327775654,2.4737711607975523,2.9368456327775654
ctrpv2,4,NSC_74859,residualized,0.5597046059076852,0.44798301513898137,42.80331387389585
ctrpv2,4,NSC_74859,irm,4.774138905500312,1.9967127566606742,4.774138905500312
ctrpv2,4,NVP-231,baseline,0.947375866349238,0.9460210251321861,0.947375866349238
ctrpv2,4,NVP-231,marginal,0.9271486493775132,0.9056010580609195,0.9271486493775132
ctrpv2,4,NVP-231,residualized,0.9386272925967529,0.8412146002210484,4.454331594921849
ctrpv2,4,NVP-231,irm,1.041263583094796,0.9356674338843269,1.041263583094796
ctrpv2,4,NVP-ADW742,baseline,0.7017567187089531,0.7014478584181401,0.7017567187089531
ctrpv2,4,NVP-ADW742,marginal,0.7097132568430243,0.6692839596782914,0.7097132568430243
ctrpv2,4,NVP-ADW742,residualized,0.7031619964330139,0.6490057235641253,5.038468302745505
ctrpv2,4,NVP-ADW742,irm,0.9290393786460349,0.7205458932787638,0.9290393786460349
ctrpv2,4,NVP-BSK805,baseline,0.4080568624106243,0.4075523081848086,0.4080568624106243
ctrpv2,4,NVP-BSK805,marginal,0.5086943045198922,0.46851969392892295,0.5086943045198922
ctrpv2,4,NVP-BSK805,residualized,0.40079980561557804,0.37922002260386284,6.5833220400086665
ctrpv2,4,NVP-BSK805,irm,0.5419980127021533,0.47937088117868953,0.5419980127021533
ctrpv2,4,Navitoclax,baseline,4.721734089512675,4.647256470815496,4.721734089512675
ctrpv2,4,Navitoclax,marginal,3.383046300000525,3.165964085243128,3.383046300000525
ctrpv2,4,Navitoclax,residualized,3.60108294618108,2.771818463414054,3.7404892446104707
ctrpv2,4,Navitoclax,irm,3.5654646844491347,3.339945340498817,3.5654646844491347
ctrpv2,4,Neuronal_differentiation_inducer_III,baseline,1.1371490300089653,1.1363190544080626,1.1371490300089653
ctrpv2,4,Neuronal_differentiation_inducer_III,marginal,1.454075450596257,1.3668900114316813,1.454075450596257
ctrpv2,4,Neuronal_differentiation_inducer_III,residualized,1.1056962861877802,1.014008096854203,16.237362038147733
ctrpv2,4,Neuronal_differentiation_inducer_III,irm,1.8069927561484742,1.4797860466557649,1.8069927561484742
ctrpv2,4,Nilotinib,baseline,3.3234060751495353,3.3062605053149876,3.3234060751495353
ctrpv2,4,Nilotinib,marginal,3.581976789973137,3.3568490379442637,3.581976789973137
ctrpv2,4,Nilotinib,residualized,3.634094765104305,3.3423750155675407,8.206395376504265
ctrpv2,4,Nilotinib,irm,3.5501145087492625,2.8375062103679634,3.5501145087492625
ctrpv2,4,Nintedanib,baseline,2.604333510459622,2.5904161856050085,2.604333510459622
ctrpv2,4,Nintedanib,marginal,2.905583687283918,2.5880364167331344,2.905583687283918
ctrpv2,4,Nintedanib,residualized,2.8006456204745835,2.36190491965404,7.0711153786564775
ctrpv2,4,Nintedanib,irm,2.8427682509584047,2.302781242409495,2.8427682509584047
ctrpv2,4,Nutlin-3,baseline,0.8192814218025881,0.8178864997299616,0.8192814218025881
ctrpv2,4,Nutlin-3,marginal,0.86184764828915,0.8174042145439138,0.86184764828915
ctrpv2,4,Nutlin-3,residualized,0.6441828695269172,0.6097381308981926,14.611810171251559
ctrpv2,4,Nutlin-3,irm,1.1337589608660714,0.9216585573593955,1.1337589608660714
ctrpv2,4,O-6-benzylguanine,baseline,0.29563432290383845,0.2945849037146674,0.29563432290383845
ctrpv2,4,O-6-benzylguanine,marginal,1.09378757629777,0.9268350780783713,1.09378757629777
ctrpv2,4,O-6-benzylguanine,residualized,0.30914810453613634,0.2627653243347052,20.33942845230353
ctrpv2,4,O-6-benzylguanine,irm,1.6089234301855067,0.8704482209242516,1.6089234301855067
ctrpv2,4,OSI-027,baseline,1.441261005847656,1.4408317870697054,1.441261005847656
ctrpv2,4,OSI-027,marginal,1.3964022212095892,1.320517158077046,1.3964022212095892
ctrpv2,4,OSI-027,residualized,1.3849858839667266,1.2867816844280409,5.547261431375003
ctrpv2,4,OSI-027,irm,1.6854673608738813,1.4430861158309263,1.6854673608738813
ctrpv2,4,OSI-930,baseline,0.7990472876479575,0.7956055128860322,0.7990472876479575
ctrpv2,4,OSI-930,marginal,0.9648958631779238,0.8663031370376646,0.9648958631779238
ctrpv2,4,OSI-930,residualized,0.7305890618535745,0.5967472512041506,8.933458593003156
ctrpv2,4,OSI-930,irm,1.2002636671798141,0.7836691842380548,1.2002636671798141
ctrpv2,4,Olaparib,baseline,1.5672142672082012,1.564905963363113,1.5672142672082012
ctrpv2,4,Olaparib,marginal,1.8959034269451813,1.7337415173750406,1.8959034269451813
ctrpv2,4,Olaparib,residualized,1.443718515015123,1.338207141204733,23.7568669925424
ctrpv2,4,Olaparib,irm,2.2954900674873926,1.9742196673641543,2.2954900674873926
ctrpv2,4,Oxaliplatin,baseline,1.7636727231780094,1.7563507678134571,1.7636727231780094
ctrpv2,4,Oxaliplatin,marginal,1.7103843925379947,1.6202033746451183,1.7103843925379947
ctrpv2,4,Oxaliplatin,residualized,1.5042511589053147,1.3861405180600224,14.23984248114686
ctrpv2,4,Oxaliplatin,irm,2.0004179167408873,1.758891757978183,2.0004179167408873
ctrpv2,4,PAC-1,baseline,0.7608089226453254,0.7602799994114077,0.7608089226453254
ctrpv2,4,PAC-1,marginal,0.7673574776022443,0.7379819299867216,0.7673574776022443
ctrpv2,4,PAC-1,residualized,0.7167465835735158,0.6462359004123321,4.1468907657098635
ctrpv2,4,PAC-1,irm,1.1598315541301194,0.9142382665548227,1.1598315541301194
ctrpv2,4,PCI-34051,baseline,0.4488536769651545,0.4485534243526057,0.4488536769651545
ctrpv2,4,PCI-34051,marginal,0.7478933594534867,0.6922086958907061,0.7478933594534867
ctrpv2,4,PCI-34051,residualized,0.4257582077802751,0.38710936037541904,17.816716020175946
ctrpv2,4,PCI-34051,irm,1.053302491305162,0.8034503119288563,1.053302491305162
ctrpv2,4,PD318088,baseline,6.782269599780258,6.7429439584864435,6.782269599780258
ctrpv2,4,PD318088,marginal,5.487348721589273,5.1232950065812375,5.487348721589273
ctrpv2,4,PD318088,residualized,6.385144011860957,5.354094034659138,10.25200827770984
ctrpv2,4,PD318088,irm,6.0296568194901425,5.341421511063115,6.0296568194901425
ctrpv2,4,PDMP,baseline,0.1960204021900934,0.19563742896207056,0.1960204021900934
ctrpv2,4,PDMP,marginal,0.510005421273856,0.46261293435567746,0.510005421273856
ctrpv2,4,PDMP,residualized,0.20245249117830827,0.19041003298235779,18.19040162267664
ctrpv2,4,PDMP,irm,0.7207661038111463,0.5788661354829184,0.7207661038111463
ctrpv2,4,PD_153035,baseline,1.1349600383810985,1.121603301500242,1.1349600383810985
ctrpv2,4,PD_153035,marginal,1.4331543558289408,1.3272555855340242,1.4331543558289408
ctrpv2,4,PD_153035,residualized,1.133871406213989,0.9845254766740562,10.096143690722306
ctrpv2,4,PD_153035,irm,1.8698983701947556,1.466203543603118,1.8698983701947556
ctrpv2,4,PF-184,baseline,1.3272819510747957,1.3254333999129668,1.3272819510747957
ctrpv2,4,PF-184,marginal,1.353914385457363,1.2867641112417414,1.353914385457363
ctrpv2,4,PF-184,residualized,1.397482043511491,1.276807551189338,7.075349370998383
ctrpv2,4,PF-184,irm,1.64876655336732,1.4187985509502539,1.64876655336732
ctrpv2,4,PF-3758309,baseline,4.128116844242389,4.1115270541869,4.128116844242389
ctrpv2,4,PF-3758309,marginal,3.309045900830184,3.1520970560100676,3.309045900830184
ctrpv2,4,PF-3758309,residualized,3.7700304714831456,3.1944610333766765,6.160199608930658
ctrpv2,4,PF-3758309,irm,3.6602059457495457,3.363648676798399,3.6602059457495457
ctrpv2,4,PF-4800567_hydrochloride,baseline,0.4616012732891874,0.46002962130969344,0.4616012732891874
ctrpv2,4,PF-4800567_hydrochloride,marginal,1.379713451259891,1.1835598988105098,1.379713451259891
ctrpv2,4,PF-4800567_hydrochloride,residualized,0.48119513061719926,0.41167874446233355,20.50124793090546
ctrpv2,4,PF-4800567_hydrochloride,irm,1.9501465587750564,1.2581664724224086,1.9501465587750564
ctrpv2,4,PF-573228,baseline,0.847118203019852,0.8459809298411085,0.847118203019852
ctrpv2,4,PF-573228,marginal,0.86617424132136,0.8173970497848368,0.86617424132136
ctrpv2,4,PF-573228,residualized,0.8121419934290575,0.7224495187573777,7.665416559368645
ctrpv2,4,PF-573228,irm,1.0797536959266496,0.9151677422725577,1.0797536959266496
ctrpv2,4,PF-750,baseline,0.9321073771372407,0.9313754254187591,0.9321073771372407
ctrpv2,4,PF-750,marginal,1.2805371295410148,1.1884856268205175,1.2805371295410148
ctrpv2,4,PF-750,residualized,0.8842086303969523,0.7967234372948931,19.646684172356778
ctrpv2,4,PF-750,irm,1.6995192382078532,1.3092997859463433,1.6995192382078532
ctrpv2,4,PHA-793887,baseline,1.4172690727300756,1.4166634484349208,1.4172690727300756
ctrpv2,4,PHA-793887,marginal,1.3537325049928606,1.2986946090120164,1.3537325049928606
ctrpv2,4,PHA-793887,residualized,1.3299361078374627,1.260750134832983,3.7987598889084464
ctrpv2,4,PHA-793887,irm,1.611482780285754,1.3879501641698184,1.611482780285754
ctrpv2,4,PI-103,baseline,2.087381507536071,2.0837683134585148,2.087381507536071
ctrpv2,4,PI-103,marginal,2.0497513469747384,1.948890572010011,2.0497513469747384
ctrpv2,4,PI-103,residualized,2.085414026827058,1.8632054728839278,2.3890503228370124
ctrpv2,4,PI-103,irm,2.2224398733341606,2.0675196251831323,2.2224398733341606
ctrpv2,4,PIK-93,baseline,0.8947348284220921,0.8893686390786468,0.8947348284220921
ctrpv2,4,PIK-93,marginal,0.9935683691798005,0.9583016795229248,0.9935683691798005
ctrpv2,4,PIK-93,residualized,0.8730865642514303,0.8250990194425574,7.646917457850827
ctrpv2,4,PIK-93,irm,1.1959184770619165,1.0104427655878467,1.1959184770619165
ctrpv2,4,PL-DI,baseline,0.5202321490252986,0.5190582386166245,0.5202321490252986
ctrpv2,4,PL-DI,marginal,0.49567411776459447,0.47620189191019546,0.49567411776459447
ctrpv2,4,PL-DI,residualized,0.4775493480951693,0.4425614250649992,2.030015844276251
ctrpv2,4,PL-DI,irm,0.6829406858617793,0.547137063260125,0.6829406858617793
ctrpv2,4,PLX-4032,baseline,1.4515406942714468,1.4466760260464808,1.4515406942714468
ctrpv2,4,PLX-4032,marginal,1.9685030767696263,1.7109588218896954,1.9685030767696263
ctrpv2,4,PLX-4032,residualized,1.5064793359307933,1.0137295880667647,10.563291054354487
ctrpv2,4,PLX-4032,irm,2.29108187255086,1.423974027025801,2.29108187255086
ctrpv2,4,PLX-4720,baseline,1.025380502582017,1.019205922888386,1.025380502582017
ctrpv2,4,PLX-4720,marginal,1.1181959218245605,1.0114297110872976,1.1181959218245605
ctrpv2,4,PLX-4720,residualized,0.9493433158998672,0.8189584569383205,12.817293412365395
ctrpv2,4,PLX-4720,irm,1.4054056932799344,1.041899854983199,1.4054056932799344
ctrpv2,4,PRIMA-1-Met,baseline,2.9652779584876674,2.1797178456241784,2.9652779584876674
ctrpv2,4,PRIMA-1-Met,marginal,2.470933481618464,1.3819938602401562,2.470933481618464
ctrpv2,4,PRIMA-1-Met,residualized,2.965918884757798,0.9874625536962006,9.576965971140828
ctrpv2,4,PRIMA-1-Met,irm,2.570015693160898,1.2861350479166076,2.570015693160898
ctrpv2,4,PRIMA-1,baseline,0.8787565826620108,0.8784218783086383,0.8787565826620108
ctrpv2,4,PRIMA-1,marginal,0.9652623370976633,0.9352012720211258,0.9652623370976633
ctrpv2,4,PRIMA-1,residualized,0.7775370062235695,0.7245792005265519,13.35809810479635
ctrpv2,4,PRIMA-1,irm,1.2287086837901664,1.0394767500903113,1.2287086837901664
ctrpv2,4,PX-12,baseline,0.5099045385055619,0.5097306533406811,0.5099045385055619
ctrpv2,4,PX-12,marginal,0.6673999549716872,0.614525974116598,0.6673999549716872
ctrpv2,4,PX-12,residualized,0.41932126065686465,0.3899968879975842,13.330100881786533
ctrpv2,4,PX-12,irm,0.8252590138669476,0.6933567374741567,0.8252590138669476
ctrpv2,4,PYR-41,baseline,0.6261252491912804,0.6238144682871444,0.6261252491912804
ctrpv2,4,PYR-41,marginal,1.227741405477283,1.0508871961251622,1.227741405477283
ctrpv2,4,PYR-41,residualized,0.6232335518339585,0.49992828699750463,21.33562974925688
ctrpv2,4,PYR-41,irm,2.066558128768068,1.3542986769724727,2.066558128768068
ctrpv2,4,Paclitaxel,baseline,18.373959917460997,18.318232834450658,18.373959917460997
ctrpv2,4,Paclitaxel,marginal,18.052126045238357,17.424487148501793,18.052126045238357
ctrpv2,4,Paclitaxel,residualized,18.882221228210867,16.81123832571521,19.09789572107767
ctrpv2,4,Paclitaxel,irm,18.805862461969536,17.78008476561454,18.805862461969536
ctrpv2,4,Panobinostat,baseline,1.960411935500092,1.959435318671228,1.960411935500092
ctrpv2,4,Panobinostat,marginal,1.8315105506451723,1.7573221916055615,1.8315105506451723
ctrpv2,4,Panobinostat,residualized,1.7617689148086273,1.6309227264721695,11.354370193998164
ctrpv2,4,Panobinostat,irm,2.303049940445619,2.059228016129066,2.303049940445619
ctrpv2,4,Parthenolide,baseline,0.7191441249276977,0.7185272325633931,0.7191441249276977
ctrpv2,4,Parthenolide,marginal,0.7716688794245925,0.7145971948980561,0.7716688794245925
ctrpv2,4,Parthenolide,residualized,0.6873174834197434,0.6059141698940188,7.022273514513702
ctrpv2,4,Parthenolide,irm,1.028779695309053,0.7387769217093051,1.028779695309053
ctrpv2,4,Pazopanib,baseline,1.487210942146665,1.4829816339366895,1.487210942146665
ctrpv2,4,Pazopanib,marginal,1.5603178031139475,1.4568393041044987,1.5603178031139475
ctrpv2,4,Pazopanib,residualized,1.4097872337674704,1.2411602499743317,9.924226102675954
ctrpv2,4,Pazopanib,irm,1.746951218993275,1.4639367915256378,1.746951218993275
ctrpv2,4,Pevonedistat,baseline,2.5317865345537283,2.5284676846228185,2.5317865345537283
ctrpv2,4,Pevonedistat,marginal,2.338536842383266,2.29853339555774,2.338536842383266
ctrpv2,4,Pevonedistat,residualized,2.5363962865324194,2.3033395649214365,2.9191081288739804
ctrpv2,4,Pevonedistat,irm,2.4370025380323863,2.2673073025320116,2.4370025380323863
ctrpv2,4,Pictilisib,baseline,2.4347611132296123,2.429121976182768,2.4347611132296123
ctrpv2,4,Pictilisib,marginal,2.4696438423922684,2.4095463404783635,2.4696438423922684
ctrpv2,4,Pictilisib,residualized,2.540224133242325,2.3127782992643526,5.5620678797795735
ctrpv2,4,Pictilisib,irm,2.7593757911545587,2.5528805967056005,2.7593757911545587
ctrpv2,4,Piperlongumine,baseline,0.4305085473751027,0.4301268549283815,0.4305085473751027
ctrpv2,4,Piperlongumine,marginal,0.47345941592821045,0.4514608889587068,0.47345941592821045
ctrpv2,4,Piperlongumine,residualized,0.38520371803441567,0.3569823447169646,4.2031399818730435
ctrpv2,4,Piperlongumine,irm,0.6311372257256517,0.487859320029045,0.6311372257256517
ctrpv2,4,Quizartinib,baseline,5.611150592724867,5.52221584743891,5.611150592724867
ctrpv2,4,Quizartinib,marginal,4.937364554874679,4.216338027389027,4.937364554874679
ctrpv2,4,Quizartinib,residualized,5.389350868363784,3.7810824338401354,15.131740519692253
ctrpv2,4,Quizartinib,irm,5.062650772661234,3.8999655243894438,5.062650772661234
ctrpv2,4,R428,baseline,0.5842762660563832,0.583400623431755,0.5842762660563832
ctrpv2,4,R428,marginal,0.700070420174063,0.6791634955577722,0.700070420174063
ctrpv2,4,R428,residualized,0.6334073678641785,0.5668003466671274,3.709256106563839
ctrpv2,4,R428,irm,0.8590056401398363,0.6967211189744127,0.8590056401398363
ctrpv2,4,RAF265,baseline,2.24264275067027,2.2365302007670347,2.24264275067027
ctrpv2,4,RAF265,marginal,2.130027110538543,2.0097835887416906,2.130027110538543
ctrpv2,4,RAF265,residualized,2.1226462372437855,1.8034914940280942,4.699949172941032
ctrpv2,4,RAF265,irm,2.4598847113928732,2.150006601155226,2.4598847113928732
ctrpv2,4,RG-108,baseline,0.9854774126559979,0.9807794671721495,0.9854774126559979
ctrpv2,4,RG-108,marginal,1.3868773145298792,1.2351184473314611,1.3868773145298792
ctrpv2,4,RG-108,residualized,0.8710161181851902,0.7719857013658569,25.16663307837008
ctrpv2,4,RG-108,irm,1.7554087507377,1.3477977479208247,1.7554087507377
ctrpv2,4,RITA,baseline,4.864700309968301,4.852691039661517,4.864700309968301
ctrpv2,4,RITA,marginal,4.360782939295045,4.222690891047815,4.360782939295045
ctrpv2,4,RITA,residualized,4.538618295247666,4.0686464163342535,7.305091545414602
ctrpv2,4,RITA,irm,4.890494004292393,4.279526351383279,4.890494004292393
ctrpv2,4,RO4929097,baseline,0.7640052327476134,0.7038014548933911,0.7640052327476134
ctrpv2,4,RO4929097,marginal,2.0116556917638833,1.4136774668067473,2.0116556917638833
ctrpv2,4,RO4929097,residualized,0.7943454327734624,0.48434201018335626,24.611826137219218
ctrpv2,4,RO4929097,irm,5.323090243876347,1.6352718789261262,5.323090243876347
ctrpv2,4,Rapamycin,baseline,10.312890927771285,10.266123063681457,10.312890927771285
ctrpv2,4,Rapamycin,marginal,9.244208035141819,8.93243097160906,9.244208035141819
ctrpv2,4,Rapamycin,residualized,10.418617622897422,8.969771811888869,13.220965161831002
ctrpv2,4,Rapamycin,irm,9.619058681451337,8.763335190559523,9.619058681451337
ctrpv2,4,Repligen_136,baseline,0.7740769635350638,0.7716630643997434,0.7740769635350638
ctrpv2,4,Repligen_136,marginal,1.0588558545785516,0.9564997025936364,1.0588558545785516
ctrpv2,4,Repligen_136,residualized,0.7382835194540045,0.66407992512618,17.70418112795116
ctrpv2,4,Repligen_136,irm,1.5245173851174338,1.1357113950602749,1.5245173851174338
ctrpv2,4,Rohinitib,baseline,2.415344085178033,2.4137927545494917,2.415344085178033
ctrpv2,4,Rohinitib,marginal,2.3102922985088514,2.230333982742346,2.3102922985088514
ctrpv2,4,Rohinitib,residualized,2.194136745032706,2.0205083172733738,11.074398090433789
ctrpv2,4,Rohinitib,irm,2.6893387622974143,2.295316635712281,2.6893387622974143
ctrpv2,4,Ruxolitinib,baseline,0.4843606496345025,0.48343952280591057,0.4843606496345025
ctrpv2,4,Ruxolitinib,marginal,0.6258212509699818,0.5922692006765001,0.6258212509699818
ctrpv2,4,Ruxolitinib,residualized,0.3766552094948815,0.34928860369907166,14.512527165268839
ctrpv2,4,Ruxolitinib,irm,0.8502811936951896,0.6549836039239973,0.8502811936951896
ctrpv2,4,SB-225002,baseline,1.3477731573335126,1.3450868405388527,1.3477731573335126
ctrpv2,4,SB-225002,marginal,1.1630284278607097,1.109950083377571,1.1630284278607097
ctrpv2,4,SB-225002,residualized,1.3066296195070988,1.2115996673502902,4.847219072767523
ctrpv2,4,SB-225002,irm,1.7025514607746832,1.2443100356196926,1.7025514607746832
ctrpv2,4,SB-431542,baseline,0.30249832825789463,0.30222935793419614,0.30249832825789463
ctrpv2,4,SB-431542,marginal,0.6953900864213041,0.5951552437089387,0.6953900864213041
ctrpv2,4,SB-431542,residualized,0.30570421880737847,0.2748337269503993,18.48539409111464
ctrpv2,4,SB-431542,irm,1.1204149443213551,0.8422893341486066,1.1204149443213551
ctrpv2,4,SB-525334,baseline,1.0670240655133936,1.0663085228634768,1.0670240655133936
ctrpv2,4,SB-525334,marginal,1.3084343465043815,1.193813230426123,1.3084343465043815
ctrpv2,4,SB-525334,residualized,0.9774670924252595,0.8873850316808453,13.22582362743742
ctrpv2,4,SB-525334,irm,1.4594932619973022,1.2000981874969485,1.4594932619973022
ctrpv2,4,SB-743921,baseline,13.033189597553152,13.025437654126605,13.033189597553152
ctrpv2,4,SB-743921,marginal,12.29458649910163,11.988952674987553,12.29458649910163
ctrpv2,4,SB-743921,residualized,13.051555258579652,12.083598757156626,19.275420698440357
ctrpv2,4,SB-743921,irm,14.103757451596538,12.772873183877184,14.103757451596538
ctrpv2,4,SCH-529074,baseline,0.20744250269003509,0.20693468056563766,0.20744250269003509
ctrpv2,4,SCH-529074,marginal,0.27608602928588016,0.2468728872750537,0.27608602928588016
ctrpv2,4,SCH-529074,residualized,0.20363695971952242,0.18201900209756436,3.7546793973717594
ctrpv2,4,SCH-529074,irm,0.3769639945529255,0.2835478057281285,0.3769639945529255
ctrpv2,4,SCH-79797,baseline,0.9673854840715936,0.9669829831573343,0.9673854840715936
ctrpv2,4,SCH-79797,marginal,0.8955549236307417,0.8649050579017851,0.8955549236307417
ctrpv2,4,SCH-79797,residualized,0.8600427782696511,0.8280513800812606,1.0295119580600656
ctrpv2,4,SCH-79797,irm,1.0095733723164366,0.8971239173571334,1.0095733723164366
ctrpv2,4,SCHEMBL16273428,baseline,0.6676484912266186,0.6670004430838427,0.6676484912266186
ctrpv2,4,SCHEMBL16273428,marginal,1.1657485761271356,1.0237532454597966,1.1657485761271356
ctrpv2,4,SCHEMBL16273428,residualized,0.6338267576992248,0.5662973416856796,18.564239205477303
ctrpv2,4,SCHEMBL16273428,irm,1.388609914107523,1.127040103420278,1.388609914107523
ctrpv2,4,SID_26681509,baseline,0.7762962881163074,0.767016140208338,0.7762962881163074
ctrpv2,4,SID_26681509,marginal,1.167300218082478,1.0619181028446307,1.167300218082478
ctrpv2,4,SID_26681509,residualized,0.7360134808602469,0.6770888284606892,18.10082163682393
ctrpv2,4,SID_26681509,irm,1.42234016840762,1.125392826204649,1.42234016840762
ctrpv2,4,SKI-II,baseline,0.5249167386782313,0.5224920609643914,0.5249167386782313
ctrpv2,4,SKI-II,marginal,0.9681860697433519,0.7937682955080858,0.9681860697433519
ctrpv2,4,SKI-II,residualized,0.4688564147516617,0.4041724063322667,23.57411182902224
ctrpv2,4,SKI-II,irm,1.327491911426981,1.0060819546694804,1.327491911426981
